,from date,to date,from SCHH price,to SCHH price,SCHH cod,SCHH pct cod,from USRT price,to USRT price,USRT cod,USRT pct cod,to USRT / to SCHH,to USRT / to USRT
764,2024-09-05,2024-09-06,22.6,22.59,-0.010000000000001563,-0.00044257579832839364,60.24,60.05,-0.19000000000000483,-0.0031590349656456986,2.65825586542718,1.0
765,2024-09-06,2024-09-09,22.59,22.83,0.23999999999999844,0.010568130061792249,60.05,60.71,0.6600000000000037,0.01093088061635024,2.6592203241349104,1.0
766,2024-09-09,2024-09-10,22.83,23.15,0.3200000000000003,0.013919319990539036,60.71,61.61,0.8999999999999986,0.014715765884136577,2.6613390928725704,1.0
767,2024-09-10,2024-09-11,23.15,23.14,-0.00999999999999801,-0.00043205876671245636,61.61,61.47,-0.14000000000000057,-0.0022749441075612903,2.656439066551426,1.0
768,2024-09-11,2024-09-12,23.14,23.23,0.08999999999999986,0.0038818250167873608,61.47,61.93,0.46000000000000085,0.007455464031051572,2.6659492036160137,1.0
769,2024-09-12,2024-09-13,23.23,23.45,0.21999999999999886,0.009425948109970491,61.93,62.48,0.5499999999999972,0.008841790581461012,2.6643923240938165,1.0
770,2024-09-13,2024-09-16,23.45,23.53,0.08000000000000185,0.0034057078469828736,62.48,62.66,0.17999999999999972,0.002876779992615073,2.6629834254143643,1.0
771,2024-09-16,2024-09-17,23.53,23.36,-0.1700000000000017,-0.007251044779244874,62.66,62.16,-0.5,-0.008011579464653643,2.660958904109589,1.0
772,2024-09-17,2024-09-18,23.36,23.31,-0.05000000000000071,-0.0021427049123605942,62.16,62.04,-0.11999999999999744,-0.001932367751053924,2.6615186615186617,1.0
773,2024-09-18,2024-09-19,23.31,23.26,-0.04999999999999716,-0.0021473059571472703,62.04,62.08,0.03999999999999915,0.0006445375666252888,2.66895958727429,1.0
774,2024-09-19,2024-09-20,23.26,23.19,-0.07000000000000028,-0.0030139958230780612,62.08,61.82,-0.259999999999998,-0.0041969391709930455,2.665804225959465,1.0
775,2024-09-20,2024-09-23,23.19,23.45,0.259999999999998,0.011149343624847942,61.82,62.53,0.7100000000000009,0.011419504875236377,2.6665245202558636,1.0
776,2024-09-23,2024-09-24,23.45,23.47,0.019999999999999574,0.0008525149706437513,62.53,62.57,0.03999999999999915,0.0006394884310656228,2.665956540264167,1.0
777,2024-09-24,2024-09-25,23.47,23.21,-0.259999999999998,-0.01113978957658641,62.57,61.73,-0.8400000000000034,-0.013515893604467642,2.65962947005601,1.0
778,2024-09-25,2024-09-26,23.21,22.96,-0.25,-0.010829648834979971,61.73,61.1,-0.6299999999999955,-0.010258170228254827,2.6611498257839723,1.0
779,2024-09-26,2024-09-27,22.96,23.01,0.05000000000000071,0.0021753325959087953,61.1,61.15,0.04999999999999716,0.0008179959556317626,2.657540199913081,1.0
780,2024-09-27,2024-09-30,23.01,23.17,0.16000000000000014,0.0069294343970102475,61.15,61.57,0.4200000000000017,0.0068448767899374156,2.6573154941735,1.0
781,2024-09-30,2024-10-01,23.17,23.01,-0.16000000000000014,-0.006929434397010286,61.57,61.17,-0.3999999999999986,-0.006517865668645294,2.6584093872229464,1.0
782,2024-10-01,2024-10-02,23.01,22.91,-0.10000000000000142,-0.004355407581870445,61.17,60.84,-0.3299999999999983,-0.00540940586338135,2.655608904408555,1.0
783,2024-10-02,2024-10-03,22.91,22.74,-0.1700000000000017,-0.007448008143014263,60.84,60.46,-0.38000000000000256,-0.006265478039780107,2.658751099384345,1.0
784,2024-10-03,2024-10-04,22.74,22.6,-0.13999999999999702,-0.006175582044149651,60.46,60.26,-0.20000000000000284,-0.003313455649156879,2.666371681415929,1.0
785,2024-10-04,2024-10-07,22.6,22.46,-0.14000000000000057,-0.006213956967943149,60.26,59.8,-0.46000000000000085,-0.007662872745569137,2.6625111308993765,1.0
786,2024-10-07,2024-10-08,22.46,22.47,0.00999999999999801,0.00044513688694052135,59.8,59.71,-0.0899999999999963,-0.0015061503976849628,2.6573208722741435,1.0
787,2024-10-08,2024-10-09,22.47,22.47,0.0,0.0,59.71,59.84,0.13000000000000256,0.0021748231073207397,2.6631063640409436,1.0
788,2024-10-09,2024-10-10,22.47,22.31,-0.16000000000000014,-0.007146077752796706,59.84,59.5,-0.3400000000000034,-0.005698021114637779,2.6669654863290004,1.0
789,2024-10-10,2024-10-11,22.31,22.52,0.21000000000000085,0.009368794827048494,59.5,60.09,0.5900000000000034,0.009867125794252554,2.668294849023091,1.0
790,2024-10-11,2024-10-14,22.52,22.66,0.14000000000000057,0.00619745232837072,60.09,60.45,0.35999999999999943,0.0059731387149650345,2.6676963812886143,1.0
791,2024-10-14,2024-10-15,22.66,22.96,0.3000000000000007,0.013152315851505367,60.45,60.98,0.529999999999994,0.008729364499306927,2.655923344947735,1.0
792,2024-10-15,2024-10-16,22.96,23.2,0.23999999999999844,0.010398707220898517,60.98,61.78,0.8000000000000043,0.013033745930326916,2.662931034482759,1.0
793,2024-10-16,2024-10-17,23.2,23.02,-0.17999999999999972,-0.007788875378527673,61.78,61.41,-0.37000000000000455,-0.006006999149127848,2.667680278019114,1.0
794,2024-10-17,2024-10-18,23.02,23.18,0.16000000000000014,0.006926434617869162,61.41,61.83,0.4200000000000017,0.006815995229169557,2.6673856773080242,1.0
795,2024-10-18,2024-10-21,23.18,22.71,-0.46999999999999886,-0.020484481794138497,61.83,60.6,-1.2299999999999969,-0.02009379049520851,2.668428005284016,1.0
796,2024-10-21,2024-10-22,22.71,22.77,0.05999999999999872,0.0026385239581810205,60.6,60.82,0.21999999999999886,0.0036237891739498967,2.671058410188845,1.0
797,2024-10-22,2024-10-23,22.77,23.0,0.23000000000000043,0.010050335853501506,60.82,61.44,0.6199999999999974,0.010142406590198166,2.6713043478260867,1.0
