,symbol,base,quote,status,qty_precision,qty_increment,price_precision,cost_precision,marginable,has_index,ws_display_price_precision,cost_min,tick_size,price_increment,qty_min,margin_initial,position_limit_long,position_limit_short
217,SUSHI/USD,SUSHI,USD,online,8,1e-08,4,5,True,True,4,0.5,0.0001,0.0001,25.0,0.33,240000.0,110000.0
218,SUSHI/EUR,SUSHI,EUR,online,8,1e-08,4,5,False,True,4,0.45,0.0001,0.0001,25.0,,,
219,LPT/USD,LPT,USD,online,8,1e-08,3,5,False,True,3,0.5,0.001,0.001,2.5,,,
220,LPT/EUR,LPT,EUR,online,8,1e-08,3,5,False,True,3,0.45,0.001,0.001,2.5,,,
221,GHST/USD,GHST,USD,online,8,1e-08,4,6,False,False,4,0.5,0.0001,0.0001,60.0,,,
222,GHST/EUR,GHST,EUR,online,8,1e-08,4,6,False,False,4,0.45,0.0001,0.0001,60.0,,,
223,BNT/USD,BNT,USD,online,8,1e-08,4,5,False,True,4,0.5,0.0001,0.0001,18.0,,,
224,BNT/EUR,BNT,EUR,online,8,1e-08,4,5,False,True,4,0.45,0.0001,0.0001,18.0,,,
225,REN/USD,REN,USD,online,8,1e-08,5,6,False,True,5,0.5,1e-05,1e-05,1600.0,,,
226,REN/EUR,REN,EUR,online,8,1e-08,5,6,False,True,5,0.45,1e-05,1e-05,1600.0,,,
227,SAND/USD,SAND,USD,online,8,1e-08,4,6,True,True,4,0.5,0.0001,0.0001,60.0,0.33,500000.0,350000.0
228,SAND/EUR,SAND,EUR,online,8,1e-08,4,6,True,True,4,0.45,0.0001,0.0001,60.0,0.33,260000.0,170000.0
229,SAND/GBP,SAND,GBP,online,8,1e-08,4,6,False,True,4,0.43,0.0001,0.0001,60.0,,,
230,SAND/BTC,SAND,BTC,online,8,1e-08,9,10,False,True,9,2e-05,1e-09,1e-09,60.0,,,
231,RARI/USD,RARI,USD,online,8,1e-08,4,5,False,True,4,0.5,0.0001,0.0001,35.0,,,
232,RARI/EUR,RARI,EUR,online,8,1e-08,4,5,False,True,4,0.45,0.0001,0.0001,35.0,,,
233,ANKR/USD,ANKR,USD,online,8,1e-08,5,7,False,True,5,0.5,1e-05,1e-05,1000.0,,,
234,ANKR/EUR,ANKR,EUR,online,8,1e-08,5,7,False,True,5,0.45,1e-05,1e-05,1000.0,,,
235,ANKR/BTC,ANKR,BTC,online,8,1e-08,10,10,False,True,10,2e-05,1e-10,1e-10,1000.0,,,
236,MINA/USD,MINA,USD,online,8,1e-08,4,5,True,True,4,0.5,0.0001,0.0001,90.0,0.25,1600000.0,560000.0
237,MINA/EUR,MINA,EUR,online,8,1e-08,4,5,True,True,4,0.45,0.0001,0.0001,90.0,0.25,860000.0,480000.0
238,MINA/GBP,MINA,GBP,online,8,1e-08,4,5,False,True,4,0.43,0.0001,0.0001,90.0,,,
239,MINA/BTC,MINA,BTC,online,8,1e-08,9,9,False,True,9,2e-05,1e-09,1e-09,90.0,,,
240,SOL/USD,SOL,USD,online,8,1e-08,2,5,True,True,2,0.5,0.01,0.01,0.02,0.1,37000.0,24000.0
241,SOL/EUR,SOL,EUR,online,8,1e-08,2,5,True,True,2,0.45,0.01,0.01,0.02,0.1,16000.0,16000.0
242,SOL/GBP,SOL,GBP,online,8,1e-08,2,5,True,True,2,0.43,0.01,0.01,0.02,0.33,1700.0,1500.0
243,SOL/BTC,SOL,BTC,online,8,1e-08,7,9,True,True,7,2e-05,1e-07,1e-07,0.02,0.25,9800.0,7700.0
244,SRM/USD,SRM,USD,online,8,1e-08,5,5,False,True,5,0.5,1e-05,1e-05,1100.0,,,
245,SRM/EUR,SRM,EUR,online,8,1e-08,5,5,False,True,5,0.45,1e-05,1e-05,1100.0,,,
246,CHZ/USD,CHZ,USD,online,8,1e-08,5,6,True,True,5,0.5,1e-05,1e-05,120.0,0.33,1500000.0,1300000.0
247,CHZ/EUR,CHZ,EUR,online,8,1e-08,5,6,True,True,5,0.45,1e-05,1e-05,120.0,0.33,550000.0,500000.0
248,OGN/USD,OGN,USD,online,8,1e-08,5,6,False,True,5,0.5,1e-05,1e-05,250.0,,,
249,OGN/EUR,OGN,EUR,online,8,1e-08,5,6,False,True,5,0.45,1e-05,1e-05,250.0,,,
250,AXS/USD,AXS,USD,online,8,1e-08,3,5,True,True,3,0.5,0.001,0.001,4.0,0.33,88000.0,52000.0
251,AXS/EUR,AXS,EUR,online,8,1e-08,3,5,True,True,3,0.45,0.001,0.001,4.0,0.5,20000.0,11000.0
252,1INCH/USD,1INCH,USD,online,8,1e-08,4,5,False,True,4,0.5,0.0001,0.0001,55.0,,,
253,1INCH/EUR,1INCH,EUR,online,8,1e-08,4,5,False,True,4,0.45,0.0001,0.0001,55.0,,,
254,CQT/USD,CQT,USD,online,8,1e-08,5,5,False,True,5,0.5,1e-05,1e-05,10000.0,,,
255,CQT/EUR,CQT,EUR,online,8,1e-08,5,5,False,True,5,0.45,1e-05,1e-05,10000.0,,,
256,PERP/USD,PERP,USD,online,8,1e-08,4,5,False,False,4,0.5,0.0001,0.0001,160.0,,,
257,PERP/EUR,PERP,EUR,online,8,1e-08,4,5,False,False,4,0.45,0.0001,0.0001,160.0,,,
258,CTSI/USD,CTSI,USD,online,8,1e-08,5,6,False,False,5,0.5,1e-05,1e-05,210.0,,,
259,CTSI/EUR,CTSI,EUR,online,8,1e-08,5,6,False,False,5,0.45,1e-05,1e-05,210.0,,,
260,BAND/USD,BAND,USD,online,8,1e-08,4,5,False,False,4,0.5,0.0001,0.0001,25.0,,,
261,BAND/EUR,BAND,EUR,online,8,1e-08,4,5,False,False,4,0.45,0.0001,0.0001,25.0,,,
262,WBTC/USD,WBTC,USD,online,8,1e-08,1,5,False,False,1,0.5,0.1,0.1,8e-05,,,
263,WBTC/EUR,WBTC,EUR,online,8,1e-08,1,5,False,False,1,0.45,0.1,0.1,8e-05,,,
264,WBTC/BTC,WBTC,BTC,online,8,1e-08,5,10,False,False,5,2e-05,1e-05,1e-05,8e-05,,,
265,MIR/USD,MIR,USD,online,8,1e-08,5,5,False,False,5,0.5,1e-05,1e-05,1100.0,,,
266,MIR/EUR,MIR,EUR,online,8,1e-08,5,5,False,False,5,0.45,1e-05,1e-05,1100.0,,,
267,CFG/USD,CFG,USD,online,8,1e-08,4,5,False,False,4,0.5,0.0001,0.0001,30.0,,,
268,CFG/EUR,CFG,EUR,online,8,1e-08,4,5,False,False,4,0.45,0.0001,0.0001,30.0,,,
269,CLV/USD,CLV,USD,online,8,1e-08,5,9,False,False,5,0.5,1e-05,1e-05,1300.0,,,
270,CLV/EUR,CLV,EUR,online,8,1e-08,5,9,False,False,5,0.45,1e-05,1e-05,1300.0,,,
271,INJ/USD,INJ,USD,online,8,1e-08,3,5,True,True,3,0.5,0.001,0.001,1.7,0.33,57000.0,32000.0
272,INJ/EUR,INJ,EUR,online,8,1e-08,3,5,True,True,3,0.45,0.001,0.001,1.7,0.5,24000.0,19000.0
273,LRC/USD,LRC,USD,online,8,1e-08,5,6,True,True,5,0.5,1e-05,1e-05,250.0,0.33,100000.0,68000.0
274,LRC/EUR,LRC,EUR,online,8,1e-08,5,6,True,True,5,0.45,1e-05,1e-05,250.0,0.33,12000.0,7000.0
275,BADGER/USD,BADGER,USD,online,8,1e-08,4,5,False,False,4,0.5,0.0001,0.0001,15.0,,,
276,BADGER/EUR,BADGER,EUR,online,8,1e-08,4,5,False,False,4,0.45,0.0001,0.0001,15.0,,,
277,SDN/USD,SDN,USD,online,8,1e-08,5,5,False,False,5,0.5,1e-05,1e-05,450.0,,,
278,SDN/EUR,SDN,EUR,online,8,1e-08,5,5,False,False,5,0.45,1e-05,1e-05,450.0,,,
279,PHA/USD,PHA,USD,online,8,1e-08,5,5,False,False,5,0.5,1e-05,1e-05,130.0,,,
280,PHA/EUR,PHA,EUR,online,8,1e-08,5,5,False,False,5,0.45,1e-05,1e-05,130.0,,,
281,MOVR/USD,MOVR,USD,online,8,1e-08,4,6,False,False,4,0.5,0.0001,0.0001,4.0,,,
282,MOVR/EUR,MOVR,EUR,online,8,1e-08,4,6,False,False,4,0.45,0.0001,0.0001,4.0,,,
283,BNC/USD,BNC,USD,online,8,1e-08,4,5,False,False,4,0.5,0.0001,0.0001,180.0,,,
284,BNC/EUR,BNC,EUR,online,8,1e-08,4,5,False,False,4,0.45,0.0001,0.0001,180.0,,,
285,DYDX/USD,DYDX,USD,online,8,1e-08,4,5,True,True,4,0.5,0.0001,0.0001,50.0,0.33,880000.0,590000.0
286,DYDX/EUR,DYDX,EUR,online,8,1e-08,4,5,False,True,4,0.45,0.0001,0.0001,50.0,,,
287,RAY/USD,RAY,USD,online,8,1e-08,3,5,True,True,3,0.5,0.001,0.001,8.0,0.33,40000.0,30000.0
288,RAY/EUR,RAY,EUR,online,8,1e-08,3,5,False,True,3,0.45,0.001,0.001,8.0,,,
289,LINK/JPY,LINK,JPY,online,8,1e-08,1,5,False,True,1,50.0,0.1,0.1,0.55,,,
290,SGB/USD,SGB,USD,online,8,1e-08,6,6,False,False,6,0.5,1e-06,1e-06,5100.0,,,
291,SGB/EUR,SGB,EUR,online,8,1e-08,6,6,False,False,6,0.45,1e-06,1e-06,5100.0,,,
292,BSX/USD,BSX,USD,online,8,1e-08,8,11,False,False,8,0.5,1e-08,1e-08,440000.0,,,
293,BSX/EUR,BSX,EUR,online,8,1e-08,8,11,False,False,8,0.45,1e-08,1e-08,440000.0,,,
294,FLR/USD,FLR,USD,online,8,1e-08,5,9,True,True,5,0.5,1e-05,1e-05,630.0,0.33,8500000.0,5500000.0
295,FLR/EUR,FLR,EUR,online,8,1e-08,5,9,True,True,5,0.45,1e-05,1e-05,630.0,0.33,960000.0,790000.0
296,AVAX/USD,AVAX,USD,online,8,1e-08,2,5,True,True,2,0.5,0.01,0.01,0.6,0.1,87000.0,76000.0
297,AVAX/EUR,AVAX,EUR,online,8,1e-08,2,5,True,True,2,0.45,0.01,0.01,0.6,0.1,25000.0,15000.0
298,SHIB/USD,SHIB,USD,online,5,1e-05,8,5,True,True,8,0.5,1e-08,1e-08,910000.0,0.2,49000000000.0,48000000000.0
299,SHIB/EUR,SHIB,EUR,online,5,1e-05,8,5,True,True,8,0.45,1e-08,1e-08,910000.0,0.33,20000000000.0,20000000000.0
300,AIR/USD,AIR,USD,cancel_only,8,1e-08,6,6,False,False,6,0.5,1e-06,1e-06,3000.0,,,
301,AIR/EUR,AIR,EUR,cancel_only,8,1e-08,6,6,False,False,6,0.45,1e-06,1e-06,3000.0,,,
302,ACA/USD,ACA,USD,online,8,1e-08,5,5,False,False,5,0.5,1e-05,1e-05,7000.0,,,
303,ACA/EUR,ACA,EUR,online,8,1e-08,5,5,False,False,5,0.45,1e-05,1e-05,7000.0,,,
304,GLMR/USD,GLMR,USD,online,8,1e-08,5,5,False,True,5,0.5,1e-05,1e-05,470.0,,,
305,GLMR/EUR,GLMR,EUR,online,8,1e-08,5,5,False,True,5,0.45,1e-05,1e-05,470.0,,,
306,ASTR/USD,ASTR,USD,online,8,1e-08,5,5,False,False,5,0.5,1e-05,1e-05,710.0,,,
307,ASTR/EUR,ASTR,EUR,online,8,1e-08,5,5,False,False,5,0.45,1e-05,1e-05,710.0,,,
308,FIDA/USD,FIDA,USD,online,8,1e-08,5,5,False,False,5,0.5,1e-05,1e-05,380.0,,,
309,FIDA/EUR,FIDA,EUR,online,8,1e-08,5,5,False,False,5,0.45,1e-05,1e-05,380.0,,,
310,ATLAS/USD,ATLAS,USD,online,8,1e-08,7,7,False,False,7,0.5,1e-07,1e-07,27000.0,,,
311,ATLAS/EUR,ATLAS,EUR,online,8,1e-08,7,7,False,False,7,0.45,1e-07,1e-07,27000.0,,,
312,AKT/USD,AKT,USD,online,8,1e-08,4,6,False,False,4,0.5,0.0001,0.0001,10.0,,,
313,AKT/EUR,AKT,EUR,online,8,1e-08,4,6,False,False,4,0.45,0.0001,0.0001,10.0,,,
314,SBR/USD,SBR,USD,online,8,1e-08,6,7,False,False,6,0.5,1e-06,1e-06,15000.0,,,
315,SBR/EUR,SBR,EUR,online,8,1e-08,6,7,False,False,6,0.45,1e-06,1e-06,15000.0,,,
316,ORCA/USD,ORCA,USD,online,8,1e-08,3,5,False,False,3,0.5,0.001,0.001,6.0,,,
317,ORCA/EUR,ORCA,EUR,online,8,1e-08,3,5,False,False,3,0.45,0.001,0.001,6.0,,,
318,KIN/USD,KIN,USD,online,5,1e-05,9,5,False,False,9,0.5,1e-09,1e-09,6200000.0,,,
319,KIN/EUR,KIN,EUR,online,5,1e-05,9,5,False,False,9,0.45,1e-09,1e-09,6200000.0,,,
320,STEP/USD,STEP,USD,cancel_only,8,1e-08,5,5,False,False,5,0.5,1e-05,1e-05,25000.0,,,
321,STEP/EUR,STEP,EUR,cancel_only,8,1e-08,5,5,False,False,5,0.45,1e-05,1e-05,25000.0,,,
322,MNGO/USD,MNGO,USD,online,8,1e-08,5,6,False,False,5,0.5,1e-05,1e-05,150.0,,,
323,MNGO/EUR,MNGO,EUR,online,8,1e-08,5,6,False,False,5,0.45,1e-05,1e-05,150.0,,,
324,ENS/USD,ENS,USD,online,8,1e-08,2,5,True,True,2,0.5,0.01,0.01,0.9,0.33,7100.0,6700.0
325,ENS/EUR,ENS,EUR,online,8,1e-08,2,5,False,True,2,0.45,0.01,0.01,0.9,,,
326,POLIS/USD,POLIS,USD,online,8,1e-08,5,5,False,False,5,0.5,1e-05,1e-05,380.0,,,
327,POLIS/EUR,POLIS,EUR,online,8,1e-08,5,5,False,False,5,0.45,1e-05,1e-05,380.0,,,
328,XRT/USD,XRT,USD,online,8,1e-08,3,5,False,False,3,0.5,0.001,0.001,8.0,,,
329,XRT/EUR,XRT,EUR,online,8,1e-08,3,5,False,False,3,0.45,0.001,0.001,8.0,,,
330,WOO/USD,WOO,USD,online,8,1e-08,5,6,False,False,5,0.5,1e-05,1e-05,280.0,,,
331,WOO/EUR,WOO,EUR,online,8,1e-08,5,6,False,False,5,0.45,1e-05,1e-05,280.0,,,
332,MULTI/USD,MULTI,USD,online,8,1e-08,4,5,False,False,4,0.5,0.0001,0.0001,25.0,,,
333,MULTI/EUR,MULTI,EUR,online,8,1e-08,4,5,False,False,4,0.45,0.0001,0.0001,25.0,,,
334,JASMY/USD,JASMY,USD,online,8,1e-08,5,7,True,True,5,0.5,1e-05,1e-05,900.0,0.33,9600000.0,7100000.0
335,JASMY/EUR,JASMY,EUR,online,8,1e-08,5,7,False,True,5,0.45,1e-05,1e-05,900.0,,,
336,AUDIO/USD,AUDIO,USD,online,8,1e-08,5,6,False,False,5,0.5,1e-05,1e-05,290.0,,,
337,AUDIO/EUR,AUDIO,EUR,online,8,1e-08,5,6,False,False,5,0.45,1e-05,1e-05,290.0,,,
338,POWR/USD,POWR,USD,online,8,1e-08,4,6,False,False,4,0.5,0.0001,0.0001,80.0,,,
339,POWR/EUR,POWR,EUR,online,8,1e-08,4,6,False,False,4,0.45,0.0001,0.0001,80.0,,,
340,ICP/USD,ICP,USD,online,8,1e-08,3,5,True,True,3,0.5,0.001,0.001,2.0,0.33,110000.0,98000.0
341,ICP/EUR,ICP,EUR,online,8,1e-08,3,5,True,True,3,0.45,0.001,0.001,2.0,0.33,42000.0,39000.0
342,RBC/USD,RBC,USD,online,8,1e-08,6,7,False,False,6,0.5,1e-06,1e-06,1300.0,,,
343,RBC/EUR,RBC,EUR,online,8,1e-08,6,7,False,False,6,0.45,1e-06,1e-06,1300.0,,,
344,CVX/USD,CVX,USD,online,8,1e-08,3,5,False,False,3,0.5,0.001,0.001,3.0,,,
345,CVX/EUR,CVX,EUR,online,8,1e-08,3,5,False,False,3,0.45,0.001,0.001,3.0,,,
346,YGG/USD,YGG,USD,online,8,1e-08,4,5,False,False,4,0.5,0.0001,0.0001,130.0,,,
347,YGG/EUR,YGG,EUR,online,8,1e-08,4,5,False,False,4,0.45,0.0001,0.0001,130.0,,,
348,IMX/USD,IMX,USD,online,8,1e-08,4,5,True,True,4,0.5,0.0001,0.0001,35.0,0.33,230000.0,150000.0
349,IMX/EUR,IMX,EUR,online,8,1e-08,4,5,False,True,4,0.45,0.0001,0.0001,35.0,,,
350,MASK/USD,MASK,USD,online,8,1e-08,3,5,False,False,3,0.5,0.001,0.001,12.0,,,
351,MASK/EUR,MASK,EUR,online,8,1e-08,3,5,False,False,3,0.45,0.001,0.001,12.0,,,
352,NEAR/USD,NEAR,USD,online,8,1e-08,3,5,True,True,3,0.5,0.001,0.001,4.0,0.33,330000.0,230000.0
353,NEAR/EUR,NEAR,EUR,online,8,1e-08,3,5,True,True,3,0.45,0.001,0.001,4.0,0.33,110000.0,71000.0
354,RARE/USD,RARE,USD,online,8,1e-08,5,6,False,False,5,0.5,1e-05,1e-05,320.0,,,
355,RARE/EUR,RARE,EUR,online,8,1e-08,5,6,False,False,5,0.45,1e-05,1e-05,320.0,,,
356,BTT/USD,BTT,USD,online,5,1e-05,10,5,False,False,10,0.5,1e-10,1e-10,15000000.0,,,
357,BTT/EUR,BTT,EUR,online,5,1e-05,10,5,False,False,10,0.45,1e-10,1e-10,15000000.0,,,
358,BOND/USD,BOND,USD,online,8,1e-08,4,5,False,False,4,0.5,0.0001,0.0001,120.0,,,
359,BOND/EUR,BOND,EUR,online,8,1e-08,4,5,False,False,4,0.45,0.0001,0.0001,120.0,,,
360,QNT/USD,QNT,USD,online,8,1e-08,2,5,True,True,2,0.5,0.01,0.01,0.07,0.33,1900.0,1700.0
361,QNT/EUR,QNT,EUR,online,8,1e-08,2,5,False,True,2,0.45,0.01,0.01,0.07,,,
362,ALCX/USD,ALCX,USD,online,8,1e-08,2,5,False,False,2,0.5,0.01,0.01,1.0,,,
363,ALCX/EUR,ALCX,EUR,online,8,1e-08,2,5,False,False,2,0.45,0.01,0.01,1.0,,,
364,GALA/USD,GALA,USD,online,8,1e-08,5,6,True,True,5,0.5,1e-05,1e-05,1700.0,0.33,31000000.0,5000000.0
365,GALA/EUR,GALA,EUR,online,8,1e-08,5,6,False,True,5,0.45,1e-05,1e-05,1700.0,,,
366,SPELL/USD,SPELL,USD,online,8,1e-08,7,8,False,False,7,0.5,1e-07,1e-07,29000.0,,,
367,SPELL/EUR,SPELL,EUR,online,8,1e-08,7,8,False,False,7,0.45,1e-07,1e-07,29000.0,,,
368,UMA/USD,UMA,USD,online,8,1e-08,3,5,False,False,3,0.5,0.001,0.001,12.0,,,
369,UMA/EUR,UMA,EUR,online,8,1e-08,3,5,False,False,3,0.45,0.001,0.001,12.0,,,
370,BICO/USD,BICO,USD,online,8,1e-08,5,5,False,False,5,0.5,1e-05,1e-05,250.0,,,
371,BICO/EUR,BICO,EUR,online,8,1e-08,5,5,False,False,5,0.45,1e-05,1e-05,250.0,,,
372,ALICE/USD,ALICE,USD,online,8,1e-08,4,5,False,False,4,0.5,0.0001,0.0001,50.0,,,
373,ALICE/EUR,ALICE,EUR,online,8,1e-08,4,5,False,False,4,0.45,0.0001,0.0001,50.0,,,
374,FXS/USD,FXS,USD,online,8,1e-08,3,5,False,False,3,0.5,0.001,0.001,12.0,,,
375,FXS/EUR,FXS,EUR,online,8,1e-08,3,5,False,False,3,0.45,0.001,0.001,12.0,,,
376,TOKE/USD,TOKE,USD,online,8,1e-08,4,5,False,False,4,0.5,0.0001,0.0001,110.0,,,
377,TOKE/EUR,TOKE,EUR,online,8,1e-08,4,5,False,False,4,0.45,0.0001,0.0001,110.0,,,
378,SCRT/USD,SCRT,USD,online,8,1e-08,4,5,False,False,4,0.5,0.0001,0.0001,70.0,,,
379,SCRT/EUR,SCRT,EUR,online,8,1e-08,4,5,False,False,4,0.45,0.0001,0.0001,70.0,,,
380,KP3R/USD,KP3R,USD,online,8,1e-08,3,5,False,False,3,0.5,0.001,0.001,4.7,,,
381,KP3R/EUR,KP3R,EUR,online,8,1e-08,3,5,False,False,3,0.45,0.001,0.001,4.7,,,
382,HFT/USD,HFT,USD,online,8,1e-08,5,8,False,False,5,0.5,1e-05,1e-05,350.0,,,
383,HFT/EUR,HFT,EUR,online,8,1e-08,5,8,False,False,5,0.45,1e-05,1e-05,350.0,,,
384,APE/USD,APE,USD,online,8,1e-08,4,6,True,True,4,0.5,0.0001,0.0001,55.0,0.33,630000.0,400000.0
385,APE/EUR,APE,EUR,online,8,1e-08,4,6,True,True,4,0.45,0.0001,0.0001,55.0,0.33,560000.0,260000.0
386,T/USD,T,USD,online,8,1e-08,5,7,False,False,5,0.5,1e-05,1e-05,760.0,,,
387,T/EUR,T,EUR,online,8,1e-08,5,7,False,False,5,0.45,1e-05,1e-05,760.0,,,
388,SAMO/USD,SAMO,USD,online,8,1e-08,6,8,False,False,6,0.5,1e-06,1e-06,12000.0,,,
389,SAMO/EUR,SAMO,EUR,online,8,1e-08,6,8,False,False,6,0.45,1e-06,1e-06,12000.0,,,
390,DOT/JPY,DOT,JPY,online,8,1e-08,1,5,False,True,1,50.0,0.1,0.1,3.9,,,
391,RAD/USD,RAD,USD,online,8,1e-08,4,5,False,False,4,0.5,0.0001,0.0001,25.0,,,
392,SUPER/USD,SUPER,USD,online,8,1e-08,4,6,False,False,4,0.5,0.0001,0.0001,45.0,,,
393,SUPER/EUR,SUPER,EUR,online,8,1e-08,4,6,False,False,4,0.45,0.0001,0.0001,45.0,,,
394,CVC/USD,CVC,USD,online,8,1e-08,5,6,False,False,5,0.5,1e-05,1e-05,170.0,,,
395,CVC/EUR,CVC,EUR,online,8,1e-08,5,6,False,False,5,0.45,1e-05,1e-05,170.0,,,
396,REQ/USD,REQ,USD,online,8,1e-08,5,7,False,False,5,0.5,1e-05,1e-05,80.0,,,
397,REQ/EUR,REQ,EUR,online,8,1e-08,5,7,False,False,5,0.45,1e-05,1e-05,80.0,,,
398,IDEX/USD,IDEX,USD,online,8,1e-08,5,7,False,False,5,0.5,1e-05,1e-05,2100.0,,,
399,IDEX/EUR,IDEX,EUR,online,8,1e-08,5,7,False,False,5,0.45,1e-05,1e-05,2100.0,,,
400,ACH/USD,ACH,USD,online,8,1e-08,5,7,False,False,5,0.5,1e-05,1e-05,740.0,,,
401,ACH/EUR,ACH,EUR,online,8,1e-08,5,7,False,False,5,0.45,1e-05,1e-05,740.0,,,
402,GST/USD,GST,USD,online,8,1e-08,5,5,False,False,5,0.5,1e-05,1e-05,3000.0,,,
403,GST/EUR,GST,EUR,online,8,1e-08,5,5,False,False,5,0.45,1e-05,1e-05,3000.0,,,
404,GMT/USD,GMT,USD,online,8,1e-08,5,5,False,True,5,0.5,1e-05,1e-05,500.0,,,
405,GMT/EUR,GMT,EUR,online,8,1e-08,5,5,False,True,5,0.45,1e-05,1e-05,500.0,,,
406,RAD/EUR,RAD,EUR,online,8,1e-08,4,5,False,False,4,0.45,0.0001,0.0001,25.0,,,
407,GARI/USD,GARI,USD,online,8,1e-08,6,6,False,False,6,0.5,1e-06,1e-06,6100.0,,,
408,GARI/EUR,GARI,EUR,online,8,1e-08,6,6,False,False,6,0.45,1e-06,1e-06,6100.0,,,
409,MSOL/USD,MSOL,USD,online,8,1e-08,2,5,False,False,2,0.5,0.01,0.01,0.045,,,
410,MSOL/EUR,MSOL,EUR,online,8,1e-08,2,5,False,False,2,0.45,0.01,0.01,0.045,,,
411,NYM/USD,NYM,USD,online,8,1e-08,5,6,False,False,5,0.5,1e-05,1e-05,150.0,,,
412,NYM/EUR,NYM,EUR,online,8,1e-08,5,6,False,False,5,0.45,1e-05,1e-05,150.0,,,
413,RUNE/USD,RUNE,USD,online,8,1e-08,3,5,True,True,3,0.5,0.001,0.001,12.0,0.33,240000.0,120000.0
414,RUNE/EUR,RUNE,EUR,online,8,1e-08,3,5,False,True,3,0.45,0.001,0.001,12.0,,,
415,NMR/USD,NMR,USD,online,8,1e-08,2,5,False,False,2,0.5,0.01,0.01,0.7,,,
416,NMR/EUR,NMR,EUR,online,8,1e-08,2,5,False,False,2,0.45,0.01,0.01,0.7,,,
417,LDO/USD,LDO,USD,online,8,1e-08,3,5,True,True,3,0.5,0.001,0.001,15.0,0.25,390000.0,240000.0
418,LDO/EUR,LDO,EUR,online,8,1e-08,3,5,True,True,3,0.45,0.001,0.001,15.0,0.33,150000.0,63000.0
419,RLC/USD,RLC,USD,online,8,1e-08,4,6,False,False,4,0.5,0.0001,0.0001,12.0,,,
420,RLC/EUR,RLC,EUR,online,8,1e-08,4,6,False,False,4,0.45,0.0001,0.0001,12.0,,,
421,FET/USD,FET,USD,online,8,1e-08,4,6,True,True,4,0.5,0.0001,0.0001,20.0,0.33,1200000.0,880000.0
422,FET/EUR,FET,EUR,online,8,1e-08,4,6,False,True,4,0.45,0.0001,0.0001,20.0,,,
423,API3/USD,API3,USD,online,8,1e-08,4,5,False,False,4,0.5,0.0001,0.0001,20.0,,,
424,API3/EUR,API3,EUR,online,8,1e-08,4,5,False,False,4,0.45,0.0001,0.0001,20.0,,,
425,CHR/USD,CHR,USD,online,8,1e-08,5,6,False,False,5,0.5,1e-05,1e-05,290.0,,,
426,CHR/EUR,CHR,EUR,online,8,1e-08,5,6,False,False,5,0.45,1e-05,1e-05,290.0,,,
427,BIT/USD,BIT,USD,online,8,1e-08,4,6,False,False,4,0.5,0.0001,0.0001,8.0,,,
428,BIT/EUR,BIT,EUR,online,8,1e-08,4,6,False,False,4,0.45,0.0001,0.0001,8.0,,,
429,TLM/USD,TLM,USD,online,8,1e-08,6,7,False,False,6,0.5,1e-06,1e-06,3000.0,,,
430,TLM/EUR,TLM,EUR,online,8,1e-08,6,7,False,False,6,0.45,1e-06,1e-06,3000.0,,,
431,MV/USD,MV,USD,online,8,1e-08,6,6,False,False,6,0.5,1e-06,1e-06,3900.0,,,
432,MV/EUR,MV,EUR,online,8,1e-08,6,6,False,False,6,0.45,1e-06,1e-06,3900.0,,,
433,LUNA/USD,LUNA,USD,online,8,1e-08,8,5,False,False,8,0.5,1e-08,1e-08,140000.0,,,
434,LUNA/EUR,LUNA,EUR,online,8,1e-08,8,5,False,False,8,0.45,1e-08,1e-08,140000.0,,,
435,ARPA/USD,ARPA,USD,online,8,1e-08,5,9,False,False,5,0.5,1e-05,1e-05,520.0,,,
436,ARPA/EUR,ARPA,EUR,online,8,1e-08,5,9,False,False,5,0.45,1e-05,1e-05,520.0,,,
437,EGLD/USD,EGLD,USD,online,8,1e-08,2,6,False,False,2,0.5,0.01,0.01,1.2,,,
438,EGLD/EUR,EGLD,EUR,online,8,1e-08,2,6,False,False,2,0.45,0.01,0.01,1.2,,,
439,ADX/USD,ADX,USD,online,8,1e-08,5,7,False,False,5,0.5,1e-05,1e-05,70.0,,,
440,ADX/EUR,ADX,EUR,online,8,1e-08,5,7,False,False,5,0.45,1e-05,1e-05,70.0,,,
441,COTI/USD,COTI,USD,online,8,1e-08,5,6,False,False,5,0.5,1e-05,1e-05,410.0,,,
442,COTI/EUR,COTI,EUR,online,8,1e-08,5,6,False,False,5,0.45,1e-05,1e-05,410.0,,,
443,STG/USD,STG,USD,online,8,1e-08,4,8,False,False,4,0.5,0.0001,0.0001,20.0,,,
444,STG/EUR,STG,EUR,online,8,1e-08,4,8,False,False,4,0.45,0.0001,0.0001,20.0,,,
445,LCX/USD,LCX,USD,online,8,1e-08,5,9,False,False,5,0.5,1e-05,1e-05,120.0,,,
446,LCX/EUR,LCX,EUR,online,8,1e-08,5,9,False,False,5,0.45,1e-05,1e-05,120.0,,,
447,FORTH/USD,FORTH,USD,online,8,1e-08,3,7,False,False,3,0.5,0.001,0.001,20.0,,,
448,FORTH/EUR,FORTH,EUR,online,8,1e-08,3,7,False,False,3,0.45,0.001,0.001,20.0,,,
449,GTC/USD,GTC,USD,online,8,1e-08,4,7,False,False,4,0.5,0.0001,0.0001,60.0,,,
