,product_id,price,price_percentage_change_24h,volume_24h,volume_percentage_change_24h,base_increment,quote_increment,quote_min_size,quote_max_size,base_min_size,base_max_size,base_name,quote_name,watched,is_disabled,new,status,cancel_only,limit_only,post_only,trading_disabled,auction_mode,product_type,quote_currency_id,base_currency_id,fcm_trading_session_details,mid_market_price,alias,alias_to,base_display_symbol,quote_display_symbol,view_only,price_increment,display_name,product_venue,approximate_quote_24h_volume,new_at,market_cap,base_cbrn,quote_cbrn,product_cbrn,icon_color,icon_url,display_name_overwrite,is_alpha_testing,about_description,best_bid_price,best_ask_price
419,PYR-USDC,0.285,3.63636363636364,538511.88,-59.19713121472136,0.01,0.001,1,10000000,0.01,3353345.0458521982186132,Vulcan Forged PYR,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,PYR,,,PYR-USD,[],PYR,USD,False,0.001,PYR-USDC,CBE,153475.89,2023-01-01T00:00:00Z,,,,,,,,False,,,
420,DRIFT-USD,0.037,2.77777777777778,4103131.39,-73.77103853485098,0.01,0.001,1,10000000,0.01,6666666.6666666666666667,Drift Protocol,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,DRIFT,,,,['DRIFT-USDC'],DRIFT,USD,False,0.001,DRIFT-USD,CBE,151815.86,2024-05-17T15:54:03.424Z,,,,,,,,False,,,
421,A8-USDC,0.0105,-1.86915887850467,14433952.8,85.8505000375301,0.01,0.0001,1,10000000,0.01,10000000,Ancient8,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,A8,,,A8-USD,[],A8,USD,False,0.0001,A8-USDC,CBE,151556.5,2024-07-17T15:54:00.007Z,,,,,,,,False,,,
422,FLOCK-USD,0.0589,-1.83333333333333,2567549.3,-51.16281807897027,0.1,0.0001,1,10000000,0.1,34992866.8785010973197104,Flock,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,FLOCK,,,,['FLOCK-USDC'],FLOCK,USD,False,0.0001,FLOCK-USD,CBE,151228.65,2025-09-08T17:21:00.028Z,,,,,,,,False,,,
423,L3-USDC,0.01059,-2.03515263644773,14234249.8,106.4472396600088,0.1,0.00001,1,10000000,0.1,101438624.0191962740017317,Layer3,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,L3,,,L3-USD,[],L3,USD,False,0.00001,L3-USDC,CBE,150740.71,2025-03-26T18:17:01.157Z,,,,,,,,False,,,
424,PYR-USD,0.285,3.63636363636364,527990.59,-59.67966773132569,0.01,0.001,1,10000000,0.01,3353345.0458521982186132,Vulcan Forged PYR,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,PYR,,,,['PYR-USDC'],PYR,USD,False,0.001,PYR-USD,CBE,150477.32,2023-01-01T00:00:00Z,,,,,,,,False,,,
425,FLOCK-USDC,0.0589,-1.83333333333333,2550799.8,-51.60984908486493,0.1,0.0001,1,10000000,0.1,34992866.8785010973197104,Flock,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,FLOCK,,,FLOCK-USD,[],FLOCK,USD,False,0.0001,FLOCK-USDC,CBE,150242.11,2025-09-08T17:21:00.028Z,,,,,,,,False,,,
426,ZETACHAIN-USDC,0.0555,0.54347826086957,2660892.86,-59.70464175787272,0.01,0.0001,1,10000000,0.01,17034339.736701102245802,Zetachain,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ZETACHAIN,,,ZETACHAIN-USD,[],ZETACHAIN,USD,False,0.0001,ZETACHAIN-USDC,CBE,147679.55,2024-09-18T16:20:00.046Z,,,,,,,,False,,,
427,JITOSOL-USD,110.43,0.84931506849315,1332.4277,-69.12808176096767,0.0001,0.01,1,10000000,0.0001,42681.384593556121969,Jito Staked SOL,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,JITOSOL,,,,['JITOSOL-USDC'],JITOSOL,USD,False,0.01,JITOSOL-USD,CBE,147139.99,2025-07-23T16:02:00.009Z,,,,,,,,False,,,
428,XRP-USDT,1.4278,-0.15384615384615,102959.792284,124.99098254765528,0.000001,0.0001,1,10000000,0.000001,11988060.178198761161369,XRP,Tether,False,False,False,online,False,False,False,False,False,SPOT,USDT,XRP,,,,[],XRP,USDT,False,0.0001,XRP-USDT,CBE,147005.9914,2023-07-13T19:48:00.692Z,,,,,,,,False,,,
429,A8-USD,0.0105,-1.86915887850467,13898549.94,96.56014046210566,0.01,0.0001,1,10000000,0.01,10000000,Ancient8,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,A8,,,,['A8-USDC'],A8,USD,False,0.0001,A8-USD,CBE,145934.77,2024-07-17T15:54:00.007Z,,,,,,,,False,,,
430,ZETACHAIN-USD,0.0555,0.54347826086957,2616572.03,-58.87839269832623,0.01,0.0001,1,10000000,0.01,17034339.736701102245802,Zetachain,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ZETACHAIN,,,,['ZETACHAIN-USDC'],ZETACHAIN,USD,False,0.0001,ZETACHAIN-USD,CBE,145219.75,2024-09-18T16:20:00.046Z,,,,,,,,False,,,
431,HOME-USDC,0.01555,-15.12008733624454,9251784,1076.0513142540442,1,0.00001,1,10000000,1,513045439.0823894664423994,Defi App,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,HOME,,,HOME-USD,[],HOME,USD,False,0.00001,HOME-USDC,CBE,143865.24,2025-06-10T16:53:01.134Z,,,,,,,,False,,,
432,ACH-USDC,0.00613,-2.21725953102568,23320813.7,-31.46635900719954,0.1,0.000001,1,10000000,0.1,314256700,Alchemy Pay,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ACH,,,ACH-USD,[],ACH,USD,False,0.000001,ACH-USDC,CBE,142956.59,2023-01-01T00:00:00Z,,,,,,,,False,,,
433,TOWNS-USD,0.00322,-5.57184750733138,43826925.6,-64.18486738363306,0.1,0.00001,1,10000000,0.1,245967644.3180668372523775,Towns Protocol,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,TOWNS,,,,['TOWNS-USDC'],TOWNS,USD,False,0.00001,TOWNS-USD,CBE,141122.7,2025-08-05T16:50:00.019Z,,,,,,,,False,,,
434,LTC-GBP,40.95,-1.01522842639594,3442.7453617,34.33187937244877,0.00000001,0.01,1,10000000,0.00000001,5800,Litecoin,British Pound,False,False,False,online,False,False,False,False,False,SPOT,GBP,LTC,,,,[],LTC,GBP,False,0.01,LTC-GBP,CBE,140980.42,2023-01-01T00:00:00Z,,,,,,,,False,,,
435,AIOZ-USDC,0.0617,-0.48387096774194,2281229.9,-81.32850206335273,0.1,0.0001,1,10000000,0.1,341047500,AIOZ Network,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,AIOZ,,,AIOZ-USD,[],AIOZ,USD,False,0.0001,AIOZ-USDC,CBE,140751.88,2023-01-01T00:00:00Z,,,,,,,,False,,,
436,PYTH-USDC,0.0448,-3.23974082073434,3136427.6,6.54431955350972,0.1,0.0001,1,10000000,0.1,48648916.7270205782332043,Pyth Network,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,PYTH,,,PYTH-USD,[],PYTH,USD,False,0.0001,PYTH-USDC,CBE,140511.96,2025-02-19T21:33:00.028Z,,,,,,,,False,,,
437,AIOZ-USD,0.0617,-0.48387096774194,2256535.3,-81.53059706868273,0.1,0.0001,1,10000000,0.1,341047500,AIOZ Network,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,AIOZ,,,,['AIOZ-USDC'],AIOZ,USD,False,0.0001,AIOZ-USD,CBE,139228.23,2023-01-01T00:00:00Z,,,,,,,,False,,,
438,PYTH-USD,0.0448,-3.23974082073434,3092659.5,8.83450990538273,0.1,0.0001,1,10000000,0.1,48648916.7270205782332043,Pyth Network,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,PYTH,,,,['PYTH-USDC'],PYTH,USD,False,0.0001,PYTH-USD,CBE,138551.15,2025-02-19T21:33:00.028Z,,,,,,,,False,,,
439,SD-USDC,0.1394,-0.71225071225071,990585.13,-85.64366476415751,0.01,0.0001,1,10000000,0.01,15002618.9033921928125671,Stader,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,SD,,,SD-USD,[],SD,USD,False,0.0001,SD-USDC,CBE,138087.57,2024-07-29T19:11:04.600Z,,,,,,,,False,,,
440,L3-USD,0.01059,-2.03515263644773,13003427.2,118.65260878984541,0.1,0.00001,1,10000000,0.1,101438624.0191962740017317,Layer3,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,L3,,,,['L3-USDC'],L3,USD,False,0.00001,L3-USD,CBE,137706.29,2025-03-26T18:17:01.157Z,,,,,,,,False,,,
441,CHECK-USDC,0.03516,-1.76026823134954,3860211,-50.55144930135323,1,0.00001,1,10000000,1,300527672.3622910266563856,Checkmate,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,CHECK,,,CHECK-USD,[],CHECK,USD,False,0.00001,CHECK-USDC,CBE,135725.02,2026-04-01T12:46:04.525Z,,,,,,,,False,,,
442,IDEX-USDC,0.0023,-8,58992751.2,-3.00877939400406,0.1,0.0001,1,10000000,0.1,193442500,IDEX,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,IDEX,,,IDEX-USD,[],IDEX,USD,False,0.0001,IDEX-USDC,CBE,135683.33,2023-01-01T00:00:00Z,,,,,,,,False,,,
443,WET-USDC,0.1043,-6.54121863799283,1294739.1,24.03483370043546,0.1,0.0001,1,10000000,0.1,63623051.855392899891865,Humidifi,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,WET,,,WET-USD,[],WET,USD,False,0.0001,WET-USDC,CBE,135041.29,2025-12-09T18:19:00.024Z,,,,,,,,False,,,
444,SD-USD,0.1394,-0.71225071225071,963823.97,-86.01144821427878,0.01,0.0001,1,10000000,0.01,15002618.9033921928125671,Stader,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,SD,,,,['SD-USDC'],SD,USD,False,0.0001,SD-USD,CBE,134357.06,2024-07-29T19:11:04.600Z,,,,,,,,False,,,
445,WET-USD,0.1043,-6.54121863799283,1265545.1,29.92004991708717,0.1,0.0001,1,10000000,0.1,63623051.855392899891865,Humidifi,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,WET,,,,['WET-USDC'],WET,USD,False,0.0001,WET-USD,CBE,131996.35,2025-12-09T18:19:00.024Z,,,,,,,,False,,,
446,TIME-USDC,2.63,-2.23048327137546,49968.172,-40.29347886182183,0.001,0.01,1,10000000,0.001,234900,Chrono.tech,USDC,False,False,False,online,False,True,False,False,False,SPOT,USDC,TIME,,,TIME-USD,[],TIME,USD,False,0.01,TIME-USDC,CBE,131416.29,2023-01-01T00:00:00Z,,,,,,,,False,,,
447,TIME-USD,2.63,-2.23048327137546,49823.091,-38.83199613459878,0.001,0.01,1,10000000,0.001,234900,Chrono.tech,US Dollar,False,False,False,online,False,True,False,False,False,SPOT,USD,TIME,,,,['TIME-USDC'],TIME,USD,False,0.01,TIME-USD,CBE,131034.73,2023-01-01T00:00:00Z,,,,,,,,False,,,
448,GODS-USDC,0.03813,4.43714050944947,3375265.2,-10.16044451216765,0.01,0.00001,1,10000000,0.01,43837900,Gods Unchained,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,GODS,,,GODS-USD,[],GODS,USD,False,0.00001,GODS-USDC,CBE,128698.86,2023-01-01T00:00:00Z,,,,,,,,False,,,
449,SAND-USDC,0.0798,-3.15533980582524,1597180.75,-45.52325711025821,0.01,0.0001,1,10000000,0.01,16861000,The Sandbox,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,SAND,,,SAND-USD,[],SAND,USD,False,0.0001,SAND-USDC,CBE,127455.02,2023-01-01T00:00:00Z,,,,,,,,False,,,
450,GODS-USD,0.03813,4.43714050944947,3341024.73,-10.67266586135057,0.01,0.00001,1,10000000,0.01,43837900,Gods Unchained,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,GODS,,,,['GODS-USDC'],GODS,USD,False,0.00001,GODS-USD,CBE,127393.27,2023-01-01T00:00:00Z,,,,,,,,False,,,
451,ACH-USD,0.00613,-2.21725953102568,20720516.8,-37.04123556750762,0.1,0.000001,1,10000000,0.1,314256700,Alchemy Pay,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ACH,,,,['ACH-USDC'],ACH,USD,False,0.000001,ACH-USD,CBE,127016.77,2023-01-01T00:00:00Z,,,,,,,,False,,,
452,SAND-USD,0.0798,-3.15533980582524,1590396.93,-45.75464007549261,0.01,0.0001,1,10000000,0.01,16861000,The Sandbox,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,SAND,,,,['SAND-USDC'],SAND,USD,False,0.0001,SAND-USD,CBE,126913.68,2023-01-01T00:00:00Z,,,,,,,,False,,,
453,NMR-USDC,8.42,-3.66132723112128,15067.536,-55.85684967927262,0.001,0.01,1,10000000,0.001,572700,Numeraire,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,NMR,,,NMR-USD,[],NMR,USD,False,0.01,NMR-USDC,CBE,126868.65,2023-01-01T00:00:00Z,,,,,,,,False,,,
454,XTZ-USD,0.3606,-2.03748981255094,347643.7,-19.59755633199278,0.01,0.0001,1,10000000,0.01,9339300,Tezos,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,XTZ,,,,['XTZ-USDC'],XTZ,USD,False,0.0001,XTZ-USD,CBE,125360.32,2023-01-01T00:00:00Z,,,,,,,,False,,,
455,LINEA-USDC,0.00332,-4.04624277456647,37703888,-46.57688200934318,1,0.00001,1,10000000,1,376946846.6817928332599003,Linea,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,LINEA,,,LINEA-USD,[],LINEA,USD,False,0.00001,LINEA-USDC,CBE,125176.91,2025-10-08T17:09:00.020Z,,,,,,,,False,,,
456,CVX-USDC,1.79,-3.03358613217768,69663.738,-41.2509818280214,0.001,0.001,1,10000000,0.001,1934876.6979217812512031,Convex Finance,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,CVX,,,CVX-USD,[],CVX,USD,False,0.001,CVX-USDC,CBE,124698.09,2023-01-01T00:00:00Z,,,,,,,,False,,,
457,SKY-USDC,0.07688,0.31315240083507,1583753,-58.40340502318348,0.1,0.00001,1,10000000,0.1,121960889.4266006045965581,Sky,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,SKY,,,SKY-USD,[],SKY,USD,False,0.00001,SKY-USDC,CBE,121758.93,2025-07-09T19:48:00.023Z,,,,,,,,False,,,
458,SKY-USD,0.07688,0.31315240083507,1582946.3,-58.42459265355753,0.1,0.00001,1,10000000,0.1,121960889.4266006045965581,Sky,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,SKY,,,,['SKY-USDC'],SKY,USD,False,0.00001,SKY-USD,CBE,121696.91,2025-07-09T19:48:00.023Z,,,,,,,,False,,,
459,ENS-USDC,5.93,-2.46710526315789,20485.698,-23.83056762382558,0.001,0.01,1,10000000,0.001,775300,Ethereum Name Service,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ENS,,,ENS-USD,[],ENS,USD,False,0.01,ENS-USDC,CBE,121480.19,2023-01-01T00:00:00Z,,,,,,,,False,,,
460,HOME-USD,0.01555,-15.12008733624454,7772252,1096.15064976637959,1,0.00001,1,10000000,1,513045439.0823894664423994,Defi App,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,HOME,,,,['HOME-USDC'],HOME,USD,False,0.00001,HOME-USD,CBE,120858.52,2025-06-10T16:53:01.134Z,,,,,,,,False,,,
461,LINEA-USD,0.00332,-4.04624277456647,36373340,-45.07774891994522,1,0.00001,1,10000000,1,376946846.6817928332599003,Linea,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,LINEA,,,,['LINEA-USDC'],LINEA,USD,False,0.00001,LINEA-USD,CBE,120759.49,2025-10-08T17:09:00.020Z,,,,,,,,False,,,
462,ETHFI-USDC,0.469,-3.89344262295082,256405.8,-40.67461707534699,0.01,0.001,1,10000000,0.01,8523521.8616663533725572,ether.fi,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ETHFI,,,ETHFI-USD,[],ETHFI,USD,False,0.001,ETHFI-USDC,CBE,120254.32,2025-02-05T17:01:00.023Z,,,,,,,,False,,,
463,WCT-USDC,0.0601,-0.16611295681063,2000866.8,157.09569684896106,0.1,0.0001,1,10000000,0.1,28625483.5421194022206771,WalletConnect Token,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,WCT,,,WCT-USD,[],WCT,USD,False,0.0001,WCT-USDC,CBE,120252.09,2025-08-13T20:04:04.513Z,,,,,,,,False,,,
464,XTZ-USDC,0.3606,-2.03748981255094,333059.01,-23.70170176911965,0.01,0.0001,1,10000000,0.01,9339300,Tezos,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,XTZ,,,XTZ-USD,[],XTZ,USD,False,0.0001,XTZ-USDC,CBE,120101.08,2023-01-01T00:00:00Z,,,,,,,,False,,,
465,ATH-USDC,0.00595,-2.77777777777778,20163128,-43.3912123606102,1,0.00001,1,10000000,1,280790515.5020622421679619,Aethir,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ATH,,,ATH-USD,[],ATH,USD,False,0.00001,ATH-USDC,CBE,119970.61,2025-03-12T17:57:03.380Z,,,,,,,,False,,,
466,ZAMA-USDC,0.02729,0.25716385011021,4392819,-51.07841841246769,1,0.00001,1,10000000,1,304753083.4302657892590393,Zama,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ZAMA,,,ZAMA-USD,[],ZAMA,USD,False,0.00001,ZAMA-USDC,CBE,119880.03,2026-02-02T15:07:02.260Z,,,,,,,,False,,,
467,ZAMA-USD,0.02729,0.25716385011021,4392614,-51.06939421861883,1,0.00001,1,10000000,1,304753083.4302657892590393,Zama,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ZAMA,,,,['ZAMA-USDC'],ZAMA,USD,False,0.00001,ZAMA-USD,CBE,119874.44,2026-02-02T15:07:02.260Z,,,,,,,,False,,,
468,WCT-USD,0.0601,-0.16611295681063,1985347,487.5123511389977,0.1,0.0001,1,10000000,0.1,28625483.5421194022206771,WalletConnect Token,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,WCT,,,,['WCT-USDC'],WCT,USD,False,0.0001,WCT-USD,CBE,119319.35,2025-08-13T20:04:04.513Z,,,,,,,,False,,,
469,AMP-USDC,0.00088,-2.22222222222222,135317870,-60.62448249165167,1,0.00001,1,10000000,1,2506153200,Amp,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,AMP,,,AMP-USD,[],AMP,USD,False,0.00001,AMP-USDC,CBE,119079.73,2023-01-01T00:00:00Z,,,,,,,,False,,,
470,NMR-USD,8.42,-3.66132723112128,14134.237,-55.01974019196008,0.001,0.01,1,10000000,0.001,572700,Numeraire,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,NMR,,,,['NMR-USDC'],NMR,USD,False,0.01,NMR-USD,CBE,119010.28,2023-01-01T00:00:00Z,,,,,,,,False,,,
471,ATH-USD,0.00595,-2.77777777777778,19924567,-43.35776228022583,1,0.00001,1,10000000,1,280790515.5020622421679619,Aethir,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ATH,,,,['ATH-USDC'],ATH,USD,False,0.00001,ATH-USD,CBE,118551.17,2025-03-12T17:57:03.380Z,,,,,,,,False,,,
472,LCX-USD,0.0326,-1.80722891566265,3626245,-3.90416357300143,0.1,0.0001,1,10000000,0.1,117651200,LCX,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,LCX,,,,['LCX-USDC'],LCX,USD,False,0.0001,LCX-USD,CBE,118215.59,2023-01-01T00:00:00Z,,,,,,,,False,,,
473,LCX-USDC,0.0326,-1.80722891566265,3626245,-3.90416357300143,0.1,0.0001,1,10000000,0.1,117651200,LCX,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,LCX,,,LCX-USD,[],LCX,USD,False,0.0001,LCX-USDC,CBE,118215.59,2023-01-01T00:00:00Z,,,,,,,,False,,,
474,CVX-USD,1.79,-3.03358613217768,65842.854,-40.42817815759019,0.001,0.001,1,10000000,0.001,1934876.6979217812512031,Convex Finance,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,CVX,,,,['CVX-USDC'],CVX,USD,False,0.001,CVX-USD,CBE,117858.71,2023-01-01T00:00:00Z,,,,,,,,False,,,
475,ENS-USD,5.93,-2.46710526315789,19817.51,-25.76181525353334,0.001,0.01,1,10000000,0.001,775300,Ethereum Name Service,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ENS,,,,['ENS-USDC'],ENS,USD,False,0.01,ENS-USD,CBE,117517.83,2023-01-01T00:00:00Z,,,,,,,,False,,,
476,MAGIC-USDC,0.064,-3.9039039039039,1819998.09,-72.0417867396378,0.01,0.0001,1,10000000,0.01,15424568.8146622989634967,MAGIC,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,MAGIC,,,MAGIC-USD,[],MAGIC,USD,False,0.0001,MAGIC-USDC,CBE,116479.88,2023-01-01T00:00:00Z,,,,,,,,False,,,
477,YFI-USDC,2682.3,-1.24734001428477,43.329135,-23.72290126273774,0.000001,0.01,1,10000000,0.000001,1200,yearn.finance,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,YFI,,,YFI-USD,[],YFI,USD,False,0.01,YFI-USDC,CBE,116221.74,2023-01-01T00:00:00Z,,,,,,,,False,,,
478,CHECK-USD,0.03516,-1.76026823134954,3279346,-57.92233454437673,1,0.00001,1,10000000,1,300527672.3622910266563856,Checkmate,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,CHECK,,,,['CHECK-USDC'],CHECK,USD,False,0.00001,CHECK-USD,CBE,115301.81,2026-04-01T12:46:04.525Z,,,,,,,,False,,,
479,PROVE-USDC,0.2311,-3.62802335279399,497818.17,-42.33506321829494,0.01,0.0001,1,10000000,0.01,10031029.5322660750823724,Succinct,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,PROVE,,,PROVE-USD,[],PROVE,USD,False,0.0001,PROVE-USDC,CBE,115045.78,2025-08-05T16:11:00.010Z,,,,,,,,False,,,
480,PROVE-USD,0.2311,-3.62802335279399,497802.17,-41.91386673782907,0.01,0.0001,1,10000000,0.01,10031029.5322660750823724,Succinct,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,PROVE,,,,['PROVE-USDC'],PROVE,USD,False,0.0001,PROVE-USD,CBE,115042.08,2025-08-05T16:11:00.010Z,,,,,,,,False,,,
481,ZRX-USDC,0.106669,-2.45265246774149,1077220.10915,-43.54629222133133,0.00001,0.000001,1,10000000,0.00001,44470400,0x Protocol,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ZRX,,,ZRX-USD,[],ZRX,USD,False,0.000001,ZRX-USDC,CBE,114905.99,2023-01-01T00:00:00Z,,,,,,,,False,,,
482,IDEX-USD,0.0023,-8,49886338.5,-15.10994216554783,0.1,0.0001,1,10000000,0.1,193442500,IDEX,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,IDEX,,,,['IDEX-USDC'],IDEX,USD,False,0.0001,IDEX-USD,CBE,114738.58,2023-01-01T00:00:00Z,,,,,,,,False,,,
483,MAGIC-USD,0.064,-3.9039039039039,1778405.52,-72.62328266819334,0.01,0.0001,1,10000000,0.01,15424568.8146622989634967,MAGIC,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,MAGIC,,,,['MAGIC-USDC'],MAGIC,USD,False,0.0001,MAGIC-USD,CBE,113817.95,2023-01-01T00:00:00Z,,,,,,,,False,,,
484,JUPITER-USDC,0.1763,-1.4533258803801,640730,5.26198196386629,0.1,0.0001,1,10000000,0.1,43740161.2283040456527027,Jupiter,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,JUPITER,,,JUPITER-USD,[],JUPITER,USD,False,0.0001,JUPITER-USDC,CBE,112960.7,2025-12-08T17:58:00.024Z,,,,,,,,False,,,
485,ZRX-USD,0.106669,-2.45265246774149,1056532.51566,-44.55609846045789,0.00001,0.000001,1,10000000,0.00001,44470400,0x Protocol,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ZRX,,,,['ZRX-USDC'],ZRX,USD,False,0.000001,ZRX-USD,CBE,112699.27,2023-01-01T00:00:00Z,,,,,,,,False,,,
486,STG-USDC,0.2089,-6.5742397137746,535387.8,146.80301222703075,0.1,0.0001,1,10000000,0.1,26849530.667847692752945,Stargate Finance,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,STG,,,STG-USD,[],STG,USD,False,0.0001,STG-USDC,CBE,111842.51,2024-07-09T19:03:00.025Z,,,,,,,,False,,,
487,STG-USD,0.2089,-6.5742397137746,532442.6,151.58306514601187,0.1,0.0001,1,10000000,0.1,26849530.667847692752945,Stargate Finance,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,STG,,,,['STG-USDC'],STG,USD,False,0.0001,STG-USD,CBE,111227.26,2024-07-09T19:03:00.025Z,,,,,,,,False,,,
488,ETHFI-USD,0.469,-3.89344262295082,235961.59,-44.92480323342163,0.01,0.001,1,10000000,0.01,8523521.8616663533725572,ether.fi,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ETHFI,,,,['ETHFI-USDC'],ETHFI,USD,False,0.001,ETHFI-USD,CBE,110665.99,2025-02-05T17:01:00.023Z,,,,,,,,False,,,
489,FLOW-USDC,0.03496,-1.1032531824611,3157210.533,-63.16159944790954,0.001,0.00001,1,10000000,0.001,8500000,Flow,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,FLOW,,,FLOW-USD,[],FLOW,USD,False,0.00001,FLOW-USDC,CBE,110376.08,2023-01-01T00:00:00Z,,,,,,,,False,,,
490,MET-USDC,0.1438,-2.83783783783784,765156.47,-57.0506082859995,0.01,0.0001,1,10000000,0.01,17762384.5195799972490471,Meteora,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,MET,,,MET-USD,[],MET,USD,False,0.0001,MET-USDC,CBE,110029.5,2025-10-23T18:03:00.014Z,,,,,,,,False,,,
491,IMU-USDC,0.00266,0.75757575757576,41003382,-18.96254285317376,1,0.00001,1,10000000,1,107455084.2424848954791052,ImmuneFi,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,IMU,,,IMU-USD,[],IMU,USD,False,0.00001,IMU-USDC,CBE,109069,2026-01-22T14:21:03.375Z,,,,,,,,False,,,
492,AMP-USD,0.00088,-2.22222222222222,123850154,-62.64618015427226,1,0.00001,1,10000000,1,2506153200,Amp,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,AMP,,,,['AMP-USDC'],AMP,USD,False,0.00001,AMP-USD,CBE,108988.14,2023-01-01T00:00:00Z,,,,,,,,False,,,
493,ANKR-USDC,0.00502,-3.46153846153846,21672760,-45.6269720099866,1,0.00001,1,10000000,1,313228300,Ankr,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ANKR,,,ANKR-USD,[],ANKR,USD,False,0.00001,ANKR-USDC,CBE,108797.26,2023-01-01T00:00:00Z,,,,,,,,False,,,
494,FORTH-USDC,0.2524,-5.89112602535421,429872.169,8.73311452456885,0.001,0.0001,1,10000000,0.001,2965700,Ampleforth Governance Token,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,FORTH,,,FORTH-USD,[],FORTH,USD,False,0.0001,FORTH-USDC,CBE,108499.74,2023-01-01T00:00:00Z,,,,,,,,False,,,
