,id,base,base_name,quote,quote_name,fee,min_base_amount,min_quote_amount,max_quote_amount,amount_precision,precision,trade_status,sell_start,buy_start,type,trade_url,st_tag,slippage,market_order_max_stock,market_order_max_money,up_rate,down_rate,delisting_time,max_base_amount
1073,PORT_USDT,PORT,Port Finance Token,USDT,Tether,0.2,0.01,3,5000000,2,6,tradable,1596702900,1632369600,normal,https://www.gate.com/trade/PORT_USDT,False,0.1,50864699.9,100000,0.6,0.6,,
1074,GTBTC_BTC,GTBTC,Gate Wrapped BTC,BTC,Bitcoin,0.2,0.0001,0.000001,100,4,6,tradable,1577808000,1755777600,normal,https://www.gate.com/trade/GTBTC_BTC,False,0.1,3.33,3.33333333,0.6,0.6,,
1075,Y8U_USDT,Y8U,Y8U,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1607313600,1713880800,normal,https://www.gate.com/trade/Y8U_USDT,False,0.1,172028212.63,100000,0.4,0.4,,
1076,PENGU_USDT,PENGU,Pudgy Penguins,USDT,Tether,0.2,0.1,3,5000000,1,6,tradable,1577808000,1734444000,normal,https://www.gate.com/trade/PENGU_USDT,False,0.05,101620852.6,1000000,0.25,0.25,,
1077,GOVI_USDT,GOVI,Govi,USDT,Tether,0.2,0.01,3,5000000,2,6,tradable,1607313600,1643169600,normal,https://www.gate.com/trade/GOVI_USDT,False,0.1,23810941.13,200000,0.6,0.6,,
1078,SWAY_USDT,SWAY,Sway Protocol,USDT,Tether,0.2,0.1,3,5000000,1,7,tradable,1607313600,1633608000,normal,https://www.gate.com/trade/SWAY_USDT,False,0.1,264760391.85,100000,0.4,0.4,,
1079,ADA_USDC,ADA,Cardano,USDC,USDCoin,0.2,0.01,1,5000000,2,4,tradable,0,0,normal,https://www.gate.com/trade/ADA_USDC,False,0.05,2646903.12,1000000,0.35,0.35,,
1080,VIRTUAL3L_USDT,VIRTUAL3L,VIRTUAL3xLong,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1577808000,1765962000,normal,https://www.gate.com/trade/VIRTUAL3L_USDT,False,0.1,282082.14,300000,0.6,0.6,,
1081,U_USDT,U,United Stables,USDT,Tether,0.2,0.1,3,5000000,1,4,tradable,1577808000,1768291200,normal,https://www.gate.com/trade/U_USDT,False,0.1,57820179.24,200000,0.4,0.4,,
1082,DXCT_USDT,DXCT,DNAxCAT,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1608782400,1636106400,normal,https://www.gate.com/trade/DXCT_USDT,False,0.1,6224712,100000,0.6,0.6,,
1083,NEIRO_USDT,NEIRO,First Neiro on Ethereum,USDT,Tether,0.2,1,3,5000000,0,8,tradable,1596702900,1764914400,normal,https://www.gate.com/trade/NEIRO_USDT,False,0.08,2552105487.03,300000,0.35,0.35,,
1084,LUCIC_USDT,LUCIC,Lucidum Coin,USDT,Tether,0.2,1,3,5000000,0,5,tradable,1577808000,1762693200,normal,https://www.gate.com/trade/LUCIC_USDT,False,0.1,999750.06,200000,0.4,0.4,,
1085,INVITE_USDT,INVITE,INVITE,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1607313600,1722585600,normal,https://www.gate.com/trade/INVITE_USDT,False,0.1,174978127.73,200000,0.4,0.4,,
1086,GT_USDT,GT,GateToken,USDT,Tether,0.2,0.01,3,5000000,2,2,tradable,0,1555833600,normal,https://www.gate.com/trade/GT_USDT,False,0.06,48614.49,500000,0.15,0.15,,
1087,SIS_USDT,SIS,Symbiosis,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1607313600,1638446400,normal,https://www.gate.com/trade/SIS_USDT,False,0.1,3972194.64,200000,0.4,0.4,,
1088,LQTY_USDT,LQTY,Liquity,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1607313600,1677582000,normal,https://www.gate.com/trade/LQTY_USDT,False,0.08,725601.64,300000,0.3,0.3,,
1089,ENS_ETH,ENS,ENS,ETH,Ethereum,0.2,0.001,0.001,1000,3,6,tradable,1607313600,1636434000,normal,https://www.gate.com/trade/ENS_ETH,False,0.1,29761.9,100,0.6,0.6,,
1090,GHST_USDT,GHST,Aavegotchi,USDT,Tether,0.2,1,3,5000000,0,5,tradable,1607400000,1607407200,normal,https://www.gate.com/trade/GHST_USDT,False,0.1,1219140.51,200000,0.4,0.4,,
1091,SAND_USDT,SAND,Sandbox,USDT,Tether,0.2,1,3,5000000,0,5,tradable,1607313600,1613800800,normal,https://www.gate.com/trade/SAND_USDT,False,0.08,2513615.42,300000,0.2,0.2,,
1092,BABA3L_USDT,BABA3L,BABA3xLong,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1769482800,normal,https://www.gate.com/trade/BABA3L_USDT,False,0.1,0,0,0.6,0.6,,
1093,ADA_USDT,ADA,Cardano,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,0,0,normal,https://www.gate.com/trade/ADA_USDT,False,0.03,2644453.26,1000000,0.1,0.1,,
1094,SUSHI3S_USDT,SUSHI3S,SUSHI3xShort,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1582704000,1582704000,normal,https://www.gate.com/trade/SUSHI3S_USDT,False,0.1,3735176.02,200000,0.6,0.6,,
1095,TRX5L_USDT,TRX5L,TRX5xLong,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1577808000,1747126800,normal,https://www.gate.com/trade/TRX5L_USDT,False,0.1,526546.73,300000,0.6,0.6,,
1096,UNI3L_USDT,UNI3L,UNI3xLong,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1582704000,1761123600,normal,https://www.gate.com/trade/UNI3L_USDT,False,0.1,806668.46,300000,0.6,0.6,,
1097,龙虾_USDT,龙虾,龙虾,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1577808000,1773043200,normal,https://www.gate.com/trade/龙虾_USDT,False,0.05,0,0,0.4,0.4,,
1098,MON3L_USDT,MON3L,MON3xLong,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1764226800,normal,https://www.gate.com/trade/MON3L_USDT,False,0.1,4658746.8,200000,0.6,0.6,,
1099,FUSE_USDT,FUSE,Fuse Network,USDT,Tether,0.2,0.01,3,5000000,2,6,tradable,1607313600,1625198400,normal,https://www.gate.com/trade/FUSE_USDT,False,0.1,24417043.1,200000,0.4,0.4,,
1100,NMR_ETH,NMR,Numeraire,ETH,Ethereum,0.2,0.001,0.001,1000,3,6,tradable,1607313600,1617184800,normal,https://www.gate.com/trade/NMR_ETH,False,0.1,19665.68,66.66666667,0.6,0.6,,
1101,VVV_USDT,VVV,Venice Token,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1577808000,1738036800,normal,https://www.gate.com/trade/VVV_USDT,False,0.1,179678.38,200000,0.35,0.35,,
1102,RCADE_USDT,RCADE,RCADE Network,USDT,Tether,0.2,1,3,5000000,0,8,tradable,1577808000,1752066000,normal,https://www.gate.com/trade/RCADE_USDT,False,0.1,1473839351.51,200000,0.4,0.4,,
1103,D_USDT,D,Dar Open Network,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1577808000,1736600400,normal,https://www.gate.com/trade/D_USDT,False,0.1,22684310.02,300000,0.4,0.4,,
1104,SPY3S_USDT,SPY3S,SPY3xShort,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1769427000,normal,https://www.gate.com/trade/SPY3S_USDT,False,0.1,0,0,0.6,0.6,,
1105,ANIME_USDT,ANIME,Animecoin,USDT,Tether,0.2,0.01,3,5000000,2,6,tradable,1577808000,1737640800,normal,https://www.gate.com/trade/ANIME_USDT,False,0.1,52429220.55,300000,0.3,0.3,,
1106,TOSHI3S_USDT,TOSHI3S,TOSHI3xShort,USDT,Tether,0.2,0.01,3,5000000,2,6,tradable,1577808000,1747117800,normal,https://www.gate.com/trade/TOSHI3S_USDT,False,0.1,40269807.71,200000,0.6,0.6,,
1107,COAI_USDT,COAI,ChainOpera,USDT,Tether,0.2,0.1,3,5000000,1,4,tradable,1607313600,1760011200,normal,https://www.gate.com/trade/COAI_USDT,False,0.08,940203.08,500000,0.35,0.35,,
1108,WXT_USDT,WXT,Wirex,USDT,Tether,0.2,0.1,3,5000000,1,6,tradable,1607313600,1618887600,normal,https://www.gate.com/trade/WXT_USDT,False,0.1,121482081.39,300000,0.4,0.4,,
1109,APE3S_USDT,APE3S,APE3xShort,USDT,Tether,0.2,0.01,3,5000000,2,6,tradable,1582704000,1582704000,normal,https://www.gate.com/trade/APE3S_USDT,False,0.1,6290033.44,300000,0.6,0.6,,
1110,CC_USDT,CC,Canton Network,USDT,Tether,0.2,1,3,5000000,0,5,tradable,1577808000,1762758000,normal,https://www.gate.com/trade/CC_USDT,False,0.05,14042971.49,1000000,0.4,0.4,,
1111,B3X_USDT,B3X,Bnext,USDT,Tether,0.2,1,3,5000000,0,8,tradable,1568694900,1663070400,normal,https://www.gate.com/trade/B3X_USDT,False,0.1,663129973,100000,0.4,0.4,,
1112,SUSHI_USDT,SUSHI,Sushiswap,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1597379400,1598767200,normal,https://www.gate.com/trade/SUSHI_USDT,False,0.1,1007895.18,300000,0.2,0.2,,
1113,ISK_USDT,ISK,ISKRA Token,USDT,Tether,0.2,0.01,3,5000000,2,7,tradable,1607313600,1664442000,normal,https://www.gate.com/trade/ISK_USDT,False,0.1,171526586.62,200000,0.4,0.4,,
1114,DUREV_USDT,DUREV,Povel Durev,USDT,Tether,0.2,0.01,3,5000000,2,6,tradable,1607313600,1718355600,normal,https://www.gate.com/trade/DUREV_USDT,False,0.1,56545095,200000,0.4,0.4,,
1115,OGN_USDT,OGN,Origin Protocol,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1607313600,1616907600,normal,https://www.gate.com/trade/OGN_USDT,False,0.1,9612303.75,300000,0.35,0.35,,
1116,QNT_USDT,QNT,Quant,USDT,Tether,0.2,0.001,3,5000000,3,2,tradable,1607313600,1612357200,normal,https://www.gate.com/trade/QNT_USDT,False,0.08,3897.88,300000,0.2,0.2,,
1117,ZEUS_USDT,ZEUS,Zeus Network,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1596702900,1712286000,normal,https://www.gate.com/trade/ZEUS_USDT,False,0.1,9748964.17,200000,0.4,0.4,,
1118,SSG_USDT,SSG,SomeSinG,USDT,Tether,0.2,0.01,3,5000000,2,8,tradable,1607313600,1712124000,normal,https://www.gate.com/trade/SSG_USDT,False,0.1,7036059806.51,200000,0.4,0.4,,
1119,MTV_USDT,MTV,MultiVAC,USDT,Tether,0.2,1,3,5000000,0,8,tradable,1571891700,1571891700,normal,https://www.gate.com/trade/MTV_USDT,False,0.1,613468705.43,200000,0.4,0.4,,
1120,SPS_USDT,SPS,Splinterlands,USDT,Tether,0.2,0.1,3,5000000,1,6,tradable,1608782400,1627351200,normal,https://www.gate.com/trade/SPS_USDT,False,0.1,32658393.21,200000,0.4,0.4,,
1121,STX_ETH,STX,Stacks,ETH,Ethereum,0.2,0.001,0.001,1000,3,8,tradable,1610643600,1610701200,normal,https://www.gate.com/trade/STX_ETH,False,0.1,1127078.05,100,0.6,0.6,,
1122,VELO_USDT,VELO,Velo,USDT,Tether,0.2,0.1,3,5000000,1,6,tradable,1607313600,1617357600,normal,https://www.gate.com/trade/VELO_USDT,False,0.08,52521008.4,300000,0.3,0.3,,
1123,DUSK_USDT,DUSK,DUSK Network,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1607659200,1607677200,normal,https://www.gate.com/trade/DUSK_USDT,False,0.1,7451564.83,300000,0.3,0.3,,
1124,TDROP_USDT,TDROP,ThetaDrop,USDT,Tether,0.2,0.1,3,5000000,1,7,tradable,0,1645084800,normal,https://www.gate.com/trade/TDROP_USDT,False,0.1,135244793.08,100000,0.4,0.4,,
1125,WSDM_USDT,WSDM,Wisdomise AI,USDT,Tether,0.2,0.01,3,5000000,2,7,tradable,1596702900,1715684400,normal,https://www.gate.com/trade/WSDM_USDT,False,0.1,333361113.43,200000,0.4,0.4,,
1126,BARD_USDT,BARD,Lombard,USDT,Tether,0.2,0.1,3,5000000,1,4,tradable,1577808000,1758193200,normal,https://www.gate.com/trade/BARD_USDT,False,0.06,632311.1,500000,0.3,0.3,,
1127,PRIMEX_USDT,PRIMEX,Primex Finance,USDT,Tether,0.2,1,3,5000000,0,8,tradable,1577808000,1753941600,normal,https://www.gate.com/trade/PRIMEX_USDT,False,0.1,1971414489.9,200000,0.4,0.4,,
1128,币安人生3L_USDT,币安人生3L,币安人生3xLong,USDT,Tether,0.2,0.01,3,5000000,2,6,tradable,1577808000,1768287600,normal,https://www.gate.com/trade/币安人生3L_USDT,False,0.1,0,0,0.6,0.6,,
1129,BROCCOLI_USDT,BROCCOLI,CZ'S DOG,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1739521800,normal,https://www.gate.com/trade/BROCCOLI_USDT,False,0.1,24420024.42,300000,0.35,0.35,,
1130,SKL_USDT,SKL,SKALE,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1606752000,1606786200,normal,https://www.gate.com/trade/SKL_USDT,False,0.1,28612303.29,300000,0.3,0.3,,
1131,XYO_ETH,XYO,XYO Network,ETH,Ethereum,0.2,0.1,0.001,1000,1,9,tradable,1607313600,1631257200,normal,https://www.gate.com/trade/XYO_ETH,False,0.1,55386319.58,100,0.6,0.6,,
1132,NIGHT3S_USDT,NIGHT3S,NIGHT3xShort,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1767942000,normal,https://www.gate.com/trade/NIGHT3S_USDT,False,0.1,0,0,0.6,0.6,,
1133,HOLD_USDT,HOLD,Holdcoin,USDT,Tether,0.2,1,3,5000000,0,9,tradable,1577808000,1734354000,normal,https://www.gate.com/trade/HOLD_USDT,False,0.1,26232948583.42,200000,0.4,0.4,,
1134,ATS_USDT,ATS,Alltoscan,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1607313600,1713178800,normal,https://www.gate.com/trade/ATS_USDT,False,0.1,1501839.75,200000,0.4,0.4,,
1135,ICP_ETH,ICP,Internet Computer,ETH,Ethereum,0.2,0.0001,0.001,1000,4,7,tradable,1520614800,1620667800,normal,https://www.gate.com/trade/ICP_ETH,False,0.1,161100.64,166.6666667,0.6,0.6,,
1136,WIF5L_USDT,WIF5L,WIF5xLong,USDT,Tether,0.2,0.01,3,5000000,2,6,tradable,1577808000,1770883200,normal,https://www.gate.com/trade/WIF5L_USDT,False,0.08,34656038.81,300000,0.6,0.6,,
1137,FLOCK3L_USDT,FLOCK3L,FLOCK3xLong,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1764752400,normal,https://www.gate.com/trade/FLOCK3L_USDT,False,0.1,553587.25,200000,0.6,0.6,,
1138,TAI_USDT,TAI,Tars AI,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1596702900,1714644000,normal,https://www.gate.com/trade/TAI_USDT,False,0.1,13992537.31,300000,0.4,0.4,,
1139,ALPINE_USDT,ALPINE,Alpine F1 Team Fan Token,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1607313600,1650614400,normal,https://www.gate.com/trade/ALPINE_USDT,False,0.1,569313.98,300000,0.35,0.35,,
1140,DEGO_USDT,DEGO,Dego Finance,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1602064800,1602151200,normal,https://www.gate.com/trade/DEGO_USDT,False,0.1,664451.83,300000,0.35,0.35,,
1141,XYRO_USDT,XYRO,XYRO,USDT,Tether,0.2,1,3,5000000,0,8,tradable,1577808000,1737626400,normal,https://www.gate.com/trade/XYRO_USDT,False,0.1,1712328767.12,200000,0.6,0.6,,
1142,KZEN_USDT,KZEN,Kaizen.Finance,USDT,Tether,0.2,0.1,3,5000000,1,7,tradable,1607313600,1650967200,normal,https://www.gate.com/trade/KZEN_USDT,False,0.1,499188818,200000,0.4,0.4,,
1143,SLV3S_USDT,SLV3S,SLV3xShort,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1769427000,normal,https://www.gate.com/trade/SLV3S_USDT,False,0.1,0,0,0.6,0.6,,
1144,BORA_USDT,BORA,BORA,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1607313600,1648105200,normal,https://www.gate.com/trade/BORA_USDT,False,0.1,4918839.15,200000,0.35,0.35,,
1145,BCH3S_USDT,BCH3S,BCH3xShort,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1583128800,1749112200,normal,https://www.gate.com/trade/BCH3S_USDT,False,0.1,1128243.7,300000,0.6,0.6,,
1146,POPCAT3S_USDT,POPCAT3S,POPCAT3xShort,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1745829000,normal,https://www.gate.com/trade/POPCAT3S_USDT,False,0.1,4190236.75,200000,0.6,0.6,,
1147,NRN_USDT,NRN,Neuron,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1607313600,1719216000,normal,https://www.gate.com/trade/NRN_USDT,False,0.1,17798872.74,300000,0.4,0.4,,
1148,STABLE_USDT,STABLE,Stable,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1577808000,1765198800,normal,https://www.gate.com/trade/STABLE_USDT,False,0.06,37050759.54,500000,0.35,0.35,,
1149,VRA_USDT,VRA,Verasity,USDT,Tether,0.2,1,3,5000000,0,8,tradable,1607313600,1615348800,normal,https://www.gate.com/trade/VRA_USDT,False,0.1,1203369434.42,300000,0.4,0.4,,
1150,SLVON_USDT,SLVON,iShares Silver Trust Ondo Tokenized,USDT,Tether,0.2,0.01,3,5000000,2,2,tradable,1577808000,1765261800,normal,https://www.gate.com/trade/SLVON_USDT,False,0.08,8393.49,500000,0.15,0.15,,
1151,ACU_USDT,ACU,Acurast,USDT,Tether,0.2,0.1,3,5000000,1,5,tradable,1577808000,1768910400,normal,https://www.gate.com/trade/ACU_USDT,False,0.05,0,0,0.35,0.35,,
1152,ONDO_USDT,ONDO,Ondo Finance,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1607313600,1705579200,normal,https://www.gate.com/trade/ONDO_USDT,False,0.06,2470050.64,1000000,0.25,0.25,,
1153,GITCOIN_USDT,GITCOIN,Gitcoin,USDT,Tether,0.2,1,3,5000000,0,5,tradable,1607313600,1622008800,normal,https://www.gate.com/trade/GITCOIN_USDT,False,0.1,2392344.5,300000,0.4,0.4,,
1154,XVS_USDT,XVS,Venus,USDT,Tether,0.2,0.01,3,5000000,2,3,tradable,1608782400,1612598400,normal,https://www.gate.com/trade/XVS_USDT,False,0.1,67287.2,300000,0.35,0.35,,
1155,WAVES_USDT,WAVES,Waves,USDT,Tether,0.2,0.001,3,5000000,3,4,tradable,0,0,normal,https://www.gate.com/trade/WAVES_USDT,False,0.1,722908.99,500000,0.4,0.4,,
1156,POLC_USDT,POLC,Polka City,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1607313600,1616040000,normal,https://www.gate.com/trade/POLC_USDT,False,0.1,266542280.27,200000,0.4,0.4,,
1157,CELL_USDT,CELL,Cellframe Network,USDT,Tether,0.2,1,3,5000000,0,5,tradable,1607313600,1639281600,normal,https://www.gate.com/trade/CELL_USDT,False,0.1,1638001.64,200000,0.4,0.4,,
1158,HQ_USDT,HQ,Metaverse HQ,USDT,Tether,0.2,1,3,5000000,0,8,tradable,1577808000,1737982800,normal,https://www.gate.com/trade/HQ_USDT,False,0.1,2339044500.32,200000,0.4,0.4,,
1159,GUI_USDT,GUI,Gui Inu,USDT,Tether,0.2,1,3,5000000,0,9,tradable,1597636800,1712062800,normal,https://www.gate.com/trade/GUI_USDT,False,0.1,189663347558.08,200000,0.4,0.4,,
1160,RING_USDT,RING,DarwiniaRing,USDT,Tether,0.2,0.1,3,5000000,1,7,tradable,1598934600,1598947200,normal,https://www.gate.com/trade/RING_USDT,False,0.1,273000273,200000,0.4,0.4,,
1161,AUDIO_USDT,AUDIO,Audius,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1607313600,1615291200,normal,https://www.gate.com/trade/AUDIO_USDT,False,0.1,9789525.21,300000,0.35,0.35,,
1162,MGT_USDT,MGT,Moongate,USDT,Tether,0.2,1,3,5000000,0,8,tradable,1577808000,1732795200,normal,https://www.gate.com/trade/MGT_USDT,False,0.1,359324470,100000,0.4,0.4,,
1163,MANA3_USDT,MANA3,X-EcoChain,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1577808000,1733997600,normal,https://www.gate.com/trade/MANA3_USDT,False,0.1,122950819.67,300000,0.4,0.4,,
1164,FDUSD_USDT,FDUSD,First Digital USD,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1607313600,1698469200,normal,https://www.gate.com/trade/FDUSD_USDT,False,0.03,2000000,2000000,0.08,0.08,,
1165,LUNC_USDT,LUNC,Terra Classic,USDT,Tether,0.2,0.1,3,5000000,1,8,tradable,1608339600,1653624000,normal,https://www.gate.com/trade/LUNC_USDT,False,0.06,12759984688.02,500000,0.35,0.35,,
1166,ZRC_USDT,ZRC,Zircuit,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1577808000,1732528800,normal,https://www.gate.com/trade/ZRC_USDT,False,0.1,67873303.17,300000,0.4,0.4,,
1167,GENIUS_USDT,GENIUS,Genius Foundation,USDT,Tether,0.2,0.1,3,5000000,1,4,tradable,1577808000,1776216600,normal,https://www.gate.com/trade/GENIUS_USDT,False,0.05,0,0,0.4,0.4,,
1168,FLUX_USDT,FLUX,Flux,USDT,Tether,0.2,1,3,5000000,0,5,tradable,1607313600,1621483200,normal,https://www.gate.com/trade/FLUX_USDT,False,0.08,2702702.7,300000,0.3,0.3,,
1169,ABTX_USDT,ABTX,Abbott xStock,USDT,Tether,0.2,0.001,3,5000000,3,2,tradable,1577808000,1754125200,normal,https://www.gate.com/trade/ABTX_USDT,False,0.1,2349.72,300000,0.4,0.4,,
1170,WSI_USDT,WSI,WeSendit,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1607313600,1673085600,normal,https://www.gate.com/trade/WSI_USDT,False,0.1,223438721.93,200000,0.4,0.4,,
1171,USDG_USDT,USDG,Global Dollar,USDT,Tether,0.2,0.1,3,5000000,1,4,tradable,1601211600,1762948800,normal,https://www.gate.com/trade/USDG_USDT,False,0.03,2000000,2000000,0.08,0.08,,
1172,GRND_USDT,GRND,SuperWalk,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1607313600,1662544800,normal,https://www.gate.com/trade/GRND_USDT,False,0.1,6188118.81,200000,0.4,0.4,,
1173,DMTR_USDT,DMTR,Dimitra,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1607313600,1637470800,normal,https://www.gate.com/trade/DMTR_USDT,False,0.1,14534883.72,200000,0.4,0.4,,
1174,AIV_USDT,AIV,AIVille Governance Token,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1577808000,1759129200,normal,https://www.gate.com/trade/AIV_USDT,False,0.1,111638291.93,200000,0.4,0.4,,
1175,DOGE3L_USDT,DOGE3L,DOGE3xLong,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1608523200,1770883200,normal,https://www.gate.com/trade/DOGE3L_USDT,False,0.1,305157155.94,500000,0.6,0.6,,
1176,FORM_USDT,FORM,Four,USDT,Tether,0.2,0.1,3,5000000,1,4,tradable,1607313600,1742389200,normal,https://www.gate.com/trade/FORM_USDT,False,0.06,1309071.87,500000,0.35,0.35,,
1177,ASK_USDT,ASK,Permission Coin,USDT,Tether,0.2,1,3,5000000,0,8,tradable,1596702900,1645070400,normal,https://www.gate.com/trade/ASK_USDT,False,0.1,1674761346.51,200000,0.4,0.4,,
1178,SHIB_USDC,SHIB,Shiba Inu,USDC,USDCoin,0.2,0.1,1,5000000,1,9,tradable,1607313600,1618650000,normal,https://www.gate.com/trade/SHIB_USDC,False,0.06,64703979294.73,500000,0.35,0.35,,
1179,ZKP_USDT,ZKP,zkPass,USDT,Tether,0.2,1,3,5000000,0,5,tradable,1577808000,1766743200,normal,https://www.gate.com/trade/ZKP_USDT,False,0.05,0,0,0.35,0.35,,
1180,SHIB_USDT,SHIB,Shiba Inu,USDT,Tether,0.2,1,3,5000000,0,9,tradable,1607313600,1618650000,normal,https://www.gate.com/trade/SHIB_USDT,False,0.05,129424707176.6,1000000,0.2,0.2,,
1181,NFT_USDT,NFT,AINFT,USDT,Tether,0.2,1,3,5000000,0,10,tradable,1598932800,1623387600,normal,https://www.gate.com/trade/NFT_USDT,False,0.08,858246316692.89,300000,0.35,0.35,,
1182,KAON_USDT,KAON,Kaon,USDT,Tether,0.2,1,3,5000000,0,8,tradable,1577808000,1739340000,normal,https://www.gate.com/trade/KAON_USDT,False,0.1,3899015498.59,200000,0.4,0.4,,
1183,BPT_USDT,BPT,Best Patent,USDT,Tether,0.2,1,3,5000000,0,8,tradable,1577808000,1735635600,normal,https://www.gate.com/trade/BPT_USDT,False,0.1,118163502.84,100000,0.4,0.4,,
1184,SCOR_USDT,SCOR,SCOR,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1577808000,1765965600,normal,https://www.gate.com/trade/SCOR_USDT,False,0.1,31479538.3,300000,0.4,0.4,,
1185,GTETH_ETH,GTETH,GTETH,ETH,Ethereum,0.2,0.0001,0.001,1000,4,4,tradable,1577808000,1758189600,normal,https://www.gate.com/trade/GTETH_ETH,False,0.1,100.01,100,0.4,0.4,,
1186,SOLV_USDT,SOLV,Solv Protocol,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1577808000,1737108000,normal,https://www.gate.com/trade/SOLV_USDT,False,0.1,20277120.65,300000,0.3,0.3,,
1187,SHELL_USDT,SHELL,MyShell,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1739457000,normal,https://www.gate.com/trade/SHELL_USDT,False,0.08,6459948.32,300000,0.35,0.35,,
1188,LINK_ETH,LINK,ChainLink,ETH,Ethereum,0.2,0.001,0.001,1000,3,6,tradable,0,0,normal,https://www.gate.com/trade/LINK_ETH,False,0.1,38522.29,166.6666667,0.6,0.6,,
1189,BONK3S_USDT,BONK3S,BONK3xShort,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1751968800,normal,https://www.gate.com/trade/BONK3S_USDT,False,0.1,3303600.93,300000,0.6,0.6,,
1190,METO_USDT,METO,Metafluence,USDT,Tether,0.2,0.1,3,5000000,1,8,tradable,1607313600,1648634400,normal,https://www.gate.com/trade/METO_USDT,False,0.1,3325573661.46,200000,0.4,0.4,,
1191,ZORA_USDT,ZORA,Zora,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1577808000,1745413200,normal,https://www.gate.com/trade/ZORA_USDT,False,0.06,9652323.31,500000,0.2,0.2,,
1192,DOT5S_USDT,DOT5S,DOT5xShort,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1582704000,1760522400,normal,https://www.gate.com/trade/DOT5S_USDT,False,0.08,208976.95,300000,0.6,0.6,,
1193,HANA_USDT,HANA,Hana Network,USDT,Tether,0.2,1,3,5000000,0,6,tradable,0,1758891600,normal,https://www.gate.com/trade/HANA_USDT,False,0.1,27979854.5,300000,0.4,0.4,,
1194,LIQ_USDT,LIQ,LIQ Protocol,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1596702900,1635825600,normal,https://www.gate.com/trade/LIQ_USDT,True,0.1,466309162.98,200000,0.4,0.4,1776826800.0,
1195,IN_USDT,IN,INFINIT,USDT,Tether,0.2,1,3,5000000,0,5,tradable,1577808000,1754560800,normal,https://www.gate.com/trade/IN_USDT,False,0.1,2688714.12,200000,0.35,0.35,,
1196,XPOWER_USDT,XPOWER,NebX,USDT,Tether,0.2,0.01,3,5000000,2,7,tradable,1607313600,1727438400,normal,https://www.gate.com/trade/XPOWER_USDT,False,0.1,279310104.04,200000,0.4,0.4,,
