,symbol,contractType,status,baseCoin,quoteCoin,launchTime,deliveryTime,deliveryFeeRate,priceScale,leverageFilter,unifiedMarginTrade,fundingInterval,settleCoin,copyTrading,upperFundingRate,lowerFundingRate,isPreListing,preListingInfo,displayName,symbolType,forbidUplWithdrawal,priceFilter.minPrice,priceFilter.maxPrice,priceFilter.tickSize,lotSizeFilter.maxOrderQty,lotSizeFilter.minOrderQty,lotSizeFilter.qtyStep,lotSizeFilter.postOnlyMaxOrderQty,lotSizeFilter.maxMktOrderQty,lotSizeFilter.minNotionalValue,category
269,HNTUSDT,LinearPerpetual,Trading,HNT,USDT,1643006840000,0,,4,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,480,USDT,none,0.04,-0.04,False,,,,False,0.0001,1999.9998,0.0001,65000.00,0.01,0.01,65000.00,13000.00,5,linear
270,HOLOUSDT,LinearPerpetual,Trading,HOLO,USDT,1757592340000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,2400000,1,1,2400000,480000,5,linear
271,HOMEUSDT,LinearPerpetual,Trading,HOME,USDT,1749554150000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,6000000,10,10,6000000,1200000,5,linear
272,HPERP,LinearPerpetual,Trading,H,USDC,1758010758000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.02,-0.02,False,,HUSDC,,False,0.000010,199.999980,0.000010,3000000,10,10,3000000,600000,5,linear
273,HPOS10IUSDT,LinearPerpetual,Trading,HPOS10I,USDT,1729497361000,0,,6,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,480,USDT,none,0.05,-0.05,False,,,innovation,False,0.000001,19.999998,0.000001,140000,1,1,140000,90000,5,linear
274,HUMAUSDT,LinearPerpetual,Trading,HUMA,USDT,1748264514000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,1050000,1,1,1050000,210000,5,linear
275,HUSDT,LinearPerpetual,Trading,H,USDT,1750845035000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,,False,0.000010,199.999980,0.000010,1850000,10,10,1850000,370000,5,linear
276,HYPEPERP,LinearPerpetual,Trading,HYPE,USDC,1746008090000,0,,3,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,HYPEUSDC,,False,0.001,19999.998,0.001,6000.00,0.01,0.01,6000.00,1200.00,5,linear
277,HYPERUSDT,LinearPerpetual,Trading,HYPER,USDT,1745323627000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,388000,1,1,388000,77600,5,linear
278,HYPEUSDT,LinearPerpetual,Trading,HYPE,USDT,1733316740000,0,,3,"{'minLeverage': '1', 'maxLeverage': '75.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.0063,-0.0063,False,,,,False,0.001,19999.998,0.001,73500.00,0.01,0.01,73500.00,14700.00,5,linear
279,ICNTPERP,LinearPerpetual,Trading,ICNT,USDC,1758010796000,0,,4,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,ICNTUSDC,,False,0.0001,1999.9998,0.0001,500000,1,1,500000,100000,5,linear
280,ICNTUSDT,LinearPerpetual,Trading,ICNT,USDT,1751540416000,0,,4,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,,False,0.0001,1999.9998,0.0001,325000,1,1,325000,65000,5,linear
281,ICPPERP,LinearPerpetual,Trading,ICP,USDC,1768989558000,0,,3,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.02,-0.02,False,,ICPUSDC,,False,0.001,19999.998,0.001,31000.0,0.1,0.1,31000.0,6200.0,5,linear
282,ICPUSDT,LinearPerpetual,Trading,ICP,USDT,1631664000000,0,,3,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.001,19999.998,0.001,100510.0,0.1,0.1,100510.0,25860.0,5,linear
283,ICXUSDT,LinearPerpetual,Trading,ICX,USDT,1649830935000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,570000,1,1,570000,110000,5,linear
284,IDUSDT,LinearPerpetual,Trading,ID,USDT,1679639388000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,760200,1,1,760200,134700,5,linear
285,ILVUSDT,LinearPerpetual,Trading,ILV,USDT,1637884800000,0,,3,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.001,19999.998,0.001,18500.00,0.01,0.01,18500.00,3700.00,5,linear
286,IMXUSDT,LinearPerpetual,Trading,IMX,USDT,1637712000000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.008,-0.008,False,,,,False,0.00001,199.99998,0.00001,1450000.0,0.1,0.1,1450000.0,290000.0,5,linear
287,INITUSDT,LinearPerpetual,Trading,INIT,USDT,1744616093000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,2015000,1,1,2015000,403000,5,linear
288,INJPERP,LinearPerpetual,Trading,INJ,USDC,1753173587000,0,,3,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,INJUSDC,,False,0.001,19999.998,0.001,8500.00,0.01,0.01,8500.00,1700.00,5,linear
289,INJUSDT,LinearPerpetual,Trading,INJ,USDT,1660694400000,0,,4,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.0010,19999.9980,0.0010,60140.0,0.1,0.1,60140.0,6020.0,5,linear
290,INUSDT,LinearPerpetual,Trading,IN,USDT,1754561821000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,270000,10,10,270000,130000,5,linear
291,INXUSDT,LinearPerpetual,Trading,INX,USDT,1769675991000,0,,6,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,,False,0.000001,19.999998,0.000001,6250000,10,10,6250000,1250000,5,linear
292,IOSTUSDT,LinearPerpetual,Trading,IOST,USDT,1633996800000,0,,7,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,480,USDT,both,0.04,-0.04,False,,,,False,0.0000001,1.9999998,0.0000001,61500000,1,1,61500000,12300000,5,linear
293,IOTAUSDT,LinearPerpetual,Trading,IOTA,USDT,1640772993000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,1995000.0,0.1,0.1,1995000.0,399000.0,5,linear
294,IOTXUSDT,LinearPerpetual,Trading,IOTX,USDT,1636675200000,0,,6,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,480,USDT,both,0.04,-0.04,False,,,,False,0.000001,19.999998,0.000001,5777800,1,1,5777800,639300,5,linear
295,IOUSDT,LinearPerpetual,Trading,IO,USDT,1718113740000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,950000.0,0.1,0.1,950000.0,190000.0,5,linear
296,IPPERP,LinearPerpetual,Trading,IP,USDC,1753943373000,0,,4,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,IPUSDC,,False,0.0001,1999.9998,0.0001,221500.0,0.1,0.1,221500.0,4300.0,5,linear
297,IPUSDT,LinearPerpetual,Trading,IP,USDT,1738916896000,0,,4,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.01,-0.01,False,,,,False,0.0001,1999.9998,0.0001,150000.0,0.1,0.1,150000.0,30000.0,5,linear
298,IRYSUSDT,LinearPerpetual,Trading,IRYS,USDT,1764223243000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,innovation,False,0.000001,19.999998,0.000001,3200000,10,10,3200000,640000,5,linear
299,JASMYUSDT,LinearPerpetual,Trading,JASMY,USDT,1642574202000,0,,6,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.008,-0.008,False,,,,False,0.000001,19.999998,0.000001,24216600,1,1,24216600,2421700,5,linear
300,JCTUSDT,LinearPerpetual,Trading,JCT,USDT,1763374327000,0,,7,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,innovation,False,0.0000001,1.9999998,0.0000001,4500000,100,100,4500000,2000000,5,linear
301,JELLYJELLYUSDT,LinearPerpetual,Trading,JELLYJELLY,USDT,1738219511000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,innovation,False,0.000010,199.999980,0.000010,500000,1,1,500000,100000,5,linear
302,JSTUSDT,LinearPerpetual,Trading,JST,USDT,1645166741000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,1315000,10,10,1315000,263000,5,linear
303,JTOUSDT,LinearPerpetual,Trading,JTO,USDT,1701978619000,0,,4,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.008,-0.008,False,,,,False,0.0001,1999.9998,0.0001,2000000.0,0.1,0.1,2000000.0,400000.0,5,linear
304,JUPUSDT,LinearPerpetual,Trading,JUP,USDT,1706716267000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.008,-0.008,False,,,,False,0.00001,199.99998,0.00001,790000,1,1,790000,79000,5,linear
305,KAIAUSDT,LinearPerpetual,Trading,KAIA,USDT,1730449474000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.008,-0.008,False,,,,False,0.00001,199.99998,0.00001,7000000,1,1,7000000,1400000,5,linear
306,KAITOUSDT,LinearPerpetual,Trading,KAITO,USDT,1740057727000,0,,4,"{'minLeverage': '1', 'maxLeverage': '75.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,900000,1,1,900000,180000,5,linear
307,KASPERP,LinearPerpetual,Trading,KAS,USDC,1773987629000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.008,-0.008,False,,KASUSDC,,False,0.00001,199.99998,0.00001,3100000,10,10,3100000,620000,5,linear
308,KASUSDT,LinearPerpetual,Trading,KAS,USDT,1691138081000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.01,-0.01,False,,,,False,0.00001,199.99998,0.00001,23000000,10,10,23000000,4600000,5,linear
309,KATUSDT,LinearPerpetual,Trading,KAT,USDT,1772435837000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,12500000,10,10,12500000,2500000,5,linear
310,KAVAUSDT,LinearPerpetual,Trading,KAVA,USDT,1641801287000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,335160.0,0.1,0.1,335160.0,52130.0,5,linear
311,KERNELUSDT,LinearPerpetual,Trading,KERNEL,USDT,1744632444000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,2420000,1,1,2420000,484000,5,linear
312,KGENUSDT,LinearPerpetual,Trading,KGEN,USDT,1759850272000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,312500,1,1,312500,62500,5,linear
313,KITEUSDT,LinearPerpetual,Trading,KITE,USDT,1761739367000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.01,-0.01,False,,,,True,0.00001,199.99998,0.00001,400000,1,1,400000,80000,5,linear
314,KMNOUSDT,LinearPerpetual,Trading,KMNO,USDT,1728463961000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,480000,10,10,480000,96000,5,linear
315,KNCUSDT,LinearPerpetual,Trading,KNC,USDT,1641800434000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,388070.0,0.1,0.1,388070.0,71730.0,5,linear
316,KSMUSDT,LinearPerpetual,Trading,KSM,USDT,1633996800000,0,,3,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.001,19999.998,0.001,6040.00,0.01,0.01,6040.00,1330.00,5,linear
317,LABUSDT,LinearPerpetual,Trading,LAB,USDT,1761556790000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,500000,1,1,500000,100000,5,linear
318,LAUSDT,LinearPerpetual,Trading,LA,USDT,1749100801000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,500000.0,0.1,0.1,500000.0,100000.0,5,linear
319,LDOUSDT,LinearPerpetual,Trading,LDO,USDT,1658300019000,0,,4,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.0001,1999.9998,0.0001,436640.0,0.1,0.1,436640.0,59020.0,5,linear
320,LIGHTUSDT,LinearPerpetual,Trading,LIGHT,USDT,1758978959000,0,,4,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,both,0.04,-0.04,False,,,innovation,False,0.0001,1999.9998,0.0001,577500,1,1,577500,115500,5,linear
321,LINEAUSDT,LinearPerpetual,Trading,LINEA,USDT,1756719285000,0,,6,"{'minLeverage': '1', 'maxLeverage': '75.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.01,-0.01,False,,,,False,0.000001,19.999998,0.000001,75000000,10,10,75000000,15000000,5,linear
322,LINKPERP,LinearPerpetual,Trading,LINK,USDC,1732783638000,0,,3,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDC,none,0.01,-0.01,False,,LINKUSDC,,False,0.001,19999.998,0.001,5500.00,0.01,0.01,5500.00,1100.00,5,linear
323,LINKUSDT,LinearPerpetual,Trading,LINK,USDT,1514764800000,0,,3,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.001,19999.998,0.001,41000.0,0.1,0.1,41000.0,15000.0,5,linear
324,LITUSDT,LinearPerpetual,Trading,LIT,USDT,1767089298000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,200000.0,0.1,0.1,200000.0,40000.0,5,linear
325,LPTUSDT,LinearPerpetual,Trading,LPT,USDT,1639357959000,0,,3,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.001,19999.998,0.001,25000.0,0.1,0.1,25000.0,5000.0,5,linear
326,LQTYUSDT,LinearPerpetual,Trading,LQTY,USDT,1678694760000,0,,4,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.025,-0.025,False,,,,False,0.0001,1999.9998,0.0001,133290.0,0.1,0.1,133290.0,20140.0,5,linear
327,LRCUSDT,LinearPerpetual,Trading,LRC,USDT,1636588800000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,680000.0,0.1,0.1,680000.0,140000.0,5,linear
328,LSKUSDT,LinearPerpetual,Trading,LSK,USDT,1704208975000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,200000.0,0.1,0.1,200000.0,40000.0,5,linear
329,LTCPERP,LinearPerpetual,Trading,LTC,USDC,1746010937000,0,,2,"{'minLeverage': '1', 'maxLeverage': '75.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.0066,-0.0066,False,,LTCUSDC,,False,0.01,199999.98,0.01,1400.0,0.1,0.1,1400.0,280.0,5,linear
330,LTCUSDT,LinearPerpetual,Trading,LTC,USDT,1514764800000,0,,2,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.01,199999.98,0.01,8800.0,0.1,0.1,8800.0,3000.0,5,linear
331,LUMIAUSDT,LinearPerpetual,Trading,LUMIA,USDT,1729841762000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,innovation,False,0.00001,199.99998,0.00001,1020000.0,0.1,0.1,1020000.0,204000.0,5,linear
332,LUNA2USDT,LinearPerpetual,Trading,LUNA2,USDT,1653983403000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,453060.0,0.1,0.1,453060.0,141870.0,5,linear
333,LYNUSDT,LinearPerpetual,Trading,LYN,USDT,1759737954000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,2340000,1,1,2340000,468000,5,linear
334,MAGICUSDT,LinearPerpetual,Trading,MAGIC,USDT,1670897921000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,469800,1,1,469800,111600,5,linear
335,MAGMAUSDT,LinearPerpetual,Trading,MAGMA,USDT,1766732813000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,830000,1,1,830000,166000,5,linear
336,MANAUSDT,LinearPerpetual,Trading,MANA,USDT,1636329600000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,650000.0,0.1,0.1,650000.0,130000.0,5,linear
337,MANTAUSDT,LinearPerpetual,Trading,MANTA,USDT,1705575778000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,328740.0,0.1,0.1,328740.0,32880.0,5,linear
338,MASKUSDT,LinearPerpetual,Trading,MASK,USDT,1638444542000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,60000.0,0.1,0.1,60000.0,12000.0,5,linear
339,MAVIAUSDT,LinearPerpetual,Trading,MAVIA,USDT,1707297146000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,1350000.0,0.1,0.1,1350000.0,270000.0,5,linear
340,MAVUSDT,LinearPerpetual,Trading,MAV,USDT,1687945209000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.025,-0.025,False,,,,False,0.000001,19.999998,0.000001,3550000,1,1,3550000,710000,5,linear
341,MBOXUSDT,LinearPerpetual,Trading,MBOX,USDT,1705574743000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,400000,1,1,400000,80000,5,linear
342,MELANIAUSDT,LinearPerpetual,Trading,MELANIA,USDT,1737350019000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,850000.0,0.1,0.1,850000.0,170000.0,5,linear
343,MEMEUSDT,LinearPerpetual,Trading,MEME,USDT,1699001325000,0,,7,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.008,-0.008,False,,,,False,0.0000001,1.9999998,0.0000001,50000000,10,10,50000000,10000000,5,linear
344,MERLPERP,LinearPerpetual,Trading,MERL,USDC,1773913008000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.02,-0.02,False,,MERLUSDC,,False,0.00001,199.99998,0.00001,3700000,10,10,3700000,740000,5,linear
345,MERLUSDT,LinearPerpetual,Trading,MERL,USDT,1713524541000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,1950000.0,0.1,0.1,1950000.0,390000.0,5,linear
346,METISUSDT,LinearPerpetual,Trading,METIS,USDT,1704207924000,0,,3,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.001,19999.998,0.001,18500.00,0.01,0.01,18500.00,3700.00,5,linear
347,METUSDT,LinearPerpetual,Trading,MET,USDT,1760090046000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.01,-0.01,False,,,,False,0.00001,199.99998,0.00001,1875000.0,0.1,0.1,1875000.0,375000.0,5,linear
348,MEUSDT,LinearPerpetual,Trading,ME,USDT,1732521795000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,1200000,1,1,1200000,240000,5,linear
349,MEWUSDT,LinearPerpetual,Trading,MEW,USDT,1713863741000,0,,7,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0000001,1.9999998,0.0000001,475000000,100,100,475000000,95000000,5,linear
350,MINAUSDT,LinearPerpetual,Trading,MINA,USDT,1649228613000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,677640.0,0.1,0.1,677640.0,150000.0,5,linear
351,MIRAUSDT,LinearPerpetual,Trading,MIRA,USDT,1758890551000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,1450000.0,0.1,0.1,1450000.0,290000.0,5,linear
352,MITOUSDT,LinearPerpetual,Trading,MITO,USDT,1756462419000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,innovation,False,0.00001,199.99998,0.00001,500000,1,1,500000,100000,5,linear
353,MLNUSDT,LinearPerpetual,Trading,MLN,USDT,1744185886000,0,,3,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,innovation,False,0.001,19999.998,0.001,12500.0,0.1,0.1,12500.0,2500.0,5,linear
354,MMTUSDT,LinearPerpetual,Trading,MMT,USDT,1761556943000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,300000,1,1,300000,60000,5,linear
355,MNTPERP,LinearPerpetual,Trading,MNT,USDC,1713962898000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDC,none,0.02,-0.02,False,,MNTUSDC,,False,0.0001,1999.9998,0.0001,100000.0,0.1,0.1,100000.0,20000.0,5,linear
356,MNTUSDT,LinearPerpetual,Trading,MNT,USDT,1696225255000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.00010,1999.99980,0.00010,250000.0,0.1,0.1,250000.0,50000.0,5,linear
357,MNTUSDT-01MAY26,LinearFutures,Trading,MNT,USDT,1775808000000,1777622400000,0,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.0001,1999.9998,0.0001,156000.0,0.1,0.1,156000.0,31200.0,5,linear
358,MNTUSDT-08MAY26,LinearFutures,Trading,MNT,USDT,1776412800000,1778227200000,0,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.0001,1999.9998,0.0001,156000.0,0.1,0.1,156000.0,31200.0,5,linear
359,MNTUSDT-24APR26,LinearFutures,Trading,MNT,USDT,1772784000000,1777017600000,0,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.0001,1999.9998,0.0001,156000.0,0.1,0.1,156000.0,31200.0,5,linear
