,symbol,contractType,status,baseCoin,quoteCoin,launchTime,deliveryTime,deliveryFeeRate,priceScale,leverageFilter,unifiedMarginTrade,fundingInterval,settleCoin,copyTrading,upperFundingRate,lowerFundingRate,isPreListing,preListingInfo,displayName,symbolType,forbidUplWithdrawal,priceFilter.minPrice,priceFilter.maxPrice,priceFilter.tickSize,lotSizeFilter.maxOrderQty,lotSizeFilter.minOrderQty,lotSizeFilter.qtyStep,lotSizeFilter.postOnlyMaxOrderQty,lotSizeFilter.maxMktOrderQty,lotSizeFilter.minNotionalValue,category
451,RESOLVUSDT,LinearPerpetual,Trading,RESOLV,USDT,1749561099000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,475500,1,1,475500,95100,5,linear
452,REZUSDT,LinearPerpetual,Trading,REZ,USDT,1715154797000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,9000000,1,1,9000000,1800000,5,linear
453,RIVERUSDT,LinearPerpetual,Trading,RIVER,USDT,1761136287000,0,,3,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,True,0.001,19999.998,0.001,27500.0,0.1,0.1,27500.0,5500.0,5,linear
454,RLCUSDT,LinearPerpetual,Trading,RLC,USDT,1679468899000,0,,4,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,480,USDT,both,0.04,-0.04,False,,,,False,0.0001,1999.9998,0.0001,86380.0,0.1,0.1,86380.0,8640.0,5,linear
455,RLUSDUSDT,LinearPerpetual,Trading,RLUSD,USDT,1758895535000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,125000,1,1,125000,25000,5,linear
456,ROAMUSDT,LinearPerpetual,Trading,ROAM,USDT,1741333231000,0,,6,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.05,-0.05,False,,,innovation,False,0.000001,19.999998,0.000001,92000,1,1,92000,36000,5,linear
457,ROBOUSDT,LinearPerpetual,Trading,ROBO,USDT,1772011862000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,3125000,10,10,3125000,625000,5,linear
458,RONINUSDT,LinearPerpetual,Trading,RONIN,USDT,1739430673000,0,,5,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,325000.0,0.1,0.1,325000.0,65000.0,5,linear
459,ROSEUSDT,LinearPerpetual,Trading,ROSE,USDT,1642140231000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,3298400,1,1,3298400,334300,5,linear
460,RPLUSDT,LinearPerpetual,Trading,RPL,USDT,1677655946000,0,,4,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,both,0.04,-0.04,False,,,,False,0.0001,1999.9998,0.0001,33000.00,0.01,0.01,33000.00,6600.00,5,linear
461,RSRUSDT,LinearPerpetual,Trading,RSR,USDT,1638286101000,0,,7,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.0000001,1.9999998,0.0000001,5950000,10,10,5950000,1190000,5,linear
462,RUNEUSDT,LinearPerpetual,Trading,RUNE,USDT,1638144000000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,183030.0,0.1,0.1,183030.0,44260.0,5,linear
463,RVNUSDT,LinearPerpetual,Trading,RVN,USDT,1641454067000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,7014500,1,1,7014500,1582300,5,linear
464,SAFEUSDT,LinearPerpetual,Trading,SAFE,USDT,1714382689000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,750000.0,0.1,0.1,750000.0,150000.0,5,linear
465,SAGAUSDT,LinearPerpetual,Trading,SAGA,USDT,1712662154000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,1250000.0,0.1,0.1,1250000.0,250000.0,5,linear
466,SAHARAPERP,LinearPerpetual,Trading,SAHARA,USDC,1753945195000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,SAHARAUSDC,,False,0.000001,19.999998,0.000001,1550000,10,10,1550000,310000,5,linear
467,SAHARAUSDT,LinearPerpetual,Trading,SAHARA,USDT,1750417893000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,5500000,1,1,5500000,1100000,5,linear
468,SANDUSDT,LinearPerpetual,Trading,SAND,USDT,1635724800000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.00001,199.99998,0.00001,2086500,1,1,2086500,253900,5,linear
469,SAPIENUSDT,LinearPerpetual,Trading,SAPIEN,USDT,1755710378000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,1850000,1,1,1850000,370000,5,linear
470,SCRTUSDT,LinearPerpetual,Trading,SCRT,USDT,1648633843000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,555000.0,0.1,0.1,555000.0,111000.0,5,linear
471,SCRUSDT,LinearPerpetual,Trading,SCR,USDT,1728390358000,0,,5,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,750000.0,0.1,0.1,750000.0,150000.0,5,linear
472,SCUSDT,LinearPerpetual,Trading,SC,USDT,1638285958000,0,,7,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,,False,0.0000001,1.9999998,0.0000001,26500000,10,10,26500000,5300000,5,linear
473,SEIPERP,LinearPerpetual,Trading,SEI,USDC,1753945422000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,SEIUSDC,,False,0.00001,199.99998,0.00001,400000,1,1,400000,80000,5,linear
474,SEIUSDT,LinearPerpetual,Trading,SEI,USDT,1692156527000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.00001,199.99998,0.00001,2454600,1,1,2454600,245500,5,linear
475,SENTUSDT,LinearPerpetual,Trading,SENT,USDT,1763190588000,0,,6,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.015,-0.015,False,,,,False,0.000001,19.999998,0.000001,9000000,10,10,9000000,1800000,5,linear
476,SHELLUSDT,LinearPerpetual,Trading,SHELL,USDT,1739777623000,0,,5,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,both,0.04,-0.04,False,,,,False,0.00001,199.99998,0.00001,592000,1,1,592000,118400,5,linear
477,SHIB1000PERP,LinearPerpetual,Trading,SHIB1000,USDC,1715333309000,0,,6,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDC,none,0.008,-0.008,False,,SHIB1000USDC,,False,0.000001,19.999998,0.000001,5000000,10,10,5000000,1000000,5,linear
478,SHIB1000USDT,LinearPerpetual,Trading,SHIB1000,USDT,1634688000000,0,,6,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.000001,19.999998,0.000001,134076000,10,10,134076000,15555000,5,linear
479,SIGNUSDT,LinearPerpetual,Trading,SIGN,USDT,1745838563000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,60,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,280000,10,10,280000,150000,5,linear
480,SIRENUSDT,LinearPerpetual,Trading,SIREN,USDT,1742613642000,0,,5,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.05,-0.05,False,,,innovation,False,0.00001,199.99998,0.00001,100000,1,1,100000,40000,5,linear
481,SKLUSDT,LinearPerpetual,Trading,SKL,USDT,1647937788000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,2291900,1,1,2291900,348100,5,linear
482,SKRUSDT,LinearPerpetual,Trading,SKR,USDT,1768904987000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,,False,0.000001,19.999998,0.000001,15600000,10,10,15600000,3120000,5,linear
483,SKYUSDT,LinearPerpetual,Trading,SKY,USDT,1754900886000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,8500000,10,10,8500000,1700000,5,linear
484,SLPUSDT,LinearPerpetual,Trading,SLP,USDT,1637164800000,0,,7,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.025,-0.025,False,,,,False,0.0000001,1.9999998,0.0000001,80000000,10,10,80000000,16000000,5,linear
485,SNTUSDT,LinearPerpetual,Trading,SNT,USDT,1698913694000,0,,6,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.000001,19.999998,0.000001,2670000,10,10,2670000,267000,5,linear
486,SNXUSDT,LinearPerpetual,Trading,SNX,USDT,1639357278000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,175120.0,0.1,0.1,175120.0,35660.0,5,linear
487,SOLAYERUSDT,LinearPerpetual,Trading,SOLAYER,USDT,1739283176000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,1600000,1,1,1600000,320000,5,linear
488,SOLPERP,LinearPerpetual,Trading,SOL,USDC,1659657600000,0,,3,"{'minLeverage': '1', 'maxLeverage': '66.67', 'leverageStep': '0.01'}",True,480,USDC,none,0.005,-0.005,False,,SOLUSDC,,False,0.010,199999.980,0.010,1500.0,0.1,0.1,1500.0,300.0,5,linear
489,SOLUSDT,LinearPerpetual,Trading,SOL,USDT,1634256000000,0,,3,"{'minLeverage': '1', 'maxLeverage': '100.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.005,-0.005,False,,,,False,0.010,199999.980,0.010,96000.0,0.1,0.1,96000.0,12000.0,5,linear
490,SOLUSDT-01MAY26,LinearFutures,Trading,SOL,USDT,1775808000000,1777622400000,0,2,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.01,199999.98,0.01,1000.00,0.01,0.01,1000.00,200.00,5,linear
491,SOLUSDT-08MAY26,LinearFutures,Trading,SOL,USDT,1776412800000,1778227200000,0,2,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.01,199999.98,0.01,1000.00,0.01,0.01,1000.00,200.00,5,linear
492,SOLUSDT-24APR26,LinearFutures,Trading,SOL,USDT,1772784000000,1777017600000,0,2,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.01,199999.98,0.01,1000.00,0.01,0.01,1000.00,200.00,5,linear
493,SOLUSDT-29MAY26,LinearFutures,Trading,SOL,USDT,1775203200000,1780041600000,0,2,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.01,199999.98,0.01,1000.00,0.01,0.01,1000.00,200.00,5,linear
494,SOLVUSDT,LinearPerpetual,Trading,SOLV,USDT,1737109311000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,7000000,1,1,7000000,1400000,5,linear
495,SOMIUSDT,LinearPerpetual,Trading,SOMI,USDT,1756823941000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.008,-0.008,False,,,,False,0.00001,199.99998,0.00001,1200000.0,0.1,0.1,1200000.0,240000.0,5,linear
496,SONICUSDT,LinearPerpetual,Trading,SONIC,USDT,1736252695000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,1200000,1,1,1200000,240000,5,linear
497,SOONUSDT,LinearPerpetual,Trading,SOON,USDT,1747990696000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,60,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,600000,1,1,600000,120000,5,linear
498,SOPHUSDT,LinearPerpetual,Trading,SOPH,USDT,1748437483000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,16500000,10,10,16500000,3300000,5,linear
499,SOSOUSDT,LinearPerpetual,Trading,SOSO,USDT,1750936079000,0,,4,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,innovation,False,0.0001,1999.9998,0.0001,105000,1,1,105000,21000,5,linear
