,base-currency,quote-currency,price-precision,amount-precision,symbol-partition,symbol,state,value-precision,min-order-amt,max-order-amt,min-order-value,limit-order-min-order-amt,limit-order-max-order-amt,limit-order-max-buy-amt,limit-order-max-sell-amt,buy-limit-must-less-than,sell-limit-must-greater-than,sell-market-min-order-amt,sell-market-max-order-amt,buy-market-max-order-value,market-sell-order-rate-must-less-than,market-buy-order-rate-must-less-than,api-trading,tags,leverage-ratio,super-margin-leverage-ratio,max-order-value,funding-leverage-ratio
575,rez,usdt,5,4,main,rezusdt,online,8,0.1,1724137.0,10.0,0.1,1724137.0,1724137.0,1724137.0,1.1,0.9,0.1,24444680.0,100000.0,0.1,0.1,enabled,,,,,
576,aac,usdt,7,2,main,aacusdt,offline,8,1.0,974658869.0,10.0,1.0,974658869.0,974658869.0,974658869.0,1.1,0.9,1.0,97465886.0,100000.0,0.1,0.1,enabled,,,,,
577,doge,usdd,6,2,main,dogeusdd,offline,8,1.0,6937121.0,10.0,1.0,6937121.0,6937121.0,6937121.0,1.1,0.9,1.0,693712.0,100000.0,0.1,0.1,enabled,zerofee,,,,
578,bbf,usdt,6,4,main,bbfusdt,offline,8,1.0,100000000.0,10.0,1.0,100000000.0,100000000.0,100000000.0,1.1,0.9,1.0,69339764.0,50000.0,0.1,0.1,enabled,st,,,,
579,ogo,ht,6,2,st,ogoht,offline,8,1.0,40000000.0,0.1,1.0,40000000.0,40000000.0,40000000.0,1.1,0.9,1.0,4000000.0,15000.0,0.1,0.1,enabled,,,,,
580,kava,btc,8,2,main,kavabtc,offline,8,0.01,522165.0,0.0001,0.01,522165.0,522165.0,522165.0,1.1,0.9,0.01,52216.0,5.0,0.1,0.1,enabled,,,,,
581,baby,usdt,6,4,main,babyusdt,online,8,0.1,14285000.0,10.0,0.1,14285000.0,14285000.0,14285000.0,1.1,0.9,0.1,3101226.0,50000.0,0.05,0.05,enabled,,,,,
582,io,usdt,4,4,main,iousdt,online,8,0.01,333333.0,10.0,0.01,333333.0,333333.0,333333.0,1.1,0.9,0.01,822809.0,100000.0,0.1,0.1,enabled,,3.0,,,
583,link,usdc,4,2,main,linkusdc,offline,8,0.01,132117.0,10.0,0.01,132117.0,132117.0,132117.0,1.1,0.9,0.01,13211.0,100000.0,0.1,0.1,enabled,,,,,
584,ach,usdt,6,4,main,achusdt,online,8,1.0,166666666.0,10.0,1.0,166666666.0,166666666.0,166666666.0,1.1,0.9,1.0,15592797.0,100000.0,0.1,0.1,enabled,,3.0,,,
585,cusd,usdt,4,4,main,cusdusdt,offline,8,0.01,1004924.0,10.0,0.01,1004924.0,1004924.0,1004924.0,1.1,0.9,0.01,100222.0,100000.0,0.1,0.1,enabled,st,,,,
586,1inch,usdt,6,4,main,1inchusdt,online,8,0.1,14925373.0,10.0,0.1,14925373.0,14925373.0,14925373.0,1.1,0.9,0.1,1024064.0,100000.0,0.1,0.1,enabled,,2.0,,,
587,jto,usdt,4,4,main,jtousdt,online,8,0.01,328947.0,10.0,0.01,328947.0,328947.0,328947.0,1.1,0.9,0.01,301801.0,100000.0,0.1,0.1,enabled,,,,,
588,tt,btc,10,2,main,ttbtc,offline,8,1.0,100000000.0,0.0001,1.0,100000000.0,100000000.0,100000000.0,1.1,0.9,1.0,10000000.0,2.5,0.1,0.1,enabled,,,,,
589,rsr,usdt,6,2,main,rsrusdt,online,8,1.0,650000000.0,10.0,1.0,650000000.0,650000000.0,650000000.0,1.1,0.9,1.0,57021023.0,100000.0,0.1,0.1,enabled,,,,,
590,apt,usdd,4,4,main,aptusdd,offline,8,0.01,222222.0,10.0,0.01,222222.0,222222.0,222222.0,1.1,0.9,0.01,22222.0,100000.0,0.1,0.1,enabled,zerofee,,,,
591,ckb,usdt,6,2,main,ckbusdt,online,8,1.0,140000000.0,10.0,1.0,140000000.0,140000000.0,140000000.0,1.1,0.9,1.0,123762376.0,200000.0,0.1,0.1,enabled,,,,,
592,gas,usdt,4,4,main,gasusdt,online,8,0.01,366300.0,10.0,0.01,366300.0,366300.0,366300.0,1.1,0.9,0.01,56360.0,100000.0,0.1,0.1,enabled,,,,,
593,anon,usdt,6,4,main,anonusdt,offline,8,1.0,20000000.0,10.0,1.0,20000000.0,20000000.0,20000000.0,1.1,0.9,1.0,1000000.0,50000.0,0.1,0.1,enabled,st,,,,
594,loot,usdt,4,4,main,lootusdt,offline,8,0.01,1250000.0,10.0,0.01,1250000.0,1250000.0,1250000.0,1.1,0.9,0.01,125000.0,100000.0,0.1,0.1,enabled,,,,,
595,lbp,usdt,7,4,main,lbpusdt,offline,8,0.1,66666666.0,10.0,0.1,66666666.0,66666666.0,66666666.0,1.1,0.9,0.1,6666666.0,100000.0,0.1,0.1,enabled,,,,,
596,fil,usdd,4,4,main,filusdd,offline,8,0.0001,182919.0,10.0,0.0001,182919.0,182919.0,182919.0,1.1,0.9,0.0001,18291.0,100000.0,0.1,0.1,enabled,zerofee,,,,
597,apt,usdt,4,4,main,aptusdt,online,8,0.01,222222.0,1.0,0.01,222222.0,222222.0,222222.0,1.1,0.9,0.01,101837.0,100000.0,0.1,0.1,enabled,,3.0,,,
598,soul,usdt,7,4,main,soulusdt,offline,8,0.1,10000000.0,10.0,0.1,10000000.0,10000000.0,10000000.0,1.1,0.9,0.1,1000000.0,100000.0,0.1,0.1,enabled,,,,,
599,sofi,eth,8,4,main,sofieth,offline,8,0.001,373538.0,0.001,0.001,373538.0,373538.0,373538.0,1.1,0.9,0.001,37353.0,47.0,0.1,0.1,enabled,,,,,
600,dep,usdt,6,4,main,depusdt,offline,8,0.1,72674418.0,10.0,0.1,72674418.0,72674418.0,72674418.0,1.25,0.75,0.1,84602368.0,100000.0,0.1,0.1,enabled,st,,,,
601,voxel,usdt,4,4,main,voxelusdt,online,8,0.001,724637.0,10.0,0.001,724637.0,724637.0,724637.0,1.25,0.75,0.001,13822115.0,100000.0,0.1,0.1,enabled,st,,,,
602,uma,btc,6,4,main,umabtc,offline,8,0.0001,57000.0,0.0001,0.0001,57000.0,57000.0,57000.0,1.1,0.9,0.0001,5700.0,9.0,0.1,0.1,enabled,,,,,
603,ardr,btc,8,2,main,ardrbtc,offline,8,1.0,6000000.0,0.0001,1.0,6000000.0,6000000.0,6000000.0,1.1,0.9,1.0,600000.0,5.0,0.1,0.1,enabled,,,,,
604,saros,usdt,7,4,main,sarosusdt,online,8,1.0,100000000.0,10.0,1.0,100000000.0,100000000.0,100000000.0,1.25,0.75,1.0,133035641.0,100000.0,0.1,0.1,enabled,st,,,,
605,whale,btc,8,4,main,whalebtc,offline,8,0.0001,38461.0,0.0001,0.0001,38461.0,38461.0,38461.0,1.1,0.9,0.0001,3846.0,5.0,0.1,0.1,enabled,,,,,
606,giggle,usdt,2,6,main,giggleusdt,online,8,0.0001,7917.0,10.0,0.0001,7917.0,7917.0,7917.0,1.1,0.9,0.0001,1192.0,50000.0,0.05,0.05,enabled,innovate,3.0,,,
607,gof,btc,8,2,st,gofbtc,offline,8,0.01,1666666.0,0.0001,0.01,1666666.0,1666666.0,1666666.0,1.1,0.9,0.01,166666.0,9.0,0.1,0.1,enabled,,,,,
608,id,usdt,4,4,main,idusdt,online,8,0.1,4045307.0,10.0,0.1,4045307.0,4045307.0,4045307.0,1.1,0.9,0.1,2999478.0,100000.0,0.1,0.1,enabled,,,,,
609,band,eth,6,2,main,bandeth,offline,8,0.01,90000.0,0.001,0.01,90000.0,90000.0,90000.0,1.1,0.9,0.01,9000.0,360.0,0.1,0.1,enabled,,,,,
610,gno,btc,6,4,main,gnobtc,offline,8,0.0001,5263.0,0.0001,0.0001,5263.0,5263.0,5263.0,1.1,0.9,0.0001,526.0,3.0,0.1,0.1,enabled,,,,,
611,znt,usdt,4,4,st,zntusdt,offline,8,0.01,3333333.0,10.0,0.01,3333333.0,3333333.0,3333333.0,1.1,0.9,0.01,333333.0,100000.0,0.1,0.1,enabled,,,,,
612,bitci,usdt,6,4,main,bitciusdt,offline,8,1.0,97847358.0,10.0,1.0,97847358.0,97847358.0,97847358.0,1.1,0.9,1.0,9784735.0,100000.0,0.1,0.1,enabled,,,,,
613,xrt,btc,7,4,main,xrtbtc,offline,8,0.0001,20000.0,0.0001,0.0001,20000.0,20000.0,20000.0,1.1,0.9,0.0001,2000.0,8.0,0.1,0.1,enabled,,,,,
614,woo,btc,8,2,main,woobtc,offline,8,0.1,50000000.0,0.0001,0.1,50000000.0,50000000.0,50000000.0,1.1,0.9,0.1,5000000.0,7.0,0.1,0.1,enabled,,,,,
615,steem,usdt,4,4,main,steemusdt,online,8,0.01,300000.0,10.0,0.01,300000.0,300000.0,300000.0,1.1,0.9,0.01,335252.0,20000.0,0.05,0.05,enabled,,,,,
616,super,usdt,4,4,main,superusdt,online,8,0.001,588235.0,10.0,0.001,588235.0,588235.0,588235.0,1.1,0.9,0.001,796950.0,100000.0,0.1,0.1,enabled,,,,,
617,tpy,usdt,4,4,main,tpyusdt,offline,8,0.1,1511265.0,10.0,0.1,1511265.0,1511265.0,1511265.0,1.1,0.9,0.1,151126.0,100000.0,0.1,0.1,enabled,,,,,
618,dexe,usdt,4,4,main,dexeusdt,online,8,0.01,250626.0,10.0,0.01,250626.0,250626.0,250626.0,1.1,0.9,0.01,7638.0,100000.0,0.1,0.1,enabled,,,,,
619,weeth,eth,4,4,main,weetheth,online,8,0.0001,273.0,0.01,0.0001,273.0,273.0,273.0,1.1,0.9,0.0001,27.0,27.0,0.1,0.1,enabled,,,,,
620,hbar,usdt,6,2,main,hbarusdt,online,8,0.1,28813461.0,1.0,0.1,28813461.0,28813461.0,28813461.0,1.1,0.9,0.1,1108923.0,100000.0,0.1,0.1,enabled,,3.0,,,
621,szn,usdt,6,4,main,sznusdt,offline,8,1.0,114942528.0,10.0,1.0,114942528.0,114942528.0,114942528.0,1.1,0.9,1.0,593701600.0,50000.0,0.05,0.05,enabled,st,,,,
622,ani,usdt,6,4,main,aniusdt,offline,8,1.0,30998140.0,10.0,1.0,30998140.0,30998140.0,30998140.0,1.25,0.75,1.0,87759462.0,50000.0,0.05,0.05,enabled,st,,,,
623,xmx,btc,12,2,st,xmxbtc,offline,8,1.0,1300000000.0,0.0001,1.0,1300000000.0,1300000000.0,1300000000.0,1.1,0.9,1.0,130000000.0,7.0,0.1,0.1,enabled,hadax,,,,
624,revo,usdt,8,4,main,revousdt,offline,8,0.01,1666666.0,10.0,0.01,1666666.0,1666666.0,1666666.0,1.1,0.9,0.01,166666.0,100000.0,0.1,0.1,enabled,,,,,
625,xno,btc,7,2,main,nanobtc,offline,8,0.01,100000.0,0.0001,0.01,100000.0,100000.0,100000.0,1.1,0.9,0.01,10000.0,2.0,0.1,0.1,enabled,,,,,
626,beth,eth,4,4,main,betheth,offline,8,0.0001,1710.0,0.001,0.0001,1710.0,1710.0,1710.0,1.1,0.9,0.0001,171.0,171.0,0.1,0.1,enabled,,,,,
627,bbl,usdt,5,4,main,bblusdt,offline,8,1.0,20000000.0,10.0,1.0,20000000.0,20000000.0,3230337.0786,1.1,0.9,1.0,3230337.0786,100000.0,0.1,0.1,enabled,"st,abnormalmarket",,,,
628,ftt,usdd,4,4,main,fttusdd,offline,8,0.01,636942.0,10.0,0.01,636942.0,636942.0,636942.0,1.1,0.9,0.01,63694.0,100000.0,0.1,0.1,enabled,zerofee,,,,
629,ftt,usdt,4,4,main,fttusdt,online,8,0.01,700000.0,10.0,0.01,700000.0,700000.0,700000.0,1.1,0.9,0.01,648060.0,200000.0,0.1,0.1,enabled,,,,,
630,cfx,usdt,5,4,main,cfxusdt,online,8,0.1,3293807.0,10.0,0.1,3293807.0,3293807.0,3293807.0,1.1,0.9,0.1,1578001.0,100000.0,0.1,0.1,enabled,,3.0,,,
631,elx,usdt,6,4,main,elxusdt,offline,8,1.0,20000000.0,10.0,1.0,20000000.0,20000000.0,20000000.0,1.25,0.75,1.0,15169902.0,50000.0,0.05,0.05,enabled,st,,,,
632,seele,btc,10,2,st,seelebtc,offline,8,1.0,450000000.0,0.0001,1.0,450000000.0,450000000.0,450000000.0,1.1,0.9,1.0,45000000.0,15.0,0.1,0.1,enabled,hadax,,,,
633,flux,usdt,4,4,main,fluxusdt,online,8,0.1,1000000.0,10.0,0.1,1000000.0,1000000.0,1000000.0,1.1,0.9,0.1,1536816.0,100000.0,0.1,0.1,enabled,,,,,
634,like,usdt,6,4,main,likeusdt,offline,8,0.1,22050716.0,10.0,0.1,22050716.0,22050716.0,22050716.0,1.25,0.75,0.1,61274509.0,100000.0,0.1,0.1,enabled,st,,,,
635,b2,usdt,4,4,main,b2usdt,online,8,0.1,1525087.0,10.0,0.1,1525087.0,1525087.0,1525087.0,1.1,0.9,0.1,78526.0,50000.0,0.05,0.05,enabled,,,,,
636,jst,btc,10,2,main,jstbtc,offline,8,1.0,17100000.0,0.0001,1.0,17100000.0,17100000.0,17100000.0,1.1,0.9,1.0,1710000.0,12.0,0.1,0.1,enabled,,,,,
637,zec,husd,2,4,main,zechusd,offline,8,0.001,20000.0,1.0,0.001,20000.0,20000.0,20000.0,1.1,0.9,0.001,2000.0,140000.0,0.1,0.1,enabled,,,,,
638,hc,usdt,4,4,main,hcusdt,offline,8,0.01,20000.0,10.0,0.01,20000.0,20000.0,20000.0,1.1,0.5,0.01,2000.0,1000000.0,0.1,0.1,enabled,,,,,
639,arv,usdt,8,2,main,arvusdt,offline,8,1.0,2864508736.0,10.0,1.0,2864508736.0,2864508736.0,2864508736.0,1.1,0.9,1.0,286450873.0,100000.0,0.1,0.1,enabled,,,,,
640,eth3s,usdt,10,4,main,eth3susdt,offline,8,0.01,2809911639.0884,10.0,0.01,2809911639.0884,2809911639.0884,2809911639.0884,1.5,0.5,0.01,2809911639.0884,2500.0,0.1,0.1,enabled,"etp,nav,holdinglimit,activities",,,2500.0,
641,xch,usdt,4,4,main,xchusdt,online,8,0.0001,790.0,10.0,0.0001,790.0,790.0,790.0,1.1,0.9,0.0001,43478.0,100000.0,0.1,0.1,enabled,,3.0,,,
642,merl,usdt,4,4,main,merlusdt,online,8,0.1,2500000.0,10.0,0.1,2500000.0,2500000.0,2500000.0,1.1,0.9,0.1,2697314.0,100000.0,0.1,0.1,enabled,,3.0,,,
643,bigtime,usdt,5,4,main,bigtimeusdt,online,8,1.0,10000000.0,10.0,1.0,10000000.0,10000000.0,10000000.0,1.1,0.9,1.0,3535089.0,50000.0,0.05,0.05,enabled,,3.0,,,
644,bake,usdt,6,4,main,bakeusdt,offline,8,0.1,3484320.0,10.0,0.1,3484320.0,3484320.0,3484320.0,1.25,0.75,0.1,26031056.0,100000.0,0.1,0.1,enabled,st,,,,
645,usdd,usdt,5,4,main,usddusdt,online,8,0.01,1004722.0,10.0,0.01,1004722.0,1004722.0,1004722.0,1.1,0.9,0.01,100000.0,100000.0,0.01,0.01,enabled,zerofee,3.0,,,
646,skl,eth,8,2,main,skleth,offline,8,0.01,1511715.0,0.001,0.01,1511715.0,1511715.0,1511715.0,1.1,0.9,0.01,151171.0,172.0,0.1,0.1,enabled,,,,,
647,synd,usdt,4,4,main,syndusdt,online,8,0.1,4088307.0,10.0,0.1,4088307.0,4088307.0,4088307.0,1.1,0.9,0.1,1222104.0,50000.0,0.05,0.05,enabled,,,,,
648,amu,usdt,5,2,main,amuusdt,offline,8,1.0,50000000.0,10.0,1.0,50000000.0,50000000.0,50000000.0,1.1,0.9,1.0,5000000.0,100000.0,0.1,0.1,enabled,st,,,,
649,oldnormie,usdt,6,4,main,oldnormieusdt,offline,8,0.1,9000000.0,10.0,0.1,9000000.0,9000000.0,9000000.0,1.1,0.9,0.1,900000.0,100000.0,0.1,0.1,enabled,,,,,
650,ctxc,usdt,4,4,main,ctxcusdt,offline,8,0.1,500000.0,10.0,0.1,500000.0,500000.0,500000.0,1.25,0.75,0.1,9961022.0,100000.0,0.1,0.1,enabled,st,,,,
651,stt,usdt,4,4,main,sttusdt,offline,8,0.01,1000000.0,10.0,0.01,1000000.0,1000000.0,1000000.0,1.1,0.9,0.01,1474075.0,100000.0,0.1,0.1,enabled,st,,,,
652,cspr,usdt,6,1,main,csprusdt,online,8,0.1,33333333.0,10.0,0.1,33333333.0,33333333.0,33333333.0,1.1,0.9,0.1,32214238.0,100000.0,0.1,0.1,enabled,,,,,
653,pepe,usdt,12,2,main,pepeusdt,online,8,1.0,10240655401945.0,1.0,1.0,10240655401945.0,10240655401945.0,10240655401945.0,1.1,0.9,1.0,17735277736.0,70000.0,0.1,0.1,enabled,,3.0,3.0,,
654,capo,usdt,6,4,main,capousdt,offline,8,1.0,70791197.0,10.0,1.0,70791197.0,70791197.0,70791197.0,1.1,0.9,1.0,7079119.0,100000.0,0.1,0.1,enabled,,,,,
655,edgen,usdt,5,4,main,edgenusdt,online,8,1.0,40000000.0,10.0,1.0,40000000.0,40000000.0,40000000.0,1.25,0.75,1.0,22047546.0,50000.0,0.05,0.05,enabled,st,,,,
656,zks,btc,8,4,main,zksbtc,offline,8,0.001,288808.0,0.0001,0.001,288808.0,288808.0,288808.0,1.1,0.9,0.001,28880.0,3.0,0.1,0.1,enabled,,,,,
657,atom,usdd,4,3,main,atomusdd,offline,8,0.01,110497.0,10.0,0.01,110497.0,110497.0,110497.0,1.1,0.9,0.01,11049.0,101612.0,0.1,0.1,enabled,zerofee,,,,
658,trace,usdt,5,4,main,traceusdt,offline,8,0.01,2000000.0,10.0,0.01,2000000.0,9948096.8858,2000000.0,1.1,0.9,0.01,200000.0,5000.0,0.1,0.1,enabled,abnormalmarket,,,,
659,moodeng,usdt,5,4,main,moodengusdt,online,8,1.0,33955857.0,10.0,1.0,33955857.0,33955857.0,33955857.0,1.1,0.9,1.0,1718315.0,100000.0,0.1,0.1,enabled,,3.0,,,
660,kicks,usdt,7,4,main,kicksusdt,offline,8,1.0,200000000.0,10.0,1.0,200000000.0,200000000.0,200000000.0,1.1,0.9,1.0,20000000.0,100000.0,0.1,0.1,enabled,,,,,
661,cgpt,usdt,5,2,main,cgptusdt,online,8,1.0,23046784.0,10.0,1.0,23046784.0,23046784.0,23046784.0,1.1,0.9,1.0,4420526.0,100000.0,0.1,0.1,enabled,,3.0,,,
662,lsk,eth,6,4,main,lsketh,offline,8,0.001,50000.0,0.001,0.001,50000.0,50000.0,50000.0,1.1,0.9,0.001,5000.0,300.0,0.1,0.1,enabled,,,,,
663,ugas,btc,10,2,st,ugasbtc,offline,8,0.1,3300000.0,0.0001,0.1,3300000.0,3300000.0,3300000.0,1.1,0.9,0.1,330000.0,20.0,0.1,0.1,enabled,abnormalmarket,,,,
664,gmx,usdt,4,4,main,gmxusdt,online,8,0.001,26469.0,10.0,0.001,26469.0,26469.0,26469.0,1.1,0.9,0.001,15181.0,100000.0,0.1,0.1,enabled,,,,,
665,gt,ht,6,2,main,gtht,offline,8,0.1,1700000.0,0.1,0.1,1700000.0,1700000.0,1700000.0,1.1,0.9,0.1,170000.0,40000.0,0.1,0.1,enabled,,,,,
666,scr,usdt,4,4,main,scrusdt,online,8,0.01,769230.0,10.0,0.01,769230.0,769230.0,769230.0,1.1,0.9,0.01,2040997.0,100000.0,0.1,0.1,enabled,,,,,
667,ssp,btc,12,2,st,sspbtc,offline,8,1.0,129546357.6419,0.0001,1.0,129546357.6419,129546357.6419,129546357.6419,1.1,0.9,1.0,129546357.6419,0.0129,0.1,0.1,enabled,"griddisabled,st,hadax",,,1000.0,
668,ptc,btc,12,2,st,ptcbtc,offline,8,1.0,10000000.0,0.0001,1.0,10000000.0,10000000.0,614883.8295,1.1,0.95,1.0,614883.8295,100.0,0.05,0.1,enabled,"abnormalmarket,hadax",,,,
669,firo,usdt,4,4,main,firousdt,offline,8,0.01,614628.0,10.0,0.01,614628.0,614628.0,614628.0,1.1,0.9,0.01,158436.0,100000.0,0.1,0.1,enabled,st,,,,
670,pump,usdt,6,4,main,pumpusdt,online,8,1.0,170532060.0,1.0,1.0,170532060.0,170532060.0,170532060.0,1.1,0.9,1.0,25137161.0,50000.0,0.05,0.05,enabled,,3.0,,,
671,nu,usdt,4,2,st,nuusdt,offline,8,0.01,1767096.0,10.0,0.01,1767096.0,1767096.0,1767096.0,1.1,0.9,0.01,176709.0,100000.0,0.1,0.1,disabled,,,,,
672,near,usdt,4,2,main,nearusdt,online,8,0.01,465267.0,5.0,0.01,465267.0,465267.0,465267.0,1.1,0.9,0.01,71069.0,100000.0,0.1,0.1,enabled,,2.0,3.0,,
673,night,usdt,5,4,main,nightusdt,online,8,0.1,10000000.0,1.0,0.1,10000000.0,10000000.0,10000000.0,1.1,0.9,0.1,1345454.0,50000.0,0.05,0.05,enabled,,3.0,,,
674,eos,ht,6,4,main,eosht,offline,8,0.1,60000.0,0.1,0.1,60000.0,60000.0,60000.0,1.1,0.9,0.01,6000.0,5000.0,0.1,0.1,enabled,,,,,
675,stn,usdt,4,2,st,stnusdt,offline,8,0.01,4000000.0,10.0,0.01,4000000.0,4000000.0,4000000.0,1.1,0.9,0.01,400000.0,100000.0,0.1,0.1,enabled,,,,,
676,ven,eth,8,2,st,veneth,offline,8,0.01,100000.0,0.001,0.01,100000.0,100000.0,100000.0,1.1,0.9,0.01,10000.0,500.0,0.1,0.1,enabled,,,,,
677,mxc,usdt,8,2,main,mxcusdt,offline,8,1.0,30000000.0,10.0,1.0,30000000.0,30000000.0,30000000.0,1.1,0.9,1.0,5726236120.0,100000.0,0.1,0.1,enabled,"st,activities",,,,
678,glm,eth,8,2,main,glmeth,offline,8,0.1,8576329.0,0.001,0.1,8576329.0,8576329.0,8576329.0,1.1,0.9,0.1,857632.0,173.0,0.1,0.1,enabled,,,,,
679,bt1,btc,6,4,st,bt1btc,offline,8,0.001,10000.0,0.0001,0.001,10000.0,10000.0,10000.0,1.1,0.9,0.001,1000.0,100.0,0.1,0.1,enabled,,,,,
680,neiroeth,usdt,6,4,main,neiroethusdt,online,8,0.1,7267441.0,10.0,0.1,7267441.0,7267441.0,7267441.0,1.25,0.75,0.1,200000000.0,100000.0,0.1,0.1,enabled,st,,,,
681,npc,usdt,6,4,main,npcusdt,online,8,1.0,67294751.0,10.0,1.0,67294751.0,67294751.0,67294751.0,1.1,0.9,1.0,6245383.0,50000.0,0.05,0.05,enabled,innovate,3.0,,,
682,orbs,usdt,6,4,main,orbsusdt,online,8,1.0,25471217.0,10.0,1.0,25471217.0,25471217.0,25471217.0,1.1,0.9,1.0,11029799.0,100000.0,0.1,0.1,enabled,,,,,
683,mana,eth,8,0,main,manaeth,offline,8,1.0,10000000.0,0.001,1.0,10000000.0,10000000.0,10000000.0,1.1,0.9,1.0,500000.0,100.0,0.1,0.1,enabled,,,,,
684,bot,eth,4,4,st,boteth,offline,8,0.0001,1697.0,0.001,0.0001,1697.0,1697.0,1697.0,1.1,0.9,0.0001,169.0,272.0,0.1,0.1,enabled,,,,,
685,zama,usdt,6,4,main,zamausdt,online,8,1.0,23809523.0,10.0,1.0,23809523.0,23809523.0,23809523.0,1.1,0.9,1.0,1751478.0,50000.0,0.05,0.05,enabled,,3.0,,,
686,bssb,usdt,4,4,main,bssbusdt,offline,8,0.01,200000.0,10.0,0.01,200000.0,200000.0,200000.0,1.1,0.9,0.01,2414444.0,100000.0,0.1,0.1,enabled,st,,,,
687,arpa,ht,6,2,main,arpaht,offline,8,1.0,50000000.0,0.1,1.0,50000000.0,50000000.0,50000000.0,1.1,0.9,1.0,5000000.0,35000.0,0.1,0.1,enabled,,,,,
688,forth,btc,8,4,main,forthbtc,offline,8,0.0001,20523.0,0.0001,0.0001,20523.0,20523.0,20523.0,1.1,0.9,0.0001,2052.0,3.0,0.1,0.1,enabled,,,,,
689,sol,usdt,4,3,main,solusdt,online,8,0.01,5000.0,1.0,0.01,5000.0,5000.0,5000.0,1.1,0.9,0.01,2263.0,200000.0,0.02,0.02,enabled,,3.0,3.0,,
690,idt,btc,12,2,st,idtbtc,offline,8,1.0,20000000.0,0.0001,1.0,20000000.0,20000000.0,20000000.0,1.1,0.9,1.0,2000000.0,5.0,0.05,0.05,enabled,hadax,,,,
691,nuls,usdt,5,2,main,nulsusdt,offline,8,0.1,800000.0,10.0,0.1,800000.0,800000.0,800000.0,1.1,0.9,0.1,26118555.0,100000.0,0.1,0.1,enabled,st,,,,
692,lovely,usdt,6,4,main,lovelyusdt,offline,8,1.0,3000000.0,10.0,1.0,3000000.0,3000000.0,3000000.0,1.1,0.9,1.0,300000.0,100000.0,0.1,0.1,enabled,,,,,
693,bts,usdt,6,2,main,btsusdt,offline,8,0.1,5000000.0,10.0,0.1,5000000.0,5000000.0,5000000.0,1.1,0.9,0.1,500000.0,100000.0,0.1,0.1,enabled,,,,,
694,xan,usdt,5,4,main,xanusdt,online,8,1.0,20000000.0,10.0,1.0,20000000.0,20000000.0,20000000.0,1.1,0.9,1.0,5359556.0,50000.0,0.05,0.05,enabled,,3.0,,,
695,tnt,eth,8,0,st,tnteth,offline,8,1.0,242854.2772,0.001,1.0,242854.2772,242854.2772,242854.2772,1.05,0.95,1.0,242854.2772,0.4159,0.1,0.1,enabled,st,,,1000.0,
696,sps,usdt,6,4,main,spsusdt,offline,8,1.0,16880486.0,10.0,1.0,16880486.0,16880486.0,16880486.0,1.1,0.9,1.0,1688048.0,100000.0,0.1,0.1,enabled,,,,,
697,ost,btc,10,2,st,ostbtc,offline,8,0.1,137779.1676,0.0001,0.1,137779.1676,137779.1676,137779.1676,1.1,0.9,0.1,137779.1676,0.0129,0.1,0.1,enabled,st,,,1000.0,
698,mtn,eth,8,2,st,mtneth,offline,8,0.1,1000000.0,0.001,0.1,1000000.0,1000000.0,1000000.0,1.1,0.9,0.1,100000.0,500.0,0.1,0.1,enabled,,,,,
699,xvg,eth,8,2,main,xvgeth,offline,8,1.0,30000000.0,0.001,1.0,30000000.0,30000000.0,30000000.0,1.1,0.9,1.0,3000000.0,50.0,0.1,0.1,enabled,,,,,
700,nhbtc,eth,8,4,st,nhbtceth,offline,8,0.01,1111111.0,0.001,0.01,1111111.0,1111111.0,1111111.0,1.1,0.9,0.01,111111.0,169.0,0.1,0.1,enabled,,,,,
701,scrt,usdt,4,4,main,scrtusdt,online,8,0.001,111856.0,10.0,0.001,111856.0,111856.0,111856.0,1.1,0.9,0.001,695368.0,100000.0,0.1,0.1,enabled,,,,,
702,propy,btc,8,2,main,propybtc,offline,8,0.01,10000000.0,0.0001,0.01,10000000.0,10000000.0,10000000.0,1.1,0.9,0.01,1000000.0,70.0,0.1,0.1,enabled,,,,,
703,sol,eth,6,2,main,soleth,offline,8,0.01,474969.0,0.001,0.01,474969.0,474969.0,474969.0,1.1,0.9,0.01,47496.0,167.0,0.1,0.1,enabled,,,,,
704,borg,usdt,4,4,main,borgusdt,offline,8,0.1,6082725.0,10.0,0.1,6082725.0,6082725.0,6082725.0,1.1,0.9,0.1,490907.0,100000.0,0.1,0.1,enabled,st,,,,
705,ftm,usdc,4,4,main,ftmusdc,offline,8,0.001,3635041.0,10.0,0.001,3635041.0,3635041.0,3635041.0,1.1,0.9,0.001,363504.0,100000.0,0.1,0.1,enabled,,,,,
706,cho,usdt,5,4,main,chousdt,offline,8,1.0,28457598.0,10.0,1.0,28457598.0,28457598.0,28457598.0,1.1,0.9,1.0,40722379.0,100000.0,0.1,0.1,enabled,st,,,,
707,usdt,rub,2,1,main,usdtrub,offline,8,0.1,1000000.0,65.0,0.1,1000000.0,1000000.0,1000000.0,1.1,0.9,0.1,100000.0,6993006.0,0.1,0.1,enabled,"griddisabled,fiat",,,,
708,doge,eth,8,2,main,dogeeth,offline,8,1.0,200000000.0,0.001,1.0,200000000.0,200000000.0,200000000.0,1.1,0.9,1.0,20000000.0,500.0,0.1,0.1,enabled,,,,,
