,base-currency,quote-currency,price-precision,amount-precision,symbol-partition,symbol,state,value-precision,min-order-amt,max-order-amt,min-order-value,limit-order-min-order-amt,limit-order-max-order-amt,limit-order-max-buy-amt,limit-order-max-sell-amt,buy-limit-must-less-than,sell-limit-must-greater-than,sell-market-min-order-amt,sell-market-max-order-amt,buy-market-max-order-value,market-sell-order-rate-must-less-than,market-buy-order-rate-must-less-than,api-trading,tags,leverage-ratio,super-margin-leverage-ratio,max-order-value,funding-leverage-ratio
709,hsf,usdt,4,4,main,hsfusdt,offline,8,0.001,434216.0,10.0,0.001,434216.0,434216.0,434216.0,1.1,0.9,0.001,43421.0,100000.0,0.1,0.1,enabled,,,,,
710,elsa,usdt,4,4,main,elsausdt,online,8,0.1,4868549.0,10.0,0.1,4868549.0,4868549.0,4868549.0,1.1,0.9,0.1,675675.0,50000.0,0.05,0.05,enabled,,,,,
711,blz,btc,8,2,main,blzbtc,offline,8,0.1,8000000.0,0.0001,0.1,8000000.0,8000000.0,8000000.0,1.1,0.9,0.1,800000.0,10.0,0.1,0.1,enabled,,,,,
712,reef,btc,10,2,main,reefbtc,offline,8,0.1,44037343.0,0.0001,0.1,44037343.0,44037343.0,44037343.0,1.1,0.9,0.1,4403734.0,5.0,0.1,0.1,enabled,,,,,
713,dai,usdt,4,2,main,daiusdt,suspend,8,0.1,1000000.0,5.0,0.1,1000000.0,1000000.0,1000000.0,1.1,0.9,0.1,99996.0,100000.0,0.01,0.01,enabled,zerofee,,,,
714,bcx,btc,10,4,st,bcxbtc,offline,8,1.0,4882060.4116,0.0001,1.0,4882060.4116,4882060.4116,4882060.4116,1.1,0.9,1.0,4882060.4116,0.0129,0.1,0.1,enabled,"st,abnormalmarket",,,1000.0,
715,avacn,usdt,7,4,main,avacnusdt,offline,8,1.0,500000000.0,10.0,1.0,500000000.0,500000000.0,500000000.0,1.1,0.9,1.0,16231474947.0,100000.0,0.1,0.1,enabled,st,,,,
716,we,usdt,4,4,main,weusdt,offline,8,0.01,2000000.0,10.0,0.01,2000000.0,2000000.0,2000000.0,1.1,0.9,0.01,200000.0,100000.0,0.1,0.1,enabled,,,,,
717,alt,usdt,5,4,main,altusdt,online,8,1.0,10000000.0,10.0,1.0,10000000.0,10000000.0,10000000.0,1.1,0.9,1.0,2660189.0,20000.0,0.05,0.05,enabled,,,,,
718,eos,usdd,4,4,main,eosusdd,offline,8,0.1,862068.0,10.0,0.1,862068.0,862068.0,862068.0,1.1,0.9,0.1,86206.0,100000.0,0.1,0.1,enabled,zerofee,,,,
719,rvn,btc,10,2,main,rvnbtc,offline,8,1.0,59000000.0,0.0001,1.0,59000000.0,59000000.0,59000000.0,1.1,0.9,1.0,5900000.0,15.0,0.1,0.1,enabled,,,,,
720,bulla,usdt,5,4,main,bullausdt,offline,8,0.1,9460737.0,10.0,0.1,9460737.0,9460737.0,9460737.0,1.1,0.9,0.1,586968.0,50000.0,0.05,0.05,enabled,st,,,,
721,strx,usdt,5,4,main,strxusdt,online,8,1.0,15228812.0,10.0,1.0,15228812.0,15228812.0,15228812.0,1.1,0.9,1.0,243605.0,100000.0,0.05,0.05,enabled,,,,,
722,em,btc,10,2,main,embtc,offline,8,1.0,120000000.0,0.0001,1.0,120000000.0,120000000.0,120000000.0,1.1,0.9,1.0,12000000.0,7.0,0.1,0.1,enabled,,,,,
723,cta,usdt,5,4,main,ctausdt,online,8,0.1,4000000.0,10.0,0.1,4000000.0,4000000.0,4000000.0,1.1,0.9,0.1,8310749.0,100000.0,0.1,0.1,enabled,,,,,
724,hc,eth,6,4,main,hceth,offline,8,0.01,20000.0,0.001,0.01,20000.0,20000.0,20000.0,1.1,0.9,0.01,2000.0,500.0,0.1,0.1,enabled,,,,,
725,indi,usdt,4,4,st,indiusdt,offline,8,0.1,10000000.0,10.0,0.1,10000000.0,10000000.0,10000000.0,1.1,0.9,0.1,1000000.0,100000.0,0.1,0.1,enabled,,,,,
726,mt,btc,12,2,main,mtbtc,offline,8,1.0,125000000.0,0.0001,1.0,125000000.0,125000000.0,125000000.0,1.1,0.9,1.0,12500000.0,5.0,0.05,0.05,enabled,hadax,,,,
727,dyp,usdt,5,4,main,dypusdt,offline,8,0.1,3581661.0,10.0,0.1,3581661.0,3581661.0,3581661.0,1.25,0.75,0.1,52824988.0,100000.0,0.1,0.1,enabled,st,,,,
728,pai,usdt,6,4,st,paiusdt,offline,8,0.1,500000000.0,10.0,0.1,500000000.0,500000000.0,500000000.0,1.1,0.9,0.1,50000000.0,100000.0,0.1,0.1,enabled,,,,,
729,nada,usdt,6,4,main,nadausdt,offline,8,1.0,167897918.0,10.0,1.0,167897918.0,167897918.0,167897918.0,1.1,0.9,1.0,16789791.0,100000.0,0.1,0.1,enabled,,,,,
730,gof,eth,8,2,st,gofeth,offline,8,0.01,1666666.0,0.001,0.01,1666666.0,1666666.0,1666666.0,1.1,0.9,0.01,166666.0,275.0,0.1,0.1,enabled,,,,,
731,edu,btc,12,2,st,edubtc,offline,8,1.0,1000000000.0,0.0001,1.0,1000000000.0,1000000000.0,1000000000.0,1.1,0.9,1.0,100000000.0,7.0,0.1,0.1,enabled,abnormalmarket,,,,
732,ogo,usdt,6,2,st,ogousdt,offline,8,1.0,40000000.0,10.0,1.0,40000000.0,40000000.0,40000000.0,1.1,0.9,1.0,4000000.0,100000.0,0.1,0.1,enabled,,,,,
733,stpt,usdt,6,2,main,stptusdt,offline,8,1.0,35000000.0,10.0,1.0,35000000.0,35000000.0,35000000.0,1.1,0.9,1.0,1440239.0,100000.0,0.1,0.1,enabled,,,,,
734,egld,usdc,4,4,main,egldusdc,offline,8,0.0001,18286.0,10.0,0.0001,18286.0,18286.0,18286.0,1.1,0.9,0.0001,1828.0,100000.0,0.1,0.1,enabled,,,,,
735,ena,usdt,5,4,main,enausdt,online,8,1.0,16666666.0,1.0,1.0,16666666.0,16666666.0,16666666.0,1.1,0.9,1.0,801524.0,100000.0,0.1,0.1,enabled,,3.0,,,
736,ladys,usdt,10,2,main,ladysusdt,online,8,1.0,10886605121059.0,10.0,1.0,10886605121059.0,10886605121059.0,10886605121059.0,1.25,0.75,1.0,6453423120470.0,100000.0,0.1,0.1,enabled,st,,,,
737,ach,eth,8,2,main,acheth,offline,8,1.0,166666666.0,0.001,1.0,166666666.0,166666666.0,166666666.0,1.1,0.9,1.0,16666666.0,236.0,0.1,0.1,enabled,,,,,
738,1inch,eth,8,2,main,1incheth,offline,8,0.1,14925373.0,0.001,0.1,14925373.0,14925373.0,14925373.0,1.1,0.9,0.1,1492537.0,172.0,0.1,0.1,enabled,,,,,
739,uft,usdt,4,4,main,uftusdt,offline,8,0.1,2920560.0,10.0,0.1,2920560.0,2920560.0,15731.8741,1.1,0.95,0.1,15731.8741,100000.0,0.05,0.1,enabled,"st,abnormalmarket",,,,
740,ioi,btc,8,4,st,ioibtc,offline,8,0.001,206611.0,0.0001,0.001,206611.0,206611.0,206611.0,1.1,0.9,0.001,20661.0,3.0,0.1,0.1,enabled,,,,,
741,etc,ht,6,4,main,etcht,offline,8,0.01,50000.0,0.1,0.01,50000.0,50000.0,50000.0,1.1,0.9,0.01,5000.0,5000.0,0.1,0.1,enabled,,,,,
742,luna,usdt,4,4,main,lunausdt,online,8,0.01,1000000.0,10.0,0.01,1000000.0,1000000.0,1000000.0,1.1,0.9,0.01,1630280.0,100000.0,0.1,0.1,enabled,,,,,
743,mdx,eth,8,2,main,mdxeth,offline,8,0.01,398692.0,0.001,0.01,398692.0,398692.0,398692.0,1.1,0.9,0.01,39869.0,55.0,0.1,0.1,enabled,,,,,
744,zil,btc,10,2,main,zilbtc,offline,8,1.0,53000000.0,0.0001,1.0,53000000.0,53000000.0,53000000.0,1.1,0.9,1.0,5300000.0,10.0,0.1,0.1,enabled,,,,,
745,steem,eth,6,4,main,steemeth,offline,8,0.01,300000.0,0.001,0.01,300000.0,300000.0,300000.0,1.1,0.9,0.01,30000.0,1000.0,0.1,0.1,enabled,,,,,
746,nil,usdt,4,4,main,nilusdt,online,8,0.1,1250000.0,10.0,0.1,1250000.0,1250000.0,1250000.0,1.1,0.9,0.1,1211801.0,50000.0,0.05,0.05,enabled,,3.0,,,
747,dht,usdt,4,4,st,dhtusdt,offline,8,0.01,4000000.0,10.0,0.01,4000000.0,4000000.0,4000000.0,1.1,0.9,0.01,400000.0,100000.0,0.1,0.1,enabled,,,,,
748,ath,usdt,5,4,main,athusdt,online,8,1.0,26253609.0,10.0,1.0,26253609.0,26253609.0,26253609.0,1.1,0.9,1.0,15596392.0,100000.0,0.1,0.1,enabled,,3.0,,,
749,我踏马来了,usdt,6,4,main,我踏马来了usdt,online,8,1.0,30303030.0,10.0,1.0,30303030.0,30303030.0,30303030.0,1.1,0.9,1.0,3912895.0,50000.0,0.05,0.05,enabled,innovate,3.0,,,
750,brwl,usdt,6,4,main,brwlusdt,offline,8,0.01,3000000.0,10.0,0.01,3000000.0,3000000.0,3000000.0,1.1,0.9,0.01,93789503.0,100000.0,0.1,0.1,enabled,st,,,,
751,apr,usdt,4,4,main,aprusdt,online,8,0.1,2551020.0,10.0,0.1,2551020.0,2551020.0,2551020.0,1.1,0.9,0.1,275554.0,50000.0,0.05,0.05,enabled,innovate,3.0,,,
752,inj,btc,8,2,main,injbtc,offline,8,0.01,121616.0,0.0001,0.01,121616.0,121616.0,121616.0,1.1,0.9,0.01,12161.0,5.0,0.1,0.1,enabled,,,,,
753,filda,btc,10,2,st,fildabtc,offline,8,0.01,862738.0,0.0001,0.01,862738.0,862738.0,862738.0,1.1,0.9,0.01,86273.0,3.0,0.1,0.1,enabled,,,,,
754,vine,usdt,4,4,main,vineusdt,online,8,0.1,2941176.0,10.0,0.1,2941176.0,2941176.0,2941176.0,1.1,0.9,0.1,2474714.0,50000.0,0.05,0.05,enabled,,,,,
755,xdefi,usdt,4,4,main,xdefiusdt,offline,8,0.001,806451.0,10.0,0.001,806451.0,806451.0,806451.0,1.1,0.9,0.001,80645.0,100000.0,0.1,0.1,enabled,,,,,
756,lunc,usdt,8,2,main,luncusdt,online,8,1.0,8532423208.0,10.0,1.0,8532423208.0,8532423208.0,8532423208.0,1.1,0.9,1.0,2208565392.0,100000.0,0.1,0.1,enabled,activities,,,,
757,ardr,eth,6,4,main,ardreth,offline,8,1.0,6000000.0,0.001,1.0,6000000.0,6000000.0,6000000.0,1.1,0.9,1.0,600000.0,50.0,0.1,0.1,enabled,,,,,
758,dodo,usdt,4,4,main,dodousdt,online,8,0.01,2346866.0,10.0,0.01,2346866.0,2346866.0,2346866.0,1.1,0.9,0.01,6944444.0,100000.0,0.1,0.1,enabled,,,,,
759,ape,usdt,4,4,main,apeusdt,online,8,0.001,250000.0,10.0,0.001,250000.0,250000.0,250000.0,1.1,0.9,0.001,944054.0,100000.0,0.1,0.1,enabled,,3.0,3.0,,
760,btm,usdt,6,2,main,btmusdt,offline,8,0.1,14500000.0,10.0,0.1,14500000.0,14500000.0,14500000.0,1.1,0.9,0.1,1450000.0,100000.0,0.1,0.1,enabled,,,,,
761,theta,btc,8,2,main,thetabtc,offline,8,0.1,10000000.0,0.0001,0.1,10000000.0,10000000.0,10000000.0,1.1,0.9,0.1,1000000.0,100.0,0.1,0.1,enabled,,,3.0,,
762,toms,usdt,8,4,main,tomsusdt,offline,8,1.0,103594737.0,10.0,1.0,103594737.0,103594737.0,103594737.0,1.1,0.9,1.0,10359473.0,100000.0,0.1,0.1,enabled,,,,,
763,nas,eth,8,4,st,naseth,offline,8,0.01,100000.0,0.001,0.01,100000.0,100000.0,100000.0,1.1,0.9,0.01,10000.0,500.0,0.1,0.1,enabled,,,,,
764,frag,usdt,5,4,main,fragusdt,offline,8,0.1,5000000.0,10.0,0.1,5000000.0,5000000.0,5000000.0,1.25,0.75,0.1,30303030.0,50000.0,0.05,0.05,enabled,st,,,,
765,uro,usdt,5,4,main,urousdt,offline,8,1.0,16038492.0,1.0,1.0,16038492.0,16038492.0,16038492.0,1.1,0.9,1.0,152418820.0,100000.0,0.05,0.05,enabled,st,,,,
766,kan,btc,10,2,main,kanbtc,offline,8,1.0,100000000.0,0.0001,1.0,100000000.0,100000000.0,100000000.0,1.1,0.9,1.0,10000000.0,10.0,0.1,0.1,enabled,,,,,
767,oxt,usdt,4,4,main,oxtusdt,online,8,0.01,3553660.0,10.0,0.01,3553660.0,3553660.0,3553660.0,1.1,0.9,0.01,9222133.0,100000.0,0.1,0.1,enabled,,,,,
768,obol,usdt,4,4,main,obolusdt,online,8,1.0,2000000.0,10.0,1.0,2000000.0,2000000.0,2000000.0,1.1,0.9,1.0,3935660.0,50000.0,0.05,0.05,enabled,,,,,
769,api3,btc,8,2,main,api3btc,offline,8,0.01,372619.0,0.0001,0.01,372619.0,372619.0,372619.0,1.1,0.9,0.01,37261.0,4.0,0.1,0.1,enabled,,,,,
770,num,usdt,6,4,main,numusdt,online,8,0.01,2832861.0,10.0,0.01,2832861.0,2832861.0,2832861.0,1.25,0.75,0.01,19691949.0,100000.0,0.1,0.1,enabled,st,,,,
771,cvnt,btc,8,2,main,cvntbtc,offline,8,0.01,387777.0,0.0001,0.01,387777.0,387777.0,387777.0,1.1,0.9,0.01,38777.0,3.0,0.1,0.1,enabled,,,,,
772,smt,btc,10,0,main,smtbtc,offline,8,1.0,15000000.0,0.0001,1.0,15000000.0,15000000.0,15000000.0,1.1,0.9,1.0,1500000.0,7.0,0.1,0.1,enabled,,,,,
773,sushi,husd,4,4,main,sushihusd,offline,8,0.001,134347.0,1.0,0.001,134347.0,134347.0,134347.0,1.1,0.9,0.001,13434.0,100000.0,0.1,0.1,enabled,,,,,
774,bfi,usdt,6,4,main,bfiusdt,offline,8,1.0,25000000.0,10.0,1.0,25000000.0,25000000.0,25000000.0,1.1,0.9,1.0,968828980.0,50000.0,0.05,0.05,enabled,st,,,,
775,bch3l,usdt,8,4,main,bch3lusdt,offline,8,0.01,256714060.0316,10.0,0.01,256714060.0316,256714060.0316,256714060.0316,1.5,0.5,0.01,256714060.0316,2500.0,0.1,0.1,enabled,"etp,nav,holdinglimit",,,2500.0,
776,cvp,usdt,4,4,main,cvpusdt,offline,8,0.001,210084.0,10.0,0.001,210084.0,210084.0,210084.0,1.1,0.9,0.001,6768687.0,100000.0,0.1,0.1,enabled,st,,,,
777,avl,usdt,5,4,main,avlusdt,online,8,1.0,10000000.0,10.0,1.0,10000000.0,10000000.0,10000000.0,1.1,0.9,1.0,1790273.0,50000.0,0.05,0.05,enabled,,,,,
778,band,btc,8,2,main,bandbtc,offline,8,0.01,90000.0,0.0001,0.01,90000.0,90000.0,90000.0,1.1,0.9,0.01,9000.0,13.0,0.1,0.1,enabled,,,,,
779,grv,usdt,4,4,main,grvusdt,offline,8,1.0,156250000.0,10.0,1.0,156250000.0,156250000.0,156250000.0,1.1,0.9,1.0,15625000.0,100000.0,0.1,0.1,enabled,,,,,
780,stake,btc,8,4,st,stakebtc,offline,8,0.0001,36583.0,0.0001,0.0001,36583.0,36583.0,36583.0,1.1,0.9,0.0001,3658.0,3.0,0.1,0.1,enabled,,,,,
781,s,usdt,4,4,main,susdt,online,8,0.1,1200000.0,10.0,0.1,1200000.0,1200000.0,1200000.0,1.1,0.9,0.1,1069468.0,50000.0,0.05,0.05,enabled,,3.0,3.0,,
782,atom,eth,6,4,main,atometh,offline,8,0.01,500000.0,0.001,0.01,500000.0,500000.0,500000.0,1.1,0.9,0.01,50000.0,500.0,0.1,0.1,enabled,,,,,
783,ksm,usdt,4,3,main,ksmusdt,online,8,0.01,100000.0,10.0,0.01,100000.0,100000.0,100000.0,1.1,0.9,0.01,28631.0,140000.0,0.1,0.1,enabled,activities,,,,
784,rif,usdt,6,4,main,rifusdt,offline,8,1.0,11686338.0,10.0,1.0,11686338.0,11686338.0,11686338.0,1.25,0.75,1.0,233242064.0,100000.0,0.1,0.1,enabled,st,,,,
785,egs,usdt,6,4,st,egsusdt,offline,8,0.1,66666666.0,10.0,0.1,66666666.0,66666666.0,66666666.0,1.1,0.9,0.1,6666666.0,100000.0,0.1,0.1,enabled,,,,,
786,m,usdt,6,4,main,musdt,online,8,0.1,14285714.0,1.0,0.1,14285714.0,14285714.0,14285714.0,1.1,0.9,0.1,11936.0,50000.0,0.1,0.1,enabled,,3.0,,,
787,layer,usdt,4,4,main,layerusdt,online,8,0.1,2857142.0,10.0,0.1,2857142.0,2857142.0,2857142.0,1.1,0.9,0.1,557900.0,50000.0,0.05,0.05,enabled,,,,,
788,sand,usdt,6,4,main,sandusdt,online,8,0.1,26109660.0,10.0,0.1,26109660.0,26109660.0,26109660.0,1.1,0.9,0.1,1192942.0,100000.0,0.1,0.1,enabled,,3.0,3.0,,
789,beth,usdt,2,6,main,bethusdt,online,8,0.0001,1710.0,10.0,0.0001,1710.0,1710.0,1710.0,1.1,0.9,0.0001,41.0,100000.0,0.1,0.1,enabled,,,,,
790,etc,usdd,4,4,main,etcusdd,offline,8,0.01,40742.0,10.0,0.01,40742.0,40742.0,40742.0,1.1,0.9,0.01,4074.0,100000.0,0.1,0.1,enabled,zerofee,,,,
791,htr,usdt,6,4,st,htrusdt,offline,8,1.0,22222222.0,10.0,1.0,22222222.0,22222222.0,22222222.0,1.1,0.9,1.0,2222222.0,100000.0,0.1,0.1,enabled,,,,,
792,cbk,usdt,4,4,main,cbkusdt,online,8,0.1,1152737.0,10.0,0.1,1152737.0,1152737.0,1152737.0,1.1,0.9,0.1,391622.0,100000.0,0.1,0.1,enabled,,,,,
793,clear,usdt,5,4,main,clearusdt,offline,8,1.0,11848341.0,10.0,1.0,11848341.0,11848341.0,11848341.0,1.1,0.9,1.0,3645239.0,50000.0,0.05,0.05,enabled,st,,,,
794,actsol,usdt,5,4,main,actsolusdt,online,8,1.0,25740025.0,10.0,1.0,25740025.0,25740025.0,25740025.0,1.1,0.9,1.0,6480516.0,100000.0,0.1,0.1,enabled,,,,,
795,snx,btc,8,2,main,snxbtc,offline,8,0.01,250000.0,0.0001,0.01,250000.0,250000.0,250000.0,1.1,0.9,0.01,25000.0,8.0,0.1,0.1,enabled,,,,,
796,ven,btc,8,2,st,venbtc,offline,8,0.01,100000.0,0.0001,0.01,100000.0,100000.0,100000.0,1.1,0.9,0.01,10000.0,100.0,0.1,0.1,enabled,,,,,
797,hbar,eth,8,2,main,hbareth,offline,8,0.1,28813461.0,0.001,0.1,28813461.0,28813461.0,28813461.0,1.1,0.9,0.1,2881346.0,217.0,0.1,0.1,enabled,,,,,
798,dbc,eth,10,2,main,dbceth,offline,8,0.1,784929356.0,0.001,0.1,784929356.0,784929356.0,784929356.0,1.1,0.9,0.1,78492935.0,20.0,0.1,0.1,enabled,,,,,
799,pnut,usdt,4,4,main,pnutusdt,online,8,1.0,2175010.0,10.0,1.0,2175010.0,2175010.0,2175010.0,1.1,0.9,1.0,1571038.0,100000.0,0.1,0.1,enabled,,3.0,,,
800,18c,btc,10,2,main,18cbtc,offline,8,0.01,933333831.0,0.0001,0.01,933333831.0,933333831.0,933333831.0,1.1,0.9,0.01,93333383.0,2.0,0.1,0.1,enabled,hadax,,,,
801,rlc,usdt,4,4,main,rlcusdt,online,8,0.001,221258.0,10.0,0.001,221258.0,221258.0,221258.0,1.1,0.9,0.001,218230.0,100000.0,0.1,0.1,enabled,,,,,
802,hunt,usdt,4,4,main,huntusdt,offline,8,0.01,1220554.0,10.0,0.01,1220554.0,1220554.0,1220554.0,1.25,0.75,0.01,697879.0,100000.0,0.1,0.1,enabled,st,,,,
803,benji,usdt,6,4,main,benjiusdt,offline,8,1.0,95328884.0,10.0,1.0,95328884.0,95328884.0,95328884.0,1.1,0.9,1.0,9532888.0,100000.0,0.1,0.1,enabled,,,,,
804,la,usdt,4,4,main,lausdt,online,8,0.1,2000000.0,10.0,0.1,2000000.0,2000000.0,2000000.0,1.1,0.9,0.1,296200.0,50000.0,0.05,0.05,enabled,,,,,
805,uc,btc,14,2,st,ucbtc,offline,8,1.0,100000000.0,0.0001,1.0,100000000.0,100000000.0,100000000.0,1.1,0.9,1.0,10000000.0,100.0,0.05,0.05,enabled,hadax,,,,
806,buzz,usdt,5,4,main,buzzusdt,offline,8,1.0,20000000.0,10.0,1.0,20000000.0,20000000.0,20000000.0,1.1,0.9,1.0,32541029.0,50000.0,0.05,0.05,enabled,st,,,,
807,storj,usdt,4,4,main,storjusdt,online,8,0.01,100000.0,10.0,0.01,100000.0,100000.0,100000.0,2.0,0.5,0.01,940618.0,100000.0,0.1,0.1,enabled,,,,,
808,ton,usdt,4,4,main,tonusdt,online,8,0.01,763358.0,1.0,0.01,763358.0,763358.0,763358.0,1.1,0.9,0.01,107142.0,150000.0,0.04,0.04,enabled,,3.0,,,
809,chat,btc,10,2,st,chatbtc,offline,8,0.1,1000000.0,0.0001,0.1,1000000.0,1000000.0,1000000.0,1.1,0.9,0.1,100000.0,100.0,0.1,0.1,enabled,,,,,
810,trb,btc,6,4,main,trbbtc,offline,8,0.001,25000.0,0.0001,0.001,25000.0,25000.0,25000.0,1.1,0.9,0.001,2500.0,13.0,0.1,0.1,enabled,,,,,
811,sparklet,usdt,5,4,main,sparkletusdt,offline,8,1.0,10000000.0,10.0,1.0,10000000.0,10000000.0,10000000.0,1.1,0.9,1.0,6899655.0,100000.0,0.1,0.1,enabled,innovate,,,,
812,kava,eth,6,2,main,kavaeth,offline,8,0.01,522165.0,0.001,0.01,522165.0,522165.0,522165.0,1.1,0.9,0.01,52216.0,215.0,0.1,0.1,enabled,,,,,
813,bebe,usdt,8,2,main,bebeusdt,online,8,1.0,200000000.0,10.0,1.0,200000000.0,200000000.0,200000000.0,1.25,0.75,1.0,45662100456.0,100000.0,0.1,0.1,enabled,"st,innovate",,,,
814,kt,usdt,8,4,main,ktusdt,offline,8,0.1,83333333.0,10.0,0.1,83333333.0,83333333.0,83333333.0,1.1,0.9,0.1,403182689.0,100000.0,0.1,0.1,enabled,st,,,,
815,aevo,usdt,4,4,main,aevousdt,online,8,0.1,1000000.0,10.0,0.1,1000000.0,1000000.0,1000000.0,1.1,0.9,0.1,3680588.0,100000.0,0.1,0.1,enabled,,,,,
816,eos,usdt,4,4,main,eosusdt,offline,8,0.1,1000000.0,10.0,0.1,1000000.0,1000000.0,1000000.0,1.1,0.9,0.01,1349773.0,1000000.0,0.1,0.1,enabled,,,,,
817,stn,eth,8,2,st,stneth,offline,8,0.01,4000000.0,0.001,0.01,4000000.0,4000000.0,4000000.0,1.1,0.9,0.01,400000.0,57.0,0.1,0.1,enabled,,,,,
818,sxp,usdt,6,4,main,sxpusdt,online,8,0.001,237936.0,10.0,0.001,237936.0,237936.0,237936.0,1.1,0.9,0.001,65940366.0,100000.0,0.1,0.1,enabled,,,,,
819,music,usdt,6,4,main,musicusdt,offline,8,1.0,20000000.0,10.0,1.0,20000000.0,20000000.0,20000000.0,1.1,0.9,1.0,23097471.0,100000.0,0.1,0.1,enabled,st,,,,
820,qom,usdt,12,2,st,qomusdt,offline,8,1.0,19286403085824.0,10.0,1.0,19286403085824.0,19286403085824.0,19286403085824.0,1.1,0.9,1.0,1928640308582.0,100000.0,0.1,0.1,enabled,,,,,
821,tusd,usdd,5,4,main,tusdusdd,offline,8,0.1,1000000.0,10.0,0.1,1000000.0,1000000.0,1000000.0,1.1,0.9,0.1,100000.0,100000.0,0.1,0.1,enabled,zerofee,,,,
822,xlm,btc,8,2,main,xlmbtc,offline,8,0.1,10000000.0,0.0001,0.1,10000000.0,10000000.0,10000000.0,1.1,0.9,0.1,1000000.0,5.0,0.1,0.1,enabled,,,3.0,,
823,ptc,eth,8,2,st,ptceth,offline,8,1.0,10000000.0,0.001,1.0,10000000.0,10000000.0,10000000.0,1.1,0.9,1.0,1000000.0,1000.0,0.05,0.05,enabled,hadax,,,,
824,lena,usdt,6,4,main,lenausdt,offline,8,1.0,239808153.0,10.0,1.0,239808153.0,239808153.0,239808153.0,1.1,0.9,1.0,23980815.0,100000.0,0.1,0.1,enabled,,,,,
825,cat,usdt,8,2,main,catusdt,online,8,1.0,40650406504.0,10.0,1.0,40650406504.0,40650406504.0,40650406504.0,1.1,0.9,1.0,50862450243.0,100000.0,0.1,0.1,enabled,,,,,
826,xrp3s,usdt,4,4,main,xrp3susdt,offline,8,0.01,8192.3823,10.0,0.01,8192.3823,8192.3823,8192.3823,1.5,0.5,0.01,8192.3823,2500.0,0.1,0.1,enabled,"etp,nav,holdinglimit",,,2500.0,
827,wpr,btc,10,2,st,wprbtc,offline,8,0.1,120000000.0,0.0001,0.1,120000000.0,120000000.0,120000000.0,1.1,0.9,0.1,12000000.0,7.0,0.1,0.1,enabled,,,,,
828,omg,eth,6,4,main,omgeth,offline,8,0.01,310000.0,0.001,0.01,310000.0,310000.0,310000.0,1.1,0.9,0.01,31000.0,250.0,0.1,0.1,enabled,,,,,
829,ardr,usdt,4,4,main,ardrusdt,online,8,0.1,7564296.0,10.0,0.1,7564296.0,7564296.0,7564296.0,1.1,0.9,0.1,3033500.0,100000.0,0.1,0.1,enabled,,,,,
830,aqt,usdt,4,4,main,aqtusdt,online,8,0.001,609756.0,10.0,0.001,609756.0,609756.0,609756.0,1.1,0.9,0.001,184694.0,100000.0,0.1,0.1,enabled,,,,,
831,btm,husd,6,4,main,btmhusd,offline,8,0.1,14500000.0,1.0,0.1,14500000.0,14500000.0,14500000.0,1.1,0.9,0.1,1450000.0,100000.0,0.1,0.1,enabled,,,,,
832,axs,usdc,4,4,main,axsusdc,offline,8,0.001,66085.0,10.0,0.001,66085.0,66085.0,66085.0,1.1,0.9,0.001,6608.0,100000.0,0.1,0.1,enabled,,,,,
833,trx,kgst,4,4,main,trxkgst,online,8,0.1,3497726.0,10.0,0.1,3497726.0,3497726.0,3497726.0,1.1,0.9,0.1,1185762269.0,4432624.0,0.05,0.05,enabled,,,,,
834,mta,eth,6,4,st,mtaeth,offline,8,0.01,140000.0,0.001,0.01,140000.0,140000.0,140000.0,1.1,0.9,0.01,14000.0,230.0,0.1,0.1,enabled,,,,,
835,zla,btc,10,2,st,zlabtc,offline,8,0.1,753088.9285,0.0001,0.1,753088.9285,753088.9285,753088.9285,1.1,0.9,0.1,753088.9285,0.0129,0.1,0.1,enabled,st,,,1000.0,
836,sean,usdt,6,4,main,seanusdt,offline,8,1.0,25000000.0,10.0,1.0,25000000.0,25000000.0,25000000.0,1.1,0.9,1.0,2500000.0,100000.0,0.1,0.1,enabled,,,,,
837,idt,eth,10,2,st,idteth,offline,8,1.0,20000000.0,0.001,1.0,20000000.0,20000000.0,20000000.0,1.1,0.9,1.0,2000000.0,50.0,0.05,0.05,enabled,hadax,,,,
838,usdt,try,3,4,main,usdttry,offline,8,0.001,1000000.0,20.0,0.001,1000000.0,1000000.0,1000000.0,1.1,0.9,0.001,100000.0,1500000.0,0.1,0.1,enabled,"griddisabled,fiat",,,,
839,mavia,usdt,4,4,main,maviausdt,online,8,0.1,1250000.0,10.0,0.1,1250000.0,1250000.0,1250000.0,1.25,0.75,0.1,2583979.0,100000.0,0.1,0.1,enabled,st,,,,
840,qrdo,usdt,6,4,main,qrdousdt,offline,8,0.001,35335600.0,10.0,0.001,35335600.0,35335600.0,35335600.0,1.1,0.9,0.001,3533500.0,100000.0,0.1,0.1,enabled,,,,,
841,front,eth,8,2,main,fronteth,offline,8,0.1,12500000.0,0.001,0.1,12500000.0,12500000.0,12500000.0,1.1,0.9,0.1,1250000.0,266.0,0.1,0.1,enabled,,,,,
842,ox,usdt,8,4,main,oxusdt,offline,8,1.0,120221207.0,10.0,1.0,120221207.0,120221207.0,120221207.0,1.25,0.75,1.0,3914293980.0,100000.0,0.1,0.1,enabled,st,,,,
