,symbol,baseCoin,quoteCoin,innovation,status,marginTrading,stTag,symbolType,xstockMultiplier,priceFilter.tickSize,lotSizeFilter.basePrecision,lotSizeFilter.quotePrecision,lotSizeFilter.minOrderQty,lotSizeFilter.maxOrderQty,lotSizeFilter.minOrderAmt,lotSizeFilter.maxOrderAmt,lotSizeFilter.maxLimitOrderQty,lotSizeFilter.maxMarketOrderQty,lotSizeFilter.postOnlyMaxLimitOrderSize,category
354,USDTTRY,USDT,TRY,0,Trading,none,0,,1,0.01,0.1,0.001,0.1,3344000,35,20000000,3344000,1672000,16720000,spot
355,MEWUSDC,MEW,USDC,0,Trading,none,0,,1,0.0000001,0.1,0.00000001,0.1,16800000,5,200000,16800000,8403000,84000000,spot
356,KASUSDC,KAS,USDC,0,Trading,none,0,,1,0.00001,0.01,0.0000001,0.01,165120,5,10000,165120,55040,825600,spot
357,ONDOUSDC,ONDO,USDC,0,Trading,none,0,,1,0.0001,0.01,0.000001,0.01,22800,5,200000,22800,11400,114000,spot
358,JASMYUSDC,JASMY,USDC,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,727200,5,9500,727200,363600,3636000,spot
359,ATOMUSDC,ATOM,USDC,0,Trading,none,0,,1,0.001,0.01,0.00001,0.01,2691,5,9600,2691,897,13455,spot
360,FETUSDC,FET,USDC,0,Trading,none,1,,1,0.0001,0.01,0.000001,0.01,19980,5,8800,19980,6660,99900,spot
361,UNIUSDC,UNI,USDC,0,Trading,none,0,,1,0.001,0.01,0.00001,0.01,1728,5,200000,1728,576,8640,spot
362,BRETTUSDC,BRETT,USDC,0,Trading,none,1,,1,0.000001,1,0.000001,1,1300000,5,6900,1300000,260000,6500000,spot
363,TIAUSDC,TIA,USDC,0,Trading,none,0,,1,0.0001,0.01,0.000001,0.01,22060,5,200000,22060,11030,110300,spot
364,INJUSDC,INJ,USDC,0,Trading,none,0,,1,0.001,0.01,0.00001,0.01,2528,5,200000,2528,1264,12640,spot
365,SUNDOGUSDT,SUNDOG,USDT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,1500000,5,9600,1500000,290000,7500000,spot
366,CATIUSDT,CATI,USDT,0,Trading,utaOnly,0,,1,0.00001,0.01,0.0000001,0.01,190180,5,200000,190180,95090,950900,spot
367,HMSTRUSDT,HMSTR,USDT,0,Trading,utaOnly,0,,1,0.0000001,0.1,0.00000001,0.1,300000000,5,200000,300000000,59000000,1500000000,spot
368,CATIUSDC,CATI,USDC,0,Trading,none,0,,1,0.00001,0.01,0.0000001,0.01,86850,5,6800,86850,28950,434250,spot
369,CATIEUR,CATI,EUR,0,Trading,none,0,,1,0.00001,0.01,0.0000001,0.01,886400,1,180000,886400,443200,4432000,spot
370,HMSTRUSDC,HMSTR,USDC,0,Trading,none,0,,1,0.0000001,0.1,0.00000001,0.1,180000000,5,8800,180000000,35000000,900000000,spot
371,EIGENUSDT,EIGEN,USDT,0,Trading,utaOnly,0,,1,0.0001,0.1,0.00001,0.1,841200,5,200000,841200,420600,4206000,spot
372,NAVXUSDT,NAVX,USDT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,652400,5,200000,652400,326200,3262000,spot
373,BBSOLUSDC,BBSOL,USDC,0,Trading,none,0,,1,0.01,0.0001,0.000001,0.0001,430,5,22000,430,85,2150,spot
374,BBSOLUSDT,BBSOL,USDT,0,Trading,utaOnly,0,,1,0.01,0.0001,0.000001,0.0001,1000,5,32000,1000,200,5000,spot
375,CARVUSDT,CARV,USDT,0,Trading,none,0,,1,0.00001,0.01,0.0000001,0.01,670000,5,200000,670000,130000,3350000,spot
376,DEEPUSDT,DEEP,USDT,0,Trading,utaOnly,0,,1,0.00001,1,0.00001,1,20000000,5,200000,20000000,4000000,100000000,spot
377,PUFFERUSDT,PUFFER,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,3900000,5,200000,3900000,790000,19500000,spot
378,DBRUSDT,DBR,USDT,0,Trading,none,0,,1,0.00001,1,0.00001,1,12000000,5,200000,12000000,2400000,60000000,spot
379,PUFFUSDT,PUFF,USDT,0,Trading,none,0,,1,0.00001,1,0.00001,1,220000,5,200000,220000,45000,1100000,spot
380,SCRUSDT,SCR,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,876800,5,200000,876800,438400,4384000,spot
381,COOKUSDT,COOK,USDT,0,Trading,none,0,,1,0.000001,1,0.000001,1,879800,5,200000,879800,439900,4399000,spot
382,GRASSUSDT,GRASS,USDT,0,Trading,utaOnly,0,,1,0.0001,0.1,0.00001,0.1,2302000,5,200000,2302000,1151000,11510000,spot
383,KAIAUSDT,KAIA,USDT,0,Trading,utaOnly,0,,1,0.00001,1,0.00001,1,2200000,5,200000,2200000,440000,11000000,spot
384,SWELLUSDT,SWELL,USDT,0,Trading,none,0,,1,0.000001,1,0.000001,1,26000000,5,200000,26000000,5100000,130000000,spot
385,SWELLUSDC,SWELL,USDC,0,Trading,none,1,,1,0.000001,1,0.000001,1,4575000,5,200000,4575000,1525000,22875000,spot
386,NSUSDT,NS,USDT,0,Trading,none,0,,1,0.00001,1,0.00001,1,2300000,5,200000,2300000,450000,11500000,spot
387,GOATUSDT,GOAT,USDT,0,Trading,utaOnly,0,,1,0.00001,1,0.00001,1,518800,5,200000,518800,259400,2594000,spot
388,CMETHUSDT,CMETH,USDT,0,Trading,utaOnly,0,,1,0.01,0.00001,0.0000001,0.00001,30,5,48000,30,10,150,spot
389,MORPHOUSDT,MORPHO,USDT,0,Trading,utaOnly,0,,1,0.001,0.1,0.0001,0.1,200000,5,200000,200000,40000,1000000,spot
390,NEIROCTOUSDT,NEIROCTO,USDT,0,Trading,utaOnly,0,,1,0.00000001,1,0.00000001,1,126000000,5,200000,126000000,63200000,630000000,spot
391,BANUSDT,BAN,USDT,0,Trading,none,0,,1,0.00001,1,0.00001,1,430800,5,200000,430800,143600,2154000,spot
392,OLUSDT,OL,USDT,0,Trading,none,0,,1,0.00001,1,0.00001,1,6200000,5,200000,6200000,1200000,31000000,spot
393,VIRTUALUSDT,VIRTUAL,USDT,0,Trading,utaOnly,0,,1,0.0001,0.01,0.000001,0.01,980000,5,600000,980000,200000,4900000,spot
394,MAJORUSDT,MAJOR,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,77380,5,200000,77380,38690,386900,spot
395,PNUTUSDT,PNUT,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,2012000,5,200000,2012000,1006000,10060000,spot
396,SPXUSDT,SPX,USDT,0,Trading,utaOnly,0,,1,0.0001,0.1,0.00001,0.1,640000,5,200000,640000,130000,3200000,spot
397,ZRCUSDT,ZRC,USDT,0,Trading,none,0,,1,0.000001,1,0.000001,1,12000000,5,200000,12000000,2300000,60000000,spot
398,CHILLGUYUSDT,CHILLGUY,USDT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,720000,5,200000,720000,360000,3600000,spot
399,SUPRAUSDT,SUPRA,USDT,0,Trading,none,0,,1,0.0000001,1,0.0000001,1,18369000,5,200000,18369000,6123000,91845000,spot
400,PAALUSDT,PAAL,USDT,0,Trading,none,0,,1,0.00001,1,0.00001,1,740000,5,200000,740000,150000,3700000,spot
401,FUSDT,F,USDT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,31000000,5,200000,31000000,6300000,155000000,spot
402,HPOS10IUSDT,HPOS10I,USDT,0,Trading,none,0,adventure,1,0.00001,1,0.00001,1,650000,5,200000,650000,130000,3250000,spot
403,BBSOLSOL,BBSOL,SOL,0,Trading,none,0,,1,0.0001,0.0001,0.00000001,0.0001,1890,0.05,594,1890,945,9450,spot
404,XIONUSDT,XION,USDT,0,Trading,none,0,,1,0.0001,0.01,0.000001,0.01,260000,5,200000,260000,51000,1300000,spot
405,MOVEUSDT,MOVE,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,3422000,5,200000,3422000,1711000,17110000,spot
406,MEUSDT,ME,USDT,0,Trading,utaOnly,0,,1,0.0001,0.01,0.000001,0.01,854400,5,200000,854400,427200,4272000,spot
407,ZEREBROUSDT,ZEREBRO,USDT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,9100000,5,200000,9100000,1800000,45500000,spot
408,SENDUSDT,SEND,USDT,0,Trading,none,1,,1,0.00001,0.1,0.000001,0.1,71000,5,200000,71000,14000,355000,spot
409,AEROUSDT,AERO,USDT,0,Trading,utaOnly,0,,1,0.0001,0.01,0.000001,0.01,116920,5,200000,116920,58460,584600,spot
410,STREAMUSDT,STREAM,USDT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,426000,5,6800,426000,213000,2130000,spot
411,VANAUSDT,VANA,USDT,0,Trading,utaOnly,0,,1,0.001,0.01,0.00001,0.01,53100,5,200000,53100,26550,265500,spot
412,LUNAIUSDT,LUNAI,USDT,0,Trading,none,1,adventure,1,0.000001,0.1,0.0000001,0.1,1900000,5,200000,1900000,370000,9500000,spot
413,PENGUUSDT,PENGU,USDT,0,Trading,utaOnly,0,,1,0.000001,1,0.000001,1,140000000,5,600000,140000000,27000000,700000000,spot
414,FLUIDUSDT,FLUID,USDT,0,Trading,none,0,,1,0.001,0.01,0.00001,0.01,50000,5,200000,50000,10000,250000,spot
415,FUELUSDT,FUEL,USDT,0,Trading,none,1,,1,0.000001,0.1,0.0000001,0.1,15000000,5,200000,15000000,3000000,75000000,spot
416,ALCHUSDT,ALCH,USDT,0,Trading,none,0,,1,0.00001,0.01,0.0000001,0.01,378800,5,200000,378800,189400,1894000,spot
417,FLOCKUSDT,FLOCK,USDT,0,Trading,none,0,,1,0.00001,0.01,0.0000001,0.01,352000,5,200000,352000,176000,1760000,spot
418,SONICUSDT,SONIC,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,215800,5,200000,215800,107900,1079000,spot
419,LAVAUSDT,LAVA,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,281800,5,10000,281800,140900,1409000,spot
420,XTERUSDT,XTER,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,710000,5,200000,710000,140000,3550000,spot
421,GAMEUSDT,GAME,USDT,0,Trading,none,0,,1,0.000001,0.01,0.00000001,0.01,1719800,5,200000,1719800,859900,8599000,spot
422,AIXBTUSDT,AIXBT,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,3183000,5,200000,3183000,1061000,15915000,spot
423,SUSDT,S,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,3398000,5,200000,3398000,1699000,16990000,spot
424,BMTUSDT,BMT,USDT,0,Trading,utaOnly,0,,1,0.00001,0.01,0.0000001,0.01,5600000,1,200000,5600000,1100000,28000000,spot
425,TOSHIUSDT,TOSHI,USDT,0,Trading,utaOnly,0,,1,0.0000001,1,0.0000001,1,236000000,5,200000,236000000,118000000,1180000000,spot
426,GPSUSDT,GPS,USDT,0,Trading,utaOnly,0,,1,0.000001,0.1,0.0000001,0.1,2660100,5,200000,2660100,886700,13300500,spot
427,SOLVUSDT,SOLV,USDT,0,Trading,utaOnly,0,,1,0.000001,0.1,0.0000001,0.1,8898000,5,200000,8898000,2966000,44490000,spot
428,OBTUSDT,OBT,USDT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,4110000,5,200000,4110000,2055000,20550000,spot
429,SOSOUSDT,SOSO,USDT,0,Trading,none,0,,1,0.0001,0.01,0.000001,0.01,113380,5,200000,113380,56690,566900,spot
430,TRUMPUSDT,TRUMP,USDT,0,Trading,utaOnly,0,,1,0.001,0.01,0.00001,0.01,200000,5,200000,200000,40000,1000000,spot
431,TRUMPUSDC,TRUMP,USDC,0,Trading,none,0,,1,0.001,0.01,0.00001,0.01,12112,5,200000,12112,6056,60560,spot
432,PLUMEUSDT,PLUME,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,14000000,5,200000,14000000,2900000,70000000,spot
433,ANIMEUSDT,ANIME,USDT,0,Trading,utaOnly,0,,1,0.000001,0.1,0.0000001,0.1,6562000,5,200000,6562000,3281000,32810000,spot
434,LAYERUSDT,LAYER,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,830000,5,200000,830000,170000,4150000,spot
435,BERAUSDT,BERA,USDT,0,Trading,utaOnly,0,,1,0.0001,0.01,0.000001,0.01,250000,5,200000,250000,125000,1250000,spot
436,AVLUSDT,AVL,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,210800,5,200000,210800,105400,1054000,spot
437,B3USDT,B3,USDT,0,Trading,none,0,,1,0.0000001,1,0.0000001,1,48780000,5,200000,48780000,24390000,243900000,spot
438,DIAMUSDT,DIAM,USDT,0,Trading,none,0,,1,0.000001,1,0.000001,1,1194400,5,200000,1194400,597200,5972000,spot
439,IPUSDT,IP,USDT,0,Trading,utaOnly,0,,1,0.0001,0.01,0.000001,0.01,166660,5,200000,166660,83330,833300,spot
440,USDTBUSDT,USDTB,USDT,0,Trading,none,0,,1,0.0001,0.01,0.000001,0.01,25000000,5,1000000,25000000,5000000,125000000,spot
441,ROAMUSDT,ROAM,USDT,0,Trading,none,0,,1,0.00001,0.01,0.0000001,0.01,93300,5,200000,93300,46650,466500,spot
442,REDUSDT,RED,USDT,0,Trading,utaOnly,0,,1,0.0001,0.01,0.000001,0.01,210000,5,200000,210000,42000,1050000,spot
443,BRUSDT,BR,USDT,0,Trading,none,0,,1,0.00001,1,0.00001,1,145500,5,200000,145500,72750,727500,spot
444,VVVUSDT,VVV,USDT,0,Trading,none,0,,1,0.001,0.01,0.00001,0.01,7200,5,200000,7200,3600,36000,spot
445,WALUSDT,WAL,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,1200000,5,200000,1200000,240000,6000000,spot
446,AMIUSDT,AMI,USDT,0,Trading,none,1,,1,0.000001,0.1,0.0000001,0.1,2000000,5,200000,2000000,410000,10000000,spot
447,PARTIUSDT,PARTI,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,1200000,5,200000,1200000,400000,6000000,spot
448,CORNUSDT,CORN,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,140840,5,200000,140840,70420,704200,spot
449,KILOUSDT,KILO,USDT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,358600,5,3000,358600,179300,1793000,spot
450,PUMPBTCUSDT,PUMPBTC,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,10000000,5,200000,10000000,2100000,50000000,spot
451,FHEUSDT,FHE,USDT,0,Trading,none,0,,1,0.00001,1,0.00001,1,1057200,5,200000,1057200,528600,5286000,spot
452,BABY1USDT,BABY1,USDT,0,Trading,none,0,,1,0.00001,1,0.00001,1,21000000,5,200000,21000000,4300000,105000000,spot
453,XAUTUSDT,XAUT,USDT,0,Trading,utaOnly,0,,1,0.1,0.00001,0.000001,0.00001,220,5,200000,220,110,1100,spot
454,VETUSDT,VET,USDT,0,Trading,utaOnly,0,,1,0.000001,1,0.000001,1,1040600,5,200000,1040600,520300,5203000,spot
455,VTHOUSDT,VTHO,USDT,0,Trading,utaOnly,0,,1,0.0000001,1,0.0000001,1,7600000,5,200000,7600000,3800000,38000000,spot
456,WCTUSDT,WCT,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,4000000,5,200000,4000000,810000,20000000,spot
457,DOLOUSDT,DOLO,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,547400,5,200000,547400,273700,2737000,spot
458,HYPERUSDT,HYPER,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,2000000,5,200000,2000000,400000,10000000,spot
459,ZORAUSDT,ZORA,USDT,0,Trading,utaOnly,0,,1,0.00001,1,0.00001,1,8000000,5,200000,8000000,4000000,40000000,spot
460,INITUSDT,INIT,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,1500000,5,200000,1500000,290000,7500000,spot
461,SIGNUSDT,SIGN,USDT,0,Trading,utaOnly,0,,1,0.00001,1,0.00001,1,1000000,5,200000,1000000,210000,5000000,spot
462,HAEDALUSDT,HAEDAL,USDT,0,Trading,utaOnly,0,,1,0.00001,1,0.00001,1,3300000,5,200000,3300000,670000,16500000,spot
463,OBOLUSDT,OBOL,USDT,0,Trading,none,1,,1,0.00001,0.1,0.000001,0.1,318000,5,200000,318000,159000,1590000,spot
464,SXTUSDT,SXT,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,11000000,5,200000,11000000,2200000,55000000,spot
465,DOODUSDT,DOOD,USDT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,19000000,5,30000,19000000,3800000,95000000,spot
466,NXPCUSDT,NXPC,USDT,0,Trading,utaOnly,0,,1,0.0001,0.1,0.00001,0.1,321400,5,200000,321400,160700,1607000,spot
467,HUMAUSDT,HUMA,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,7900000,5,200000,7900000,1600000,39500000,spot
468,AOUSDT,AO,USDT,0,Trading,none,0,,1,0.001,0.001,0.000001,0.001,21000,5,10000,21000,4200,105000,spot
469,AUSDT,A,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,395800,5,200000,395800,197900,1979000,spot
470,BDXNUSDT,BDXN,USDT,0,Trading,none,1,,1,0.000001,0.1,0.0000001,0.1,937000,5,200000,937000,468500,4685000,spot
471,LAUSDT,LA,USDT,0,Trading,utaOnly,0,,1,0.0001,0.1,0.00001,0.1,800000,5,200000,800000,160000,4000000,spot
472,CUDISUSDT,CUDIS,USDT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,3900000,5,200000,3900000,780000,19500000,spot
473,RESOLVUSDT,RESOLV,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,4600000,5,200000,4600000,930000,23000000,spot
474,ALGOUSDC,ALGO,USDC,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,84380,5,200000,84380,42190,421900,spot
475,HBARUSDC,HBAR,USDC,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,180000,5,200000,180000,90000,900000,spot
476,ENAUSDC,ENA,USDC,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,369000,5,200000,369000,184500,1845000,spot
477,AAVEUSDC,AAVE,USDC,0,Trading,none,0,,1,0.01,0.0001,0.000001,0.0001,258,5,200000,258,129,1290,spot
478,HOMEUSDT,HOME,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,2000000,5,200000,2000000,390000,10000000,spot
479,JUPUSDC,JUP,USDC,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,110000,5,6400,110000,21000,550000,spot
480,MOVEUSDC,MOVE,USDC,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,600000,5,15000,600000,120000,3000000,spot
481,RENDERUSDC,RENDER,USDC,0,Trading,none,0,,1,0.001,0.01,0.00001,0.01,6688,5,200000,6688,3344,33440,spot
482,CRVUSDC,CRV,USDC,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,35600,5,200000,35600,17800,178000,spot
483,SPKUSDT,SPK,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,4600000,5,200000,4600000,920000,23000000,spot
484,HUSDT,H,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,2428000,5,200000,2428000,1214000,12140000,spot
485,NEWTUSDT,NEWT,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,800000,5,200000,800000,160000,4000000,spot
486,EIGENUSDC,EIGEN,USDC,0,Trading,none,1,,1,0.0001,0.1,0.00001,0.1,56000,5,8500,56000,11000,280000,spot
487,POLUSDC,POL,USDC,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,55920,5,200000,55920,27960,279600,spot
488,BERAUSDC,BERA,USDC,0,Trading,none,1,,1,0.0001,0.01,0.000001,0.01,6686,5,6900,6686,3343,33430,spot
489,SAHARAUSDT,SAHARA,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,3200000,5,200000,3200000,630000,16000000,spot
490,ICNTUSDT,ICNT,USDT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,1100000,5,200000,1100000,220000,5500000,spot
491,NVDAXUSDT,NVDAX,USDT,0,Trading,none,0,xstocks,1.000103090792305,0.01,0.001,0.00001,0.001,1806,5,60000,1806,903,9030,spot
492,COINXUSDT,COINX,USDT,0,Trading,none,0,xstocks,1,0.01,0.001,0.00001,0.001,1300,5,50000,1300,650,6500,spot
493,AIXBTUSDC,AIXBT,USDC,0,Trading,none,1,,1,0.00001,0.1,0.000001,0.1,670000,5,4400,670000,130000,3350000,spot
494,ARUSDC,AR,USDC,0,Trading,none,0,,1,0.001,0.01,0.00001,0.01,5400,5,3200,5400,1100,27000,spot
495,SUSDC,S,USDC,0,Trading,none,1,,1,0.00001,0.1,0.000001,0.1,250000,5,8000,250000,49000,1250000,spot
496,AAPLXUSDT,AAPLX,USDT,0,Trading,none,0,xstocks,1.002018559465695,0.01,0.001,0.00001,0.001,270,5,65000,270,270,1350,spot
497,CRCLXUSDT,CRCLX,USDT,0,Trading,none,0,xstocks,1,0.01,0.001,0.00001,0.001,3294,5,50000,3294,1647,16470,spot
498,METAXUSDT,METAX,USDT,0,Trading,none,0,xstocks,1.0016490257902244,0.01,0.001,0.00001,0.001,86,5,60000,86,86,430,spot
499,HOODXUSDT,HOODX,USDT,0,Trading,none,0,xstocks,1,0.01,0.001,0.00001,0.001,2246,5,60000,2246,1123,11230,spot
500,AMZNXUSDT,AMZNX,USDT,0,Trading,none,0,xstocks,1,0.01,0.001,0.00001,0.001,310,5,65000,310,310,1550,spot
501,GOOGLXUSDT,GOOGLX,USDT,0,Trading,none,0,xstocks,1.001508215718067,0.01,0.001,0.00001,0.001,260,5,65000,260,260,1300,spot
502,STXUSDC,STX,USDC,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,25962,5,3000,25962,8654,129810,spot
503,ENSUSDC,ENS,USDC,0,Trading,none,1,,1,0.001,0.001,0.000001,0.001,2100,5,3000,2100,420,10500,spot
504,ORDIUSDC,ORDI,USDC,0,Trading,none,0,,1,0.001,0.01,0.00001,0.01,8300,5,3000,8300,1700,41500,spot
505,PYTHUSDC,PYTH,USDC,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,370000,5,200000,370000,74000,1850000,spot
506,USD1USDT,USD1,USDT,0,Trading,none,0,,1,0.0001,0.01,0.000001,0.01,5000000,5,200000,5000000,1000000,25000000,spot
507,MNTUSD1,MNT,USD1,0,Trading,none,0,,1,0.0001,0.01,0.000001,0.01,46000,5,3000,46000,9100,230000,spot
508,MCDXUSDT,MCDX,USDT,0,Trading,none,0,xstocks,1.0113912072404925,0.01,0.001,0.00001,0.001,240,5,70000,240,240,1200,spot
509,TSLAXUSDT,TSLAX,USDT,0,Trading,none,0,xstocks,1,0.01,0.001,0.00001,0.001,1200,5,50000,1200,600,6000,spot
510,HYPEUSDT,HYPE,USDT,0,Trading,utaOnly,0,,1,0.01,0.001,0.00001,0.001,7056,5,200000,7056,3528,35280,spot
511,JTOUSDC,JTO,USDC,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,52000,5,6600,52000,10000,260000,spot
512,DYDXUSDC,DYDX,USDC,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,100000,5,4600,100000,21000,500000,spot
513,TACUSDT,TAC,USDT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,32000000,5,200000,32000000,6300000,160000000,spot
514,PUMPUSDT,PUMP,USDT,0,Trading,utaOnly,0,,1,0.000001,0.1,0.0000001,0.1,89000000,5,200000,89000000,44500000,445000000,spot
515,ESUSDT,ES,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,202170,5,200000,202170,67390,1010850,spot
516,ERAUSDT,ERA,USDT,0,Trading,utaOnly,0,,1,0.0001,0.1,0.00001,0.1,330000,5,200000,330000,66000,1650000,spot
517,TAUSDT,TA,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,360800,5,200000,360800,180400,1804000,spot
518,CATUSDT,CAT,USDT,0,Trading,none,0,,1,0.000000001,1,0.000000001,1,3110000000,5,78000,3110000000,1550000000,15550000000,spot
519,TREEUSDT,TREE,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,608800,5,200000,608800,304400,3044000,spot
520,ICNTUSDC,ICNT,USDC,0,Trading,none,1,,1,0.0001,0.1,0.00001,0.1,16580,5,200000,16580,8290,82900,spot
521,TUNAUSDT,TUNA,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,760000,5,200000,760000,150000,3800000,spot
522,TOWNSUSDT,TOWNS,USDT,0,Trading,utaOnly,0,,1,0.000001,0.1,0.0000001,0.1,8718000,5,200000,8718000,4359000,43590000,spot
523,TOWNSUSDC,TOWNS,USDC,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,3200000,5,3000,3200000,650000,16000000,spot
524,PROVEUSDT,PROVE,USDT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,372800,5,200000,372800,186400,1864000,spot
525,CAMPUSDT,CAMP,USDT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,11000000,5,200000,11000000,2200000,55000000,spot
526,CFGUSDT,CFG,USDT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,260000,5,200000,260000,53000,1300000,spot
527,WLFIUSDT,WLFI,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,1692200,5,200000,1692200,846100,8461000,spot
528,MNTUSDE,MNT,USDE,0,Trading,none,0,,1,0.0001,0.01,0.000001,0.01,541800,5,1200000,541800,270900,2709000,spot
529,ETHMNT,ETH,MNT,0,Trading,none,0,,1,0.01,0.00001,0.0000001,0.00001,630,10,1200000,630,130,3150,spot
530,SOMIUSDT,SOMI,USDT,0,Trading,utaOnly,0,,1,0.0001,0.1,0.00001,0.1,351900,5,200000,351900,117300,1759500,spot
531,SOLMNT,SOL,MNT,0,Trading,none,0,,1,0.01,0.0001,0.000001,0.0001,3642,10,1200000,3642,1821,18210,spot
532,XRPMNT,XRP,MNT,0,Trading,none,0,,1,0.001,0.01,0.00001,0.01,1006500,10,1200000,1006500,335500,5032500,spot
533,SKYUSDT,SKY,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,2900000,5,200000,2900000,570000,14500000,spot
534,UUSDT,U,USDT,0,Trading,none,0,,1,0.0000001,1,0.0000001,1,19000000,5,200000,19000000,3800000,95000000,spot
535,SUIMNT,SUI,MNT,0,Trading,none,0,,1,0.001,0.01,0.00001,0.01,76000,10,1200000,76000,38000,380000,spot
536,PEPEMNT,PEPE,MNT,0,Trading,none,0,,1,0.000000001,1,0.000000001,1,26800000000,10,1200000,26800000000,13400000000,134000000000,spot
537,HBARMNT,HBAR,MNT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,2745900,10,1200000,2745900,915300,13729500,spot
538,DOGEMNT,DOGE,MNT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,720000,10,1200000,720000,360000,3600000,spot
539,ADAMNT,ADA,MNT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,1275600,10,1200000,1275600,425200,6378000,spot
540,AVNTUSDT,AVNT,USDT,0,Trading,utaOnly,0,,1,0.0001,0.1,0.00001,0.1,800000,5,200000,800000,160000,4000000,spot
541,LINEAUSDT,LINEA,USDT,0,Trading,utaOnly,0,,1,0.000001,0.1,0.0000001,0.1,57700000,5,200000,57700000,28800000,288500000,spot
