,product_id,price,price_percentage_change_24h,volume_24h,volume_percentage_change_24h,base_increment,quote_increment,quote_min_size,quote_max_size,base_min_size,base_max_size,base_name,quote_name,watched,is_disabled,new,status,cancel_only,limit_only,post_only,trading_disabled,auction_mode,product_type,quote_currency_id,base_currency_id,fcm_trading_session_details,mid_market_price,alias,alias_to,base_display_symbol,quote_display_symbol,view_only,price_increment,display_name,product_venue,approximate_quote_24h_volume,new_at,market_cap,base_cbrn,quote_cbrn,product_cbrn,icon_color,icon_url,display_name_overwrite,is_alpha_testing,about_description,best_bid_price,best_ask_price,high_24h,low_24h,future_product_details_venue,future_product_details_contract_code,future_product_details_contract_expiry,future_product_details_contract_size,future_product_details_contract_root_unit,future_product_details_group_description,future_product_details_contract_expiry_timezone,future_product_details_group_short_description,future_product_details_risk_managed_by,future_product_details_contract_expiry_type,future_product_details_contract_display_name,future_product_details_time_to_expiry_ms,future_product_details_non_crypto,future_product_details_contract_expiry_name,future_product_details_twenty_four_by_seven,future_product_details_funding_interval,future_product_details_open_interest,future_product_details_funding_rate,future_product_details_funding_time,future_product_details_display_name,future_product_details_settlement_price,future_product_details_futures_asset_type,future_product_details_index_price,future_product_details_contract_code_display_name,future_product_details_product_group_cbrn,future_product_details_futures_asset_types,future_product_details_trading_hours_type,future_product_details_perpetual_details_open_interest,future_product_details_perpetual_details_funding_rate,future_product_details_perpetual_details_funding_time,future_product_details_perpetual_details_max_leverage,future_product_details_perpetual_details_base_asset_uuid,future_product_details_perpetual_details_underlying_type,future_product_details_intraday_margin_rate_long_margin_rate,future_product_details_intraday_margin_rate_short_margin_rate,future_product_details_overnight_margin_rate_long_margin_rate,future_product_details_overnight_margin_rate_short_margin_rate
24,XPP-20DEC30-CDE,1.3019,-2.17162608957018,25443,464.02128131234759,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",1.30175,,[],,USD,False,0.0001,XRP PERP,FCM,16562120.85,,,,,,,,,False,,,,,,cde,XPP,2030-12-20T16:00:00Z,500,XRP,nano XRP Perp Futures,Europe/London,nano XRP Perp,MANAGED_BY_FCM,EXPIRING,XRP PERP,143677349745,False,2030-12,True,3600s,23830,0.000023,2026-06-01T17:00:00Z,XRP Perpetual,1.319,FUTURES_ASSET_TYPE_CRYPTO,1.301006,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,23830,,,,,,0.200129,0.2001376,0.373375,0.566
25,GOL-25NOV26-CDE,4595.5,0,5,0,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-31T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",4579.1,,[],,USD,True,0.1,GLD 25 NOV 26,FCM,22977.5,,,,,,,,,False,,,,,,cde,GOL,2026-11-25T18:30:00Z,1,CDEGLD,Gold Futures,America/New_York,Gold Futures,MANAGED_BY_FCM,EXPIRING,GLD 25 NOV 26,15295949746,True,2026-12,False,,15,,,Gold Futures (Nov 2026),4659.5,FUTURES_ASSET_TYPE_METALS,,,,['FUTURES_ASSET_TYPE_METALS'],TRADING_HOURS_TYPE_UNSPECIFIED,15,,,,,,0.050456,0.0506855,0.053,0.055625
26,XRP-26JUN26-CDE,1.3109,-1.88608637078063,14892,844.32466708941027,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",1.31115,,[],,USD,False,0.0001,XRP 26 JUN 26,FCM,9760961.4,,,,,,,,,False,,,,,,cde,XRP,2026-06-26T15:00:00Z,500,XRP,nano XRP Futures,Europe/London,nano XRP Futures,MANAGED_BY_FCM,EXPIRING,XRP 26 JUN 26,2150549745,False,2026-06,True,,8902,,,XRP Futures (Jun 2026),1.3281,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,8902,,,,,,0.1998612,0.2001662,0.3605,0.54275
27,SOL-31JUL26-CDE,79.88,-2.13183043371723,197,838.0952380952381,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",81.1,,[],,USD,False,0.01,SOL 31 JUL 26,FCM,78681.8,,,,,,,,,False,,,,,,cde,SOL,2026-07-31T15:00:00Z,5,SOL,nano Solana Futures,Europe/London,nano Solana Futures,MANAGED_BY_FCM,EXPIRING,SOL 31 JUL 26,5174549745,False,2026-07,True,,112,,,Solana Futures (Jul 2026),82.2,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,112,,,,,,0.1999396,0.1998878,0.3535,0.53275
28,XLP-20DEC30-CDE,0.25612,3.48700957614449,46086,143.18505619756213,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0.25656,,[],,USD,False,0.00001,XLM PERP,FCM,59017731.6,,,,,,,,,False,,,,,,cde,XLP,2030-12-20T16:00:00Z,5000,XLM,Stellar Perp Futures,Europe/London,Stellar Perp,MANAGED_BY_FCM,EXPIRING,XLM PERP,143677349745,False,2030-12,True,3600s,3798,-0.000005,2026-06-01T17:00:00Z,Stellar Lumens Perpetual,0.23968,FUTURES_ASSET_TYPE_CRYPTO,0.256361,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,3798,,,,,,0.25003,0.2499336,0.284125,0.3915
29,LC-26JUN26-CDE,51.08,-2.23923444976077,221,2110,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",51.31,,[],,USD,False,0.01,LTC 26 JUN 26,FCM,56443.4,,,,,,,,,False,,,,,,cde,LC,2026-06-26T15:00:00Z,5,LTC,Litecoin Futures,Europe/London,Litecoin Futures,MANAGED_BY_FCM,EXPIRING,LTC 26 JUN 26,2150549746,False,2026-06,True,,414,,,Litecoin Futures (Jun 2026),52.19,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,414,,,,,,0.2499279,0.2498702,0.387125,0.56075
30,POP-20DEC30-CDE,1.153,-1.11492281303602,9200,528.41530054644809,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",1.1545,,[],,USD,False,0.001,DOT PERP,FCM,1060760,,,,,,,,,False,,,,,,cde,POP,2030-12-20T16:00:00Z,100,DOT,Polkadot Perp Futures,Europe/London,Polkadot Perp,MANAGED_BY_FCM,EXPIRING,DOT PERP,143677349745,False,2030-12,True,3600s,2032,0.000015,2026-06-01T17:00:00Z,Polkadot Perpetual,1.19,FUTURES_ASSET_TYPE_CRYPTO,1.151921,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,2032,,,,,,0.199936,0.1999832,0.3905,0.547
31,NOL-20JUL26-CDE,91.16,2.9591145245087,114,0,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-31T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",89.23,,[],,USD,True,0.01,OIL 20 JUL 26,FCM,103922.4,,,,,,,,,False,,,,,,cde,NOL,2026-07-20T18:30:00Z,10,CDEOIL,nano Crude Oil Futures,America/New_York,Oil Futures,MANAGED_BY_FCM,EXPIRING,OIL 20 JUL 26,4236749745,True,2026-08,False,,10,,,Oil Futures (Jul 2026),85.31,FUTURES_ASSET_TYPE_ENERGY,,,,['FUTURES_ASSET_TYPE_ENERGY'],TRADING_HOURS_TYPE_UNSPECIFIED,10,,,,,,0.12067,0.120704,0.137125,0.16
32,AVA-26JUN26-CDE,8.78,-1.23734533183352,674,19.7158081705151,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",8.91,,[],,USD,False,0.01,AVAX 26 JUN 26,FCM,59177.2,,,,,,,,,False,,,,,,cde,AVA,2026-06-26T15:00:00Z,10,AVAX,Avalanche Futures,Europe/London,Avalanche Futures,MANAGED_BY_FCM,EXPIRING,AVAX 26 JUN 26,2150549746,False,2026-06,True,,724,,,Avalanche Futures (Jun 2026),8.85,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,724,,,,,,0.2001156,0.1999944,0.311125,0.423
33,LNK-26JUN26-CDE,9.099,0.04398020890599,537,421.35922330097087,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",9.0955,,[],,USD,False,0.001,LINK 26 JUN 26,FCM,244308.15,,,,,,,,,False,,,,,,cde,LNK,2026-06-26T15:00:00Z,50,LINK,Chainlink Futures,Europe/London,Chainlink Futures,MANAGED_BY_FCM,EXPIRING,LINK 26 JUN 26,2150549746,False,2026-06,True,,302,,,Chainlink Futures (Jun 2026),9.047,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,302,,,,,,0.1999115,0.19998,0.308125,0.416625
34,SUP-20DEC30-CDE,0.8794,0.43398812243033,5494,152.59770114942529,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0.8792,,[],,USD,False,0.0001,SUI PERP,FCM,2415711.8,,,,,,,,,False,,,,,,cde,SUP,2030-12-20T16:00:00Z,500,SUI,SUI Perp Futures,Europe/London,SUI Perp,MANAGED_BY_FCM,EXPIRING,SUI PERP,143677349745,False,2030-12,True,3600s,2870,0.00002,2026-06-01T17:00:00Z,SUI Perpetual,0.9041,FUTURES_ASSET_TYPE_CRYPTO,0.878152,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,2870,,,,,,0.2499144,0.2500989,0.386625,0.567375
35,SLR-27AUG26-CDE,75.35,0,56,0,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-31T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",75.935,,[],,USD,True,0.005,SLVR 27 AUG 26,FCM,210980,,,,,,,,,False,,,,,,cde,SLR,2026-08-27T17:25:00Z,50,CDESIL,Silver Futures,America/New_York,Silver Futures,MANAGED_BY_FCM,EXPIRING,SLVR 27 AUG 26,7516049745,True,2026-09,False,,32,,,Silver Futures (Aug 2026),76.435,FUTURES_ASSET_TYPE_METALS,,,,['FUTURES_ASSET_TYPE_METALS'],TRADING_HOURS_TYPE_UNSPECIFIED,32,,,,,,0.0894772,0.0893684,0.11675,0.133625
36,OND-20DEC30-CDE,0.3548,-1.00446428571429,8294,38.23333333333333,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0.3557,,[],,USD,False,0.0001,ONDO PERP,FCM,2942711.2,,,,,,,,,False,,,,,,cde,OND,2030-12-20T16:00:00Z,1000,ONDO,ONDO Perp Style Futures,Europe/London,ONDO Perp Style Futures,MANAGED_BY_FCM,EXPIRING,ONDO PERP,143677349745,False,2030-12,True,3600s,3325,0.000017,2026-06-01T17:00:00Z,Ondo Perpetual,0.3612,FUTURES_ASSET_TYPE_CRYPTO,0.355309,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,3325,,,,,,0.1999824,0.2000108,0.3415,0.477125
