CMF_price,VTEC_price,CMF_price_chg,VTEC_price_chg,VTEC/CMF,VTEC/VTEC,VTEC/CMF_moving_avg,VTEC/VTEC_moving_avg,VTEC/CMF_prev_moving_avg,VTEC/VTEC_prev_moving_avg,CMF_scaled_price,VTEC_scaled_price,CMF_scaled_comm,VTEC_scaled_comm,CMF_scaled_price_minus_comm,VTEC_scaled_price_minus_comm,CMF_scaled_price_plus_comm,VTEC_scaled_price_plus_comm,min_price_plus_comm,max_price_minus_comm,tgt_max-min,tgt_pct_diff,tgt_min_price_etf,tgt_max_price_etf,date,ex_div_date,CMF_shs_per_unit,VTEC_shs_per_unit,CMF_current_shs,VTEC_current_shs,current_long_etf,current_short_etf,current_max-min,current_pct_diff,current_position,open_trade,exit_trade,flatten_for_div,tgt_position,tgt_long_etf,tgt_short_etf,CMF_tgt_shs,VTEC_tgt_shs,CMF_tgt_inv_amt,VTEC_tgt_inv_amt,gross_inv_amt,net_inv_amt,CMF_shs_to_trade,VTEC_shs_to_trade,CMF_shs_to_buy,VTEC_shs_to_buy,CMF_shs_to_sell,VTEC_shs_to_sell,CMF_daily_comm,VTEC_daily_comm,daily_comm,CMF_daily_profit,VTEC_daily_profit,daily_gross_profit,daily_net_profit,cumulative_net_profit
57.43,100.37,0.0899999999999963,0.1300000000000096,1.7476928434616057,1.0,1.748813988797729,1.0,1.7487429104077683,1.0,100.43030534471814,100.37,0.0087437145520388,0.005,100.4215616301661,100.365,100.43904905927018,100.375,100.375,100.4215616301661,0.0465616301660958,0.000463899872134,VTEC,CMF,2025-02-26,False,1742.0,996.0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.36,100.27,-0.0700000000000002,-0.1000000000000085,1.748082287308229,1.0,1.748996954383938,1.0,1.748813988797729,1.0,100.31197039743772,100.27,0.0087440699439886,0.005,100.30322632749376,100.265,100.32071446738172,100.275,100.275,100.30322632749376,0.0282263274937548,0.0002815032162536,VTEC,CMF,2025-02-27,False,1744.0,997.0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
57.46,100.47,0.1000000000000014,0.2000000000000028,1.7485207100591715,1.0,1.749188201179199,1.0,1.748996954383938,1.0,100.49736499890108,100.47,0.0087449847719196,0.005,100.48862001412915,100.465,100.506109983673,100.475,100.475,100.48862001412915,0.0136200141291595,0.000135562995214,VTEC,CMF,2025-02-28,False,1740.0,995.0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.26,100.23,-0.2000000000000028,-0.2399999999999948,1.7504366049598326,1.0,1.749297812326067,1.0,1.749188201179199,1.0,100.15851639952092,100.23,0.0087459410058959,0.005,100.14977045851504,100.225,100.16726234052685,100.235,100.16726234052685,100.225,0.0577376594731759,0.0005760516758772,CMF,VTEC,2025-03-03,True,1746.0,998.0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
57.11,99.98,-0.1499999999999985,-0.25,1.7506566275608475,1.0,1.749341656919968,1.0,1.749297812326067,1.0,99.90239806194168,99.98,0.0087464890616303,0.005,99.89365157288005,99.975,99.91114455100332,99.985,99.91114455100332,99.975,0.0638554489966907,0.0006386822264121,CMF,VTEC,2025-03-04,False,1749.0,1000.0,0,0,,,0.0,0.0,0,False,True,True,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
57.07,99.92,-0.0399999999999991,-0.0600000000000022,1.7508323111967758,1.0,1.7496312970627743,1.0,1.749341656919968,1.0,99.83492836042258,99.92,0.0087467082845998,0.005,99.82618165213798,99.915,99.8436750687072,99.925,99.8436750687072,99.915,0.0713249312928212,0.0007138203692235,CMF,VTEC,2025-03-05,False,1751.0,1001.0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
56.9,99.49,-0.1700000000000017,-0.4300000000000068,1.748506151142355,1.0,1.7495675560830075,1.0,1.7496312970627743,1.0,99.55402080287188,99.49,0.0087481564853138,0.005,99.54527264638656,99.485,99.5627689593572,99.495,99.495,99.54527264638656,0.0502726463865741,0.0005053035117757,VTEC,CMF,2025-03-06,False,1758.0,1005.0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
56.91,99.58,0.009999999999998,0.0900000000000034,1.7497803549464066,1.0,1.7495434113171655,1.0,1.7495675560830075,1.0,99.56788961668396,99.58,0.008747837780415,0.005,99.55914177890354,99.575,99.57663745446438,99.585,99.57663745446438,99.575,-0.0016374544643724,-1.644360779646985e-05,CMF,VTEC,2025-03-07,False,1757.0,1004.0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.97,99.62,0.0600000000000022,0.0400000000000062,1.7486396348955593,1.0,1.7495346763923494,1.0,1.7495434113171655,1.0,99.67148814273892,99.62,0.0087477170565858,0.005,99.66274042568234,99.615,99.6802358597955,99.625,99.625,99.66274042568234,0.0377404256823439,0.0003788438635047,VTEC,CMF,2025-03-10,False,1757.0,1004.0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.83,99.51,-0.1400000000000005,-0.1099999999999994,1.751011789547774,1.0,1.7495545533390255,1.0,1.7495346763923494,1.0,99.4260556593772,99.51,0.0087476733819617,0.005,99.41730798599524,99.505,99.43480333275916,99.515,99.43480333275916,99.505,0.070196667240836,0.0007054232463153,CMF,VTEC,2025-03-11,False,1758.0,1005.0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
56.66,99.17,-0.1700000000000017,-0.3400000000000034,1.750264737027886,1.0,1.7496644170351143,1.0,1.7495545533390255,1.0,99.12976099218918,99.17,0.0087477727666951,0.005,99.12101321942248,99.165,99.13850876495589,99.175,99.13850876495589,99.165,0.0264912350441335,0.000267129525503,CMF,VTEC,2025-03-12,False,1764.0,1008.0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
56.58,99.06,-0.0799999999999983,-0.1099999999999994,1.750795334040297,1.0,1.7497350697237155,1.0,1.7496644170351143,1.0,98.99601271584676,99.06,0.0087483220851755,0.005,98.98726439376158,99.055,99.00476103793194,99.065,99.00476103793194,99.055,0.0502389620680645,0.0005071568954983,CMF,VTEC,2025-03-13,False,1765.0,1009.0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
